L	K	U4	U4_err	m_susc	m_susc_err	dat
16	0.1617142857	8.259889681575e-01	9.781255622154e-03	1.367917440319e-02	4.431415209398e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162_5EAB4EE1.dat
16	0.1614285714	7.414310665240e-01	1.417688941818e-02	1.619094774628e-02	4.370915877910e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA845D3.dat
16	0.1611428571	7.242692035334e-01	1.378330611839e-02	1.586071336651e-02	4.070505111148e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA83E3C.dat
16	0.1608571429	7.242692035334e-01	1.378330611839e-02	1.586071336651e-02	4.070505111148e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA83E3C.dat
16	0.1605714286	7.242692035334e-01	1.378330611839e-02	1.586071336651e-02	4.070505111148e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA83E3C.dat
16	0.1602857143	6.143721887185e-01	1.896837608743e-02	1.341357853317e-02	3.247072259896e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EA9AF77.dat
16	0.1600000000	6.143721887185e-01	1.896837608743e-02	1.341357853317e-02	3.247072259896e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EA9AF77.dat
16	0.1597142857	6.143721887185e-01	1.896837608743e-02	1.341357853317e-02	3.247072259896e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt16_k0.160_0.160_0.160_kt0.160_5EA9AF77.dat
16	0.1594285714	5.183003270425e-01	2.077812972909e-02	1.195586400890e-02	2.622288705405e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159_5EAF1CB2.dat
16	0.1591428571	5.183003270425e-01	2.077812972909e-02	1.195586400890e-02	2.622288705405e-03	out_binder_refine_0158_0162_n15_t5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159/Lx16_Ly16_Tx0_Ty0_Nt16_k0.159_0.159_0.159_kt0.159_5EAF1CB2.dat
