L	K	U4	U4_err	m_susc	m_susc_err	dat
24	0.1611428571	3.875915324789e-01	3.492307380914e-02	6.398781955357e-03	2.276609880539e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161_5EA98E2F.dat
24	0.1610000000	3.829893060643e-01	2.961952530826e-02	5.118232106149e-03	1.815008783045e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161_5EAE08B8.dat
24	0.1608571429	2.728056912665e-01	5.362275801490e-02	4.936873252042e-03	1.600692509778e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161_5EAE8501.dat
24	0.1607142857	3.555715318282e-01	3.585147336455e-02	5.340889542682e-03	1.724698633637e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161_5EAF7F6A.dat
16	0.1620000000	5.872821567429e-01	2.555590293420e-02	1.342958643883e-02	4.801876873067e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162_5EAB4EE1.dat
16	0.1618571429	5.045524923378e-01	3.051175821154e-02	1.322156147622e-02	4.555171017474e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162_5EABCB4A.dat
16	0.1617142857	4.335342810049e-01	3.080403765286e-02	1.239739529751e-02	4.082100950497e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162_5EA845D3.dat
16	0.1615714286	4.632794639978e-01	2.426334658209e-02	1.072072116993e-02	3.564479176375e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt64_k0.162_0.162_0.162_kt0.162_5EA83E3C.dat
16	0.1614285714	4.287988192387e-01	3.000889863900e-02	1.121220178008e-02	3.684732556999e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1612857143	3.977604779706e-01	3.350882089567e-02	1.052794645876e-02	3.426082478839e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EA932EE.dat
24	0.1605714286	2.318077482593e-01	3.788701802686e-02	3.633599141301e-03	1.238727791937e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161/Lx24_Ly24_Tx0_Ty0_Nt96_k0.161_0.161_0.161_kt0.161_5EAFF9F3.dat
24	0.1604285714	2.465227707564e-01	3.263429641793e-02	3.425929788241e-03	1.152936973722e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160_5EAC725C.dat
16	0.1611428571	4.122170112489e-01	2.888193814931e-02	8.663875907660e-03	3.008721986925e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EA9AF77.dat
16	0.1610000000	3.596851364812e-01	3.667764333967e-02	8.096279456839e-03	2.812240514157e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EAE29C0.dat
24	0.1602857143	2.394791309427e-01	3.714969115005e-02	3.088292205579e-03	1.080713961598e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160_5EACECA5.dat
16	0.1608571429	3.336895182464e-01	3.374596745383e-02	8.204149743542e-03	2.712917562827e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EAEA229.dat
24	0.1601428571	2.100156652622e-01	3.617377201567e-02	3.075044765884e-03	1.012396188395e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160_5EAD690E.dat
24	0.1600000000	1.393601761449e-01	4.956208781851e-02	2.401868141368e-03	8.209790869176e-04	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt96_k0.160_0.160_0.160_kt0.160_5EADE397.dat
8	0.1620000000	4.327404050838e-01	2.735251031376e-02	1.703461256027e-02	6.048752510963e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
8	0.1618571429	3.690058728186e-01	3.387992744283e-02	1.824705693722e-02	6.255179361318e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162_5EABE892.dat
8	0.1617142857	4.040353622422e-01	2.747364204240e-02	1.846260681152e-02	6.240250959856e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162_5EA862FB.dat
8	0.1615714286	3.851954578299e-01	2.751973166134e-02	1.979854736328e-02	6.483586343966e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt32_k0.162_0.162_0.162_kt0.162_5EA8DF44.dat
8	0.1614285714	3.586332534135e-01	3.288801371230e-02	2.000419595242e-02	6.600651999784e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1612857143	3.864865650770e-01	2.950698401648e-02	1.883856878281e-02	6.320209497475e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EA9D236.dat
8	0.1611428571	3.288788373881e-01	3.161280082394e-02	1.749450149536e-02	5.966864431702e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EAE4C9F.dat
8	0.1608571429	3.992141091258e-01	2.813001942823e-02	1.965852651596e-02	6.522119941376e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EAF4371.dat
8	0.1610000000	3.128516496479e-01	2.780127028841e-02	1.856544473171e-02	6.064052345331e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EAEC6E8.dat
8	0.1607142857	3.597454109276e-01	3.144307256880e-02	1.502806451321e-02	5.005683499751e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EAF3DDA.dat
8	0.1605714286	3.200272827288e-01	3.038980478607e-02	1.760092618465e-02	5.797821592478e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt32_k0.161_0.161_0.161_kt0.161_5EAFB623.dat
8	0.1604285714	3.227368090380e-01	3.217973334477e-02	1.628313484192e-02	5.391459145890e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160_5EAC308C.dat
8	0.1602857143	3.202336960673e-01	3.803750513471e-02	1.509215345383e-02	4.977936505976e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160_5EACAD15.dat
8	0.1601428571	3.285028491678e-01	2.607332326333e-02	1.615740239620e-02	5.239043326042e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160_5EAD277E.dat
8	0.1600000000	2.829995571380e-01	2.528690995415e-02	1.458796539307e-02	4.774018370953e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160_5EADA1C7.dat
16	0.1605714286	2.514241706411e-01	3.275629999285e-02	7.316288992390e-03	2.513768984368e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EAF991B.dat
16	0.1602857143	2.479292917175e-01	4.976234893210e-02	6.551104909182e-03	2.182270989896e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160_5EAC8DCD.dat
16	0.1604285714	3.154651917762e-01	3.262646897398e-02	6.899001872540e-03	2.308371290193e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160_5EAC1364.dat
16	0.1607142857	3.241957410804e-01	5.003509047416e-02	6.667545257509e-03	2.254756182636e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt64_k0.161_0.161_0.161_kt0.161_5EAF1CB2.dat
16	0.1600000000	2.326348559028e-01	3.803141774935e-02	5.074584766850e-03	1.711554350094e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160_5EAD80BF.dat
16	0.1601428571	3.334272150758e-01	2.652622169116e-02	6.012462912500e-03	1.999874686603e-03	out_binder_refine_160_162_nk15_ntraj2000_Nt4L/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160/Lx16_Ly16_Tx0_Ty0_Nt64_k0.160_0.160_0.160_kt0.160_5EAD0656.dat
