r1	r2	tau_eff_real	tau_eff_imag	beta_c	alpha	beta_angle	gamma	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score	v4_chi2_scaled	u4_chi2_scaled	w4_chi2_scaled	v4_over_u4_chi2_scaled	w4_over_u4_chi2_scaled	corr_score_scaled	ratio_score_scaled	total_score_scaled
0.6000000000	0.6000000000	0.6388325205	0.7693458330	0.3780994017	1.1318880691	1.1318880691	0.8778165154	0.8588573064	0.8588573064	0.8549280400	1.0000000000	0.9954250067	0.0022611703	0.0022611703	0.0142636621	0.0000000000	0.0120024917	0.0000051129	0.0000051129	0.0002034521	0.0000000000	0.0001440598	0.0002136778	0.0001440598	0.0003577376	0.0239998302	0.4734443467	2.0724693590	0.0000000000	3.2075930785	2.5699135360	3.2075930785	5.7775066144
0.6000000000	0.6133333333	0.6332242747	0.7684499673	0.3756605980	1.1254788403	1.1345388873	0.8815749260	0.8583321545	0.8586843872	0.8543127635	0.9995897996	0.9949089285	0.0016495291	0.0020598136	0.0135437208	-0.0004102845	0.0114839072	0.0000027209	0.0000042428	0.0001834324	0.0000001683	0.0001318801	0.0001903962	0.0001320485	0.0003224446	0.0127720778	0.3928784639	1.8685383781	0.0012826965	2.9364038603	2.2741889197	2.9376865568	5.2118754765
0.6000000000	0.6266666667	0.6276954679	0.7675213739	0.3732620430	1.1191607976	1.1371491574	0.8852826986	0.8578061417	0.8585133900	0.8537017959	0.9991761942	0.9943954349	0.0010365099	0.0018606553	0.0128283081	-0.0008241453	0.0109676528	0.0000010744	0.0000034620	0.0001645655	0.0000006792	0.0001202894	0.0001691019	0.0001209686	0.0002900705	0.0050429952	0.3205783700	1.6763503914	0.0051756058	2.6783283951	2.0019717566	2.6835040009	4.6854757575
0.6000000000	0.6400000000	0.6222446663	0.7665616277	0.3709026533	1.1129318362	1.1397198869	0.8889409305	0.8572793076	0.8583442427	0.8530949631	0.9987593147	0.9938844122	0.0004221567	0.0016636123	0.0121172301	-0.0012414556	0.0104536178	0.0000001782	0.0000027676	0.0001468273	0.0000015412	0.0001092781	0.0001497731	0.0001108193	0.0002605924	0.0008365443	0.2562752228	1.4956595346	0.0117439979	2.4331544044	1.7527713018	2.4448984023	4.1976697041
0.6000000000	0.6533333333	0.6168704618	0.7655722356	0.3685813862	1.1067899182	1.1422520489	0.8925506866	0.8567516900	0.8581768764	0.8524920985	0.9983392860	0.9933757503	-0.0001934887	0.0014686059	0.0114103009	-0.0016620945	0.0099416950	0.0000000374	0.0000021568	0.0001301950	0.0000027626	0.0000988373	0.0001323892	0.0001015999	0.0002339891	0.0001757327	0.1997160214	1.3262342192	0.0210506266	2.2006820785	1.5261259733	2.2217327051	3.7478586784
0.6000000000	0.6666666667	0.6115714725	0.7645546393	0.3662972370	1.1007330701	1.1447465834	0.8961130000	0.8562233254	0.8580112260	0.8518930424	0.9979162270	0.9928693432	-0.0008103857	0.0012755613	0.0107073423	-0.0020859470	0.0094317810	0.0000006567	0.0000016271	0.0001146472	0.0000043512	0.0000889585	0.0001169310	0.0000933097	0.0002102406	0.0030826568	0.1506624614	1.1678563070	0.0331558477	1.9807234905	1.3216014253	2.0138793382	3.3354807634
0.6000000000	0.6800000000	0.6063463424	0.7635102187	0.3640492379	1.0947593807	1.1472043989	0.8996288741	0.8556942487	0.8578472296	0.8512976419	0.9974902513	0.9923650885	-0.0014284957	0.0010844077	0.0100081834	-0.0025129034	0.0089237757	0.0000020406	0.0000011759	0.0001001637	0.0000063147	0.0000796338	0.0001033803	0.0000859485	0.0001893287	0.0095785443	0.1088898822	1.0203203407	0.0481177338	1.7731020421	1.1387887671	1.8212197759	2.9600085430
0.6000000000	0.6933333333	0.6011937411	0.7624402946	0.3618364560	1.0888669976	1.1496263733	0.9030992827	0.8551644934	0.8576848287	0.8507057504	0.9970614669	0.9918628871	-0.0020477815	0.0008950775	0.0093126600	-0.0029428591	0.0084175825	0.0000041934	0.0000008012	0.0000867256	0.0000086604	0.0000708557	0.0000917202	0.0000795161	0.0001712363	0.0196837957	0.0741862981	0.8834328232	0.0659921845	1.5776519378	0.9773029170	1.6436441223	2.6209470393
0.6000000000	0.7066666667	0.5961123635	0.7613461314	0.3596579916	1.0830541259	1.1520133557	0.9065251720	0.8546340918	0.8575239674	0.8501172271	0.9966299769	0.9913626434	-0.0026682074	0.0007075070	0.0086206147	-0.0033757144	0.0079131077	0.0000071193	0.0000005006	0.0000743150	0.0000113954	0.0000626173	0.0000819349	0.0000740127	0.0001559476	0.0334180254	0.0463515062	0.7570115450	0.0868330333	1.3942176863	0.8367810766	1.4810507196	2.3178317962
0.6000000000	0.7200000000	0.5911009297	0.7602289398	0.3575129768	1.0773190253	1.1543661674	0.9099074609	0.8541030745	0.8573645927	0.8495319372	0.9961958796	0.9908642653	-0.0032897393	0.0005216352	0.0079318962	-0.0038113745	0.0074102610	0.0000108224	0.0000002721	0.0000629150	0.0000145266	0.0000549120	0.0000740095	0.0000694385	0.0001434480	0.0508001008	0.0251962644	0.6408849543	0.1106921498	1.2226536285	0.7168813194	1.3333457784	2.0502270978
0.6000000000	0.7333333333	0.5861581846	0.7590898788	0.3554005743	1.0716600081	1.1566856030	0.9132470425	0.8535714710	0.8572066542	0.8489497512	0.9957592686	0.9903676635	-0.0039123445	0.0003374044	0.0072463592	-0.0042497488	0.0069089548	0.0000153064	0.0000001138	0.0000525097	0.0000180604	0.0000477337	0.0000679300	0.0000657940	0.0001337240	0.0718481814	0.0105415323	0.5348915672	0.1376195391	1.0628234887	0.6172812809	1.2004430278	1.8177243087
0.6000000000	0.7466666667	0.5812828977	0.7579300589	0.3533199756	1.0660754375	1.1589724316	0.9165447845	0.8530393095	0.8570501041	0.8483705450	0.9953202333	0.9898727518	-0.0045359917	0.0001547595	0.0065638642	-0.0046907511	0.0064091047	0.0000205752	0.0000000240	0.0000430843	0.0000220031	0.0000410766	0.0000636835	0.0000630798	0.0001267633	0.0965797563	0.0022177720	0.4388794155	0.1676634361	0.9145999493	0.5376769438	1.0822633854	1.6199403292
0.6000000000	0.7600000000	0.5764738625	0.7567505434	0.3512703999	1.0605637251	1.1612273979	0.9198015307	0.8525066169	0.8568948968	0.8477941991	0.9948788587	0.9893794470	-0.0051606510	-0.0000263517	0.0058842771	-0.0051342993	0.0059106288	0.0000266323	0.0000000007	0.0000346247	0.0000263610	0.0000349355	0.0000612577	0.0000612966	0.0001225543	0.1250116803	0.0000643014	0.3527055286	0.2008703969	0.7778642474	0.4777815103	0.9787346443	1.4565161545
0.6000000000	0.7733333333	0.5717298964	0.7555523509	0.3492510932	1.0551233295	1.1634512228	0.9230181012	0.8519734190	0.8567409889	0.8472205992	0.9944352261	0.9888876688	-0.0057862940	-0.0002059791	0.0052074689	-0.0055803149	0.0054134480	0.0000334812	0.0000000424	0.0000271177	0.0000311399	0.0000293054	0.0000606414	0.0000604453	0.0001210867	0.1571602090	0.0039286967	0.2762354477	0.2372853863	0.6525057909	0.4373243533	0.8897911772	1.3271155305
0.6000000000	0.7866666667	0.5670498404	0.7543364576	0.3472613267	1.0497527546	1.1656446051	0.9261952939	0.8514397403	0.8565883391	0.8466496352	0.9939894129	0.9883973393	-0.0064128933	-0.0003841699	0.0045333157	-0.0060287234	0.0049174856	0.0000411252	0.0000001476	0.0000205510	0.0000363455	0.0000241817	0.0000618237	0.0000605272	0.0001223509	0.1930410329	0.0136662398	0.2093427702	0.2769518613	0.5384217948	0.4160500429	0.8153736561	1.2314236990
0.6000000000	0.8000000000	0.5624325584	0.7531037986	0.3453003958	1.0444505473	1.1678082215	0.9293338848	0.8509056042	0.8564369081	0.8460812015	0.9935414929	0.9879083835	-0.0070404229	-0.0005609694	0.0038616983	-0.0064794535	0.0044226677	0.0000495676	0.0000003147	0.0000149127	0.0000419833	0.0000195600	0.0000647950	0.0000615433	0.0001263383	0.2326693099	0.0291394075	0.1519087215	0.3199118514	0.4355169347	0.4137174389	0.7554287861	1.1691462250
0.6000000000	0.8133333333	0.5578769374	0.7518552700	0.3433676193	1.0392152967	1.1699427281	0.9324346288	0.8503710332	0.8562866584	0.8455151964	0.9930915365	0.9874207289	-0.0076688580	-0.0007364206	0.0031925019	-0.0069324375	0.0039289224	0.0000588114	0.0000005423	0.0000101921	0.0000480587	0.0000154364	0.0000695458	0.0000634951	0.0001330409	0.2760596969	0.0502173976	0.1038217523	0.3662060351	0.3437030187	0.4300988467	0.7099090538	1.1400079005
0.6000000000	0.8266666667	0.5533818862	0.7505917307	0.3414623383	1.0340456318	1.1720487611	0.9354982606	0.8498360486	0.8561375543	0.8449515224	0.9926396107	0.9869343052	-0.0082981751	-0.0009105644	0.0025256162	-0.0073876107	0.0034361806	0.0000688597	0.0000008291	0.0000063787	0.0000545768	0.0000118073	0.0000760676	0.0000663841	0.0001424517	0.3232263794	0.0767756904	0.0649771611	0.4158738135	0.2628986739	0.4649792308	0.6787724873	1.1437517182
0.6000000000	0.8400000000	0.5489463361	0.7493140041	0.3395839152	1.0289402209	1.1741269373	0.9385254954	0.8493006707	0.8559895618	0.8443900856	0.9921857795	0.9864490447	-0.0089283515	-0.0010834400	0.0018609349	-0.0078449115	0.0029443750	0.0000797155	0.0000011738	0.0000034631	0.0000615426	0.0000086693	0.0000843524	0.0000702120	0.0001545644	0.3741831012	0.1086956424	0.0352767379	0.4689533800	0.1930290497	0.5181554814	0.6619824297	1.1801379111
0.6000000000	0.8533333333	0.5445692396	0.7480228792	0.3377317328	1.0238977692	1.1761778552	0.9415170292	0.8487649188	0.8558426484	0.8438307957	0.9917301041	0.9859648819	-0.0095593659	-0.0012550847	0.0011983560	-0.0083042812	0.0024534407	0.0000913815	0.0000015752	0.0000014361	0.0000689611	0.0000060194	0.0000943928	0.0000749805	0.0001693732	0.4289431915	0.1458641087	0.0146284298	0.5254817873	0.1340255348	0.5894357300	0.6595073222	1.2489430522
0.6000000000	0.8666666667	0.5402495706	0.7467191125	0.3359051938	1.0189170183	1.1782020953	0.9444735399	0.8482288114	0.8556967830	0.8432735661	0.9912726426	0.9854817534	-0.0101911978	-0.0014255340	0.0005377807	-0.0087656638	0.0019633147	0.0001038605	0.0000020321	0.0000002892	0.0000768369	0.0000038546	0.0001061819	0.0000806915	0.0001868733	0.4875195918	0.1881730933	0.0029460257	0.5854950113	0.0858254880	0.6786387108	0.6713204994	1.3499592101
0.6000000000	0.8800000000	0.5359863238	0.7454034296	0.3341037195	1.0139967446	1.1802002212	0.9473956878	0.8476923660	0.8555519362	0.8427183131	0.9908134505	0.9849995979	-0.0108238279	-0.0015948218	-0.0001208855	-0.0092290061	0.0014739363	0.0001171553	0.0000025435	0.0000000146	0.0000851746	0.0000021725	0.0001197133	0.0000873470	0.0002070604	0.5499248813	0.2355194237	0.0001488588	0.6490280116	0.0483719819	0.7855931637	0.6973999935	1.4829931572
0.6000000000	0.8933333333	0.5317785141	0.7440765257	0.3323267493	1.0091357578	1.1821727799	0.9502841158	0.8471555993	0.8554080797	0.8421649565	0.9903525807	0.9845183562	-0.0114572378	-0.0017629807	-0.0007777342	-0.0096942571	0.0009852466	0.0001312683	0.0000031081	0.0000006049	0.0000939786	0.0000009707	0.0001349813	0.0000949493	0.0002299306	0.6161713006	0.2878044490	0.0061615276	0.7161147896	0.0216135588	0.9101372771	0.7377283484	1.6478656256
0.6000000000	0.9066666667	0.5276251766	0.7427390680	0.3305737400	1.0043329003	1.1841203027	0.9531394505	0.8466185271	0.8552651864	0.8416134189	0.9898900839	0.9840379712	-0.0120914100	-0.0019300416	-0.0014328532	-0.0101613684	0.0004971884	0.0001462022	0.0000037251	0.0000020531	0.0001032534	0.0000002472	0.0001519803	0.0001035006	0.0002554809	0.6862707755	0.3449337593	0.0209136309	0.7867884437	0.0055039988	1.0521181657	0.7922924425	1.8444106082
0.6000000000	0.9200000000	0.5235253659	0.7413916960	0.3288441652	0.9995870456	1.1860433056	0.9559623024	0.8460811645	0.8551232307	0.8410636258	0.9894260080	0.9835583875	-0.0127263278	-0.0020960340	-0.0020863275	-0.0106302939	0.0000097065	0.0001619594	0.0000043934	0.0000043528	0.0001130031	0.0000000001	0.0001707055	0.0001130032	0.0002837088	0.7602349387	0.4068169244	0.0443395194	0.8610812216	0.0000020978	1.2113913825	0.8610833194	2.0724747019
0.6000000000	0.9333333333	0.5194781560	0.7400350231	0.3271375143	0.9948970974	1.1879422897	0.9587532664	0.8455435257	0.8549821878	0.8405155057	0.9889603992	0.9830795515	-0.0133619757	-0.0022609862	-0.0027382386	-0.0111009894	-0.0004772524	0.0001785424	0.0000051121	0.0000074980	0.0001232320	0.0000002278	0.0001911524	0.0001234597	0.0003146121	0.8380751507	0.4733672505	0.0763780604	0.9390245707	0.0050714566	1.3878204616	0.9440960273	2.3319164889
0.6000000000	0.9466666667	0.5154826394	0.7386696376	0.3254532924	0.9902619887	1.1898177422	0.9615129227	0.8450056244	0.8548420342	0.8399689896	0.9884933012	0.9826014116	-0.0139983385	-0.0024249254	-0.0033886656	-0.0115734132	-0.0009637402	0.0001959535	0.0000058803	0.0000114831	0.0001339439	0.0000009288	0.0002133168	0.0001348727	0.0003481895	0.9198025201	0.5445015546	0.1169724154	1.0206491850	0.0206802798	1.5812764901	1.0413294648	2.6226059549
0.6000000000	0.9600000000	0.5115379275	0.7372961040	0.3237910190	0.9856806804	1.1916701365	0.9642418367	0.8444674733	0.8547027475	0.8394240109	0.9880247558	0.9821239178	-0.0146354023	-0.0025878772	-0.0040376843	-0.0120475251	-0.0014498070	0.0002141950	0.0000066971	0.0000163029	0.0001451429	0.0000021019	0.0002371950	0.0001472448	0.0003844398	1.0054279222	0.6201399531	0.1660698308	1.1059850508	0.0468011838	1.7916377060	1.1527862346	2.9444239406
0.6000000000	0.9733333333	0.5076431494	0.7359149636	0.3221502282	0.9811521609	1.1934999328	0.9669405599	0.8439290848	0.8545643060	0.8388805057	0.9875548029	0.9816470216	-0.0152731537	-0.0027498666	-0.0046853679	-0.0125232871	-0.0019355014	0.0002332692	0.0000075618	0.0000219527	0.0001568327	0.0000037462	0.0002627837	0.0001605789	0.0004233625	1.0949620172	0.7002056658	0.2236214391	1.1950614892	0.0834110136	2.0187891221	1.2784725028	3.2972616249
0.6000000000	0.9866666667	0.5037974521	0.7345267357	0.3205304677	0.9766754448	1.1953075787	0.9696096301	0.8433904702	0.8544266890	0.8383384123	0.9870834807	0.9811706763	-0.0159115800	-0.0029109171	-0.0053317873	-0.0130006629	-0.0024208702	0.0002531784	0.0000084734	0.0000284280	0.0001690172	0.0000058606	0.0002900798	0.0001748778	0.0004649576	1.1884152675	0.7846248327	0.2895820716	1.2879071972	0.1304906682	2.2626221718	1.4183978654	3.6810200371
0.6000000000	1.0000000000	0.5000000000	0.7331319186	0.3189312984	0.9722495721	1.1970935095	0.9722495721	0.8428516406	0.8542898769	0.8377976713	0.9866108254	0.9806948367	-0.0165506692	-0.0030710514	-0.0059770106	-0.0134796178	-0.0029059591	0.0002739247	0.0000094314	0.0000357247	0.0001817001	0.0000084446	0.0003190807	0.0001901447	0.0005092254	1.2857979534	0.8733263432	0.3639100810	1.3845502858	0.1880249338	2.5230343776	1.5725752197	4.0956095972
0.6000000000	1.0133333333	0.4962499743	0.7317309902	0.3173522938	0.9678736075	1.1988581485	0.9748608976	0.8423126063	0.8541538507	0.8372582255	0.9861368717	0.9802194590	-0.0171904102	-0.0032302914	-0.0066211035	-0.0139601189	-0.0033908122	0.0002955102	0.0000104348	0.0000438390	0.0001948849	0.0000114976	0.0003497840	0.0002063825	0.0005561665	1.3871201891	0.9662416765	0.4465671732	1.4850183174	0.2560023247	2.7999290388	1.7410206420	4.5409496808
0.6000000000	1.0266666667	0.4925465729	0.7303244091	0.3157930399	0.9635466394	1.2006019079	0.9774441063	0.8417733771	0.8540185923	0.8367200196	0.9856616527	0.9797445011	-0.0178307923	-0.0033886576	-0.0072641297	-0.0144421347	-0.0038754721	0.0003179372	0.0000114830	0.0000527676	0.0002085753	0.0000150193	0.0003821877	0.0002235945	0.0006057823	1.4923919369	1.0633047532	0.5375182481	1.5893383398	0.3344149306	3.0932149382	1.9237532704	5.0169682086
0.6000000000	1.0400000000	0.4888890099	0.7289126152	0.3142531341	0.9592677793	1.2023251886	0.9799996857	0.8412339622	0.8538840842	0.8361830005	0.9851851999	0.9792699220	-0.0184718054	-0.0035461701	-0.0079061503	-0.0149256353	-0.0043599801	0.0003412076	0.0000125753	0.0000625072	0.0002227746	0.0000190094	0.0004162901	0.0002417840	0.0006580741	1.6016230210	1.1644517960	0.6367312494	1.6975369198	0.4232582721	3.4028060665	2.1207951919	5.5236012584
0.6000000000	1.0533333333	0.4852765155	0.7274960309	0.3127321855	0.9550361611	1.2040283809	0.9825281116	0.8406943704	0.8537503099	0.8356471170	0.9847075434	0.9787956821	-0.0191134402	-0.0037028481	-0.0085472245	-0.0154105921	-0.0048443764	0.0003653236	0.0000137111	0.0000730550	0.0002374863	0.0000234680	0.0004520897	0.0002609543	0.0007130441	1.7148231406	1.2696212000	0.7441770214	1.8096401741	0.5225311612	3.7286213620	2.3321713353	6.0607926973
0.6000000000	1.0666666667	0.4817083352	0.7260750611	0.3112298140	0.9508509400	1.2057118650	0.9850298486	0.8401546098	0.8536172533	0.8351123195	0.9842287121	0.9783217434	-0.0197556877	-0.0038587097	-0.0091874094	-0.0158969780	-0.0053286997	0.0003902872	0.0000148896	0.0000844085	0.0002527139	0.0000283950	0.0004895853	0.0002811089	0.0007706943	1.8320018820	1.3787534109	0.8598291738	1.9256737989	0.6322355687	4.0705844668	2.5579093676	6.6284938344
0.6000000000	1.0800000000	0.4781837300	0.7246500946	0.3097456501	0.9467112923	1.2073760109	0.9875053504	0.8396146884	0.8534848992	0.8345785603	0.9837487333	0.9778480687	-0.0203985396	-0.0040137727	-0.0098267603	-0.0163847669	-0.0058129875	0.0004161004	0.0000161104	0.0000965652	0.0002684606	0.0000337908	0.0005287760	0.0003022514	0.0008310274	1.9531687305	1.4917908124	0.9836639530	2.0456630980	0.7523764973	4.4286234959	2.7980395953	7.2266630912
0.6000000000	1.0933333333	0.4747019756	0.7232215042	0.3082793344	0.9426164144	1.2090211792	0.9899550600	0.8390746134	0.8533532327	0.8340457937	0.9832676332	0.9773746225	-0.0210419881	-0.0041680539	-0.0104653302	-0.0168739342	-0.0062972764	0.0004427653	0.0000173727	0.0001095231	0.0002847297	0.0000396557	0.0005696611	0.0003243853	0.0008940464	2.0783330812	1.6086776188	1.1156601204	2.1696330092	0.8829618599	4.8026708204	3.0525948691	7.8552656895
0.6000000000	1.1066666667	0.4712623624	0.7217896479	0.3068305175	0.9385655224	1.2106477209	0.9923794103	0.8385343918	0.8532222398	0.8335139750	0.9827854370	0.9769013701	-0.0216860257	-0.0043215694	-0.0111031708	-0.0173644564	-0.0067816014	0.0004702837	0.0000186760	0.0001232804	0.0003015243	0.0000459901	0.0006122401	0.0003475145	0.0009597545	2.2075042491	1.7293597766	1.2557988368	2.2976081294	1.0240023639	5.1926628625	3.3216104933	8.5142733558
0.6000000000	1.1200000000	0.4678641950	0.7203548690	0.3053988592	0.9345578514	1.2122559783	0.9947788239	0.8379940299	0.8530919069	0.8329830617	0.9823021683	0.9764282781	-0.0223306457	-0.0044743348	-0.0117403316	-0.0178563109	-0.0072659968	0.0004986577	0.0000200197	0.0001378354	0.0003188478	0.0000527947	0.0006565128	0.0003716425	0.0010281553	2.3406914790	1.8537848707	1.4040635525	2.4296127385	1.1755113992	5.5985399022	3.6051241376	9.2036640399
0.6000000000	1.1333333333	0.4645067920	0.7189174969	0.3039840289	0.9305926548	1.2138462849	0.9971537138	0.8374535340	0.8529622209	0.8324530125	0.9818178501	0.9759553144	-0.0229758416	-0.0046263651	-0.0123768608	-0.0183494765	-0.0077504957	0.0005278893	0.0000214033	0.0001531867	0.0003367033	0.0000600702	0.0007024792	0.0003967735	0.0010992527	2.4779039548	1.9819020378	1.5604399028	2.5656708211	1.3375049325	6.0202458953	3.9031757536	9.9234216489
0.6000000000	1.1466666667	0.4611894856	0.7174778479	0.3025857043	0.9266692039	1.2154189658	0.9995044838	0.8369129097	0.8528331694	0.8319237874	0.9813325041	0.9754824475	-0.0236216074	-0.0047776746	-0.0130128046	-0.0188439328	-0.0082351300	0.0005579803	0.0000228262	0.0001693331	0.0003550938	0.0000678174	0.0007501396	0.0004229112	0.0011730508	2.6191508076	2.1136618842	1.7249156088	2.7058060887	1.5100014048	6.4577283006	4.2158074935	10.6735357941
0.6000000000	1.1600000000	0.4579116212	0.7160362252	0.3012035721	0.9227867873	1.2169743380	1.0018315283	0.8363721625	0.8527047402	0.8313953482	0.9808461512	0.9750096475	-0.0242679375	-0.0049282772	-0.0136482079	-0.0193396603	-0.0087199308	0.0005889328	0.0000242879	0.0001862736	0.0003740225	0.0000760372	0.0007994943	0.0004500597	0.0012495539	2.7644411241	2.2490164096	1.8974803834	2.8500419987	1.6930216342	6.9109379172	4.5430636329	11.4540015501
0.6000000000	1.1733333333	0.4546725577	0.7145929198	0.2998373271	0.9189447104	1.2185127104	1.0041352329	0.8358312974	0.8525769218	0.8308676577	0.9803588111	0.9745368851	-0.0249148266	-0.0050781860	-0.0142831140	-0.0198366406	-0.0092049281	0.0006207486	0.0000257880	0.0002040073	0.0003934923	0.0000847307	0.0008505439	0.0004782230	0.0013287669	2.9137839541	2.3879189353	2.0781258415	2.9984017737	1.8865887218	7.3798287308	4.8849904955	12.2648192264
0.6000000000	1.1866666667	0.4514716662	0.7131482111	0.2984866719	0.9151422946	1.2200343845	1.0064159745	0.8352903192	0.8524497031	0.8303406802	0.9798705028	0.9740641321	-0.0255622698	-0.0052274138	-0.0149175649	-0.0203348560	-0.0096901510	0.0006534296	0.0000273259	0.0002225337	0.0004135064	0.0000938990	0.0009032892	0.0005074054	0.0014106946	3.0671883172	2.5303240364	2.2668454144	3.1509084195	2.0907279623	7.8643577680	5.2416363818	13.1059941498
0.6000000000	1.2000000000	0.4483083306	0.7117023668	0.2971513170	0.9113788776	1.2215396543	1.0086741218	0.8347492323	0.8523230733	0.8298143812	0.9793812446	0.9735913614	-0.0262102628	-0.0053759730	-0.0155516008	-0.0208342898	-0.0101756278	0.0006869779	0.0000289011	0.0002418523	0.0004340676	0.0001035434	0.0009577313	0.0005376110	0.0014953423	3.2246632100	2.6761874791	2.4636342691	3.3075847412	2.3054667581	8.3644849581	5.6130514993	13.9775364574
0.6000000000	1.2133333333	0.4451819470	0.7102556439	0.2958309804	0.9076538118	1.2230288067	1.0109100351	0.8342080408	0.8521970221	0.8292887274	0.9788910536	0.9731185465	-0.0268588013	-0.0055238753	-0.0161852611	-0.0213349260	-0.0106613858	0.0007213952	0.0000305132	0.0002619627	0.0004551791	0.0001136651	0.0010138711	0.0005688442	0.0015827153	3.3862176116	2.8254661611	2.6684892306	3.4684533595	2.5308345367	8.8801730033	5.9992878963	14.8794608996
0.6000000000	1.2266666667	0.4420919234	0.7088082890	0.2945253871	0.9039664650	1.2245021216	1.0131240670	0.8336667486	0.8520715395	0.8287636866	0.9783999465	0.9726456620	-0.0275078815	-0.0056711321	-0.0168185835	-0.0218367493	-0.0111474513	0.0007566835	0.0000321617	0.0002828647	0.0004768436	0.0001242657	0.0010717100	0.0006011093	0.0016728193	3.5518604902	2.9781180560	2.8814087085	3.6335367256	2.7668626718	9.4113872547	6.4003993974	15.8117866520
0.6000000000	1.2400000000	0.4390376793	0.7073605386	0.2932342692	0.9003162191	1.2259598721	1.0153165623	0.8331253593	0.8519466159	0.8282392277	0.9779079390	0.9721726834	-0.0281574997	-0.0058177544	-0.0174516045	-0.0223397453	-0.0116338501	0.0007928448	0.0000338463	0.0003045585	0.0004990642	0.0001353465	0.0011312496	0.0006344107	0.0017656602	3.7216008073	3.1341021608	3.1023926269	3.8028571348	3.0135844070	9.9580955950	6.8164415418	16.7745371369
0.6000000000	1.2533333333	0.4360186458	0.7059126194	0.2919573656	0.8967024702	1.2274023251	1.0174878583	0.8325838764	0.8518222422	0.8277153209	0.9774150464	0.9716995869	-0.0288076528	-0.0059637528	-0.0180843596	-0.0228439000	-0.0121206068	0.0008298809	0.0000355663	0.0003270441	0.0005218438	0.0001469091	0.0011924913	0.0006687529	0.0018612441	3.8954475239	3.2933784469	3.3314423573	3.9764367400	3.2710347838	10.5202683281	7.2474715238	17.7677398519
0.6000000000	1.2666666667	0.4330342652	0.7044647491	0.2906944217	0.8931246277	1.2288297407	1.0196382852	0.8320423028	0.8516984094	0.8271919372	0.9769212829	0.9712263497	-0.0294583377	-0.0061091373	-0.0187168829	-0.0233492004	-0.0126077456	0.0008677937	0.0000373216	0.0003503217	0.0005451852	0.0001589552	0.0012554369	0.0007041404	0.0019595773	4.0734096042	3.4559078136	3.5685606553	4.1542975641	3.5392505707	11.0978780731	7.6935481348	18.7914262080
0.6000000000	1.2800000000	0.4300839904	0.7030171361	0.2894451891	0.8895821146	1.2302423732	1.0217681657	0.8315006416	0.8515751090	0.8266690487	0.9764266626	0.9707529494	-0.0301095517	-0.0062539179	-0.0193492076	-0.0238556338	-0.0130952897	0.0009065851	0.0000391115	0.0003743918	0.0005690913	0.0001714866	0.0013200884	0.0007405779	0.0020606663	4.2554960205	3.6216520447	3.8137515996	4.3364615113	3.8182701972	11.6908996649	8.1547317085	19.8456313733
0.6000000000	1.2933333333	0.4271672854	0.7015699807	0.2882094256	0.8860743665	1.2316404710	1.0238778162	0.8309588955	0.8514523326	0.8261466284	0.9759311985	0.9702793648	-0.0307612923	-0.0063981039	-0.0199813655	-0.0243631884	-0.0135832616	0.0009462571	0.0000409357	0.0003992550	0.0005935649	0.0001845050	0.0013864478	0.0007780699	0.0021645177	4.4417157569	3.7905737679	4.0670205338	4.5229503784	4.1081336883	12.2993100586	8.6310840667	20.9303941252
0.6000000000	1.3066666667	0.4242836242	0.7001234745	0.2869868950	0.8826008314	1.2330242764	1.0259675458	0.8304170668	0.8513300723	0.8256246504	0.9754349034	0.9698055751	-0.0314135572	-0.0065417045	-0.0206133878	-0.0248718527	-0.0140716832	0.0009868116	0.0000427939	0.0004249118	0.0006186091	0.0001980123	0.0014545172	0.0008166213	0.0022711386	4.6320778128	3.9626364156	4.3283740118	4.7137858647	4.4088826034	12.9230882402	9.1226684682	22.0457567084
0.6000000000	1.3200000000	0.4214324914	0.6986778014	0.2857773668	0.8791609696	1.2343940264	1.0280376576	0.8298751581	0.8512083203	0.8251030894	0.9749377893	0.9693315605	-0.0320663444	-0.0066847286	-0.0212453041	-0.0253816158	-0.0145605756	0.0010282504	0.0000446856	0.0004513629	0.0006442264	0.0002120104	0.0015242990	0.0008562368	0.0023805358	4.8265912069	4.1378041893	4.5978197441	4.9089895822	4.7205599766	13.5622151403	9.6295495588	23.1917646991
0.6000000000	1.3333333333	0.4186133812	0.6972331377	0.2845806161	0.8757542532	1.2357499524	1.0300884480	0.8293331713	0.8510870692	0.8245819213	0.9744398679	0.9688573016	-0.0327196521	-0.0068271846	-0.0218771437	-0.0258924676	-0.0150499591	0.0010705756	0.0000466104	0.0004786094	0.0006704199	0.0002265013	0.0015957955	0.0008969211	0.0024927166	5.0252649797	4.3160420251	4.8753665482	5.1085830638	5.0432102591	14.2166735530	10.1517933229	24.3684668759
