0 0 1.0000000000000000e+00 0.0000000000000000e+00
0 1 5.0737500000000002e-01 2.5159609247760581e-03
0 2 3.5698750000000001e-01 3.6402202843715376e-03
0 3 2.9893750000000002e-01 4.3035151874659386e-03
0 4 2.7927500000000000e-01 4.7344648456821396e-03
0 5 2.9893750000000002e-01 4.3035151874659386e-03
0 6 3.5698750000000001e-01 3.6402202843715376e-03
0 7 5.0737500000000002e-01 2.5159609247760581e-03
1 0 1.0000000000000000e+00 0.0000000000000000e+00
1 1 5.0633750000000000e-01 2.5390571023019559e-03
1 2 3.5641250000000002e-01 3.6335409339582230e-03
1 3 2.9813750000000000e-01 4.3307577245500590e-03
1 4 2.8005000000000002e-01 4.7354737883341718e-03
1 5 2.9813750000000000e-01 4.3307577245500590e-03
1 6 3.5641250000000002e-01 3.6335409339582230e-03
1 7 5.0633750000000000e-01 2.5390571023019559e-03
2 0 1.0000000000000000e+00 0.0000000000000000e+00
2 1 5.0637500000000002e-01 2.5217795056269288e-03
2 2 3.6078749999999998e-01 3.6115363377308002e-03
2 3 3.0320000000000003e-01 4.2821083592081135e-03
2 4 2.8820000000000001e-01 4.6672089625385323e-03
2 5 3.0320000000000003e-01 4.2821083592081135e-03
2 6 3.6078749999999998e-01 3.6115363377308002e-03
2 7 5.0637500000000002e-01 2.5217795056269288e-03
4 0 9.9990493749999998e-01 1.6047642664748682e-04
4 1 5.0727993750000000e-01 2.5236610641130486e-03
4 2 3.5689243749999999e-01 3.6463857845959909e-03
4 3 2.9884243750000000e-01 4.3082470769171353e-03
4 4 2.7917993749999997e-01 4.7392471355942982e-03
4 5 2.9884243750000000e-01 4.3082470769171353e-03
4 6 3.5689243749999999e-01 3.6463857845959909e-03
4 7 5.0727993750000000e-01 2.5236610641130486e-03
5 0 9.9990493749999998e-01 1.6047642664748682e-04
5 1 5.0624243749999998e-01 2.5456287057142586e-03
5 2 3.5631743750000000e-01 3.6397694842601057e-03
5 3 2.9804243749999998e-01 4.3358756410592043e-03
5 4 2.7995493750000000e-01 4.7396381566805991e-03
5 5 2.9804243749999998e-01 4.3358756410592043e-03
5 6 3.5631743750000000e-01 3.6397694842601057e-03
5 7 5.0624243749999998e-01 2.5456287057142586e-03
6 0 9.9990493749999998e-01 1.6047642664748682e-04
6 1 5.0627993750000000e-01 2.5281884661089164e-03
6 2 3.6069243749999996e-01 3.6178389706500026e-03
6 3 3.0310493750000000e-01 4.2868150650456696e-03
6 4 2.8810493749999999e-01 4.6711203715392282e-03
6 5 3.0310493750000000e-01 4.2868150650456696e-03
6 6 3.6069243749999996e-01 3.6178389706500026e-03
6 7 5.0627993750000000e-01 2.5281884661089164e-03
