# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
251 7 -4 2.9217812500000001e-01 1.5194415915065638e-03 2.9217592568782808e-01 1.5199187887772979e-03
252 7 -3 2.9226835937500001e-01 1.5231896590817474e-03 2.9226616006282807e-01 1.5236420776660836e-03
253 7 -2 2.8873906249999998e-01 1.5427202846624484e-03 2.8873686318782804e-01 1.5431690463910506e-03
254 7 -1 2.8185039062500000e-01 1.5825291829773549e-03 2.8184819131282807e-01 1.5829463429023027e-03
255 7 0 2.7369609374999998e-01 1.6323129364187198e-03 2.7369389443782804e-01 1.6327037977751026e-03
256 8 -31 2.5020703124999999e-01 1.7887091929901303e-03 2.5020483193782805e-01 1.7890809192867580e-03
257 8 -30 2.4272695312500001e-01 1.8446447562384849e-03 2.4272475381282807e-01 1.8450174545661517e-03
258 8 -29 2.3523242187499999e-01 1.8994016487182714e-03 2.3523022256282805e-01 1.8997532587735882e-03
259 8 -28 2.2836953125000001e-01 1.9509541065130709e-03 2.2836733193782807e-01 1.9512837522836033e-03
260 8 -27 2.2222617187499999e-01 1.9985922543456053e-03 2.2222397256282805e-01 1.9989062872543635e-03
261 8 -26 2.1684414062499999e-01 2.0408719124008099e-03 2.1684194131282805e-01 2.0411980406940481e-03
262 8 -25 2.1243476562499999e-01 2.0762351093931842e-03 2.1243256631282806e-01 2.0765850278854263e-03
263 8 -24 2.0888710937499999e-01 2.1036883633773684e-03 2.0888491006282806e-01 2.1040251368604984e-03
264 8 -23 2.0634218750000000e-01 2.1229392736071911e-03 2.0633998818782806e-01 2.1232953972391195e-03
265 8 -22 2.0429765624999999e-01 2.1360498267230690e-03 2.0429545693782805e-01 2.1363997131709951e-03
266 8 -21 2.0330117187499999e-01 2.1441830268533217e-03 2.0329897256282806e-01 2.1445397811454252e-03
267 8 -20 2.0332617187499999e-01 2.1419007260659061e-03 2.0332397256282805e-01 2.1422720250757451e-03
268 8 -19 2.0375898437500001e-01 2.1400358302993924e-03 2.0375678506282807e-01 2.1404177181743892e-03
269 8 -18 2.0477265624999999e-01 2.1284324604526443e-03 2.0477045693782805e-01 2.1288279039112577e-03
270 8 -17 2.0680429687499999e-01 2.1137082677077160e-03 2.0680209756282805e-01 2.1141025510609574e-03
271 8 -16 2.0979609375000000e-01 2.0934921494531042e-03 2.0979389443782806e-01 2.0938832553169867e-03
272 8 -15 2.1293554687499999e-01 2.0672261294953048e-03 2.1293334756282806e-01 2.0676123323848531e-03
273 8 -14 2.1757187500000000e-01 2.0344095909597612e-03 2.1756967568782806e-01 2.0348125574452744e-03
274 8 -13 2.2277929687500000e-01 1.9950655940274356e-03 2.2277709756282807e-01 1.9954742548759048e-03
275 8 -12 2.2851367187499999e-01 1.9516162921953387e-03 2.2851147256282806e-01 1.9520313956656093e-03
276 8 -11 2.3481132812500000e-01 1.9013779404348935e-03 2.3480912881282806e-01 1.9018451028809101e-03
277 8 -10 2.4181289062500000e-01 1.8483195753630614e-03 2.4181069131282806e-01 1.8487769747556483e-03
278 8 -9 2.4884648437500001e-01 1.7933862607531536e-03 2.4884428506282807e-01 1.7938449882071896e-03
279 8 -8 2.5664843749999999e-01 1.7403505923595315e-03 2.5664623818782806e-01 1.7407974058089041e-03
280 8 -7 2.6381953125000002e-01 1.6916959783430617e-03 2.6381733193782808e-01 1.6921414430106938e-03
281 8 -6 2.6969296874999998e-01 1.6547193537235860e-03 2.6969076943782805e-01 1.6551746059040248e-03
282 8 -5 2.7366289062499999e-01 1.6280712838230859e-03 2.7366069131282805e-01 1.6285218175249431e-03
283 8 -4 2.7518984375000000e-01 1.6195350931386807e-03 2.7518764443782806e-01 1.6199834222979416e-03
284 8 -3 2.7380664062499999e-01 1.6294462767105623e-03 2.7380444131282805e-01 1.6298916554946894e-03
285 8 -2 2.7018398437500002e-01 1.6545971159758735e-03 2.7018178506282808e-01 1.6550130734978349e-03
286 8 -1 2.6439531249999998e-01 1.6889903633560989e-03 2.6439311318782804e-01 1.6893773662788971e-03
287 8 0 2.5754687500000001e-01 1.7353030034180990e-03 2.5754467568782807e-01 1.7356725930407291e-03
288 9 -31 2.3854531250000000e-01 1.8777354030577590e-03 2.3854311318782806e-01 1.8780979529831241e-03
289 9 -30 2.3264648437499999e-01 1.9240417845148169e-03 2.3264428506282805e-01 1.9243970867162373e-03
290 9 -29 2.2726562500000000e-01 1.9695888125017443e-03 2.2726342568782806e-01 1.9699428676278204e-03
291 9 -28 2.2147812500000000e-01 2.0130553195892467e-03 2.2147592568782806e-01 2.0133952082544647e-03
292 9 -27 2.1666484375000000e-01 2.0512840371608317e-03 2.1666264443782807e-01 2.0516103366462479e-03
293 9 -26 2.1276015625000000e-01 2.0826712066285050e-03 2.1275795693782806e-01 2.0829893593885302e-03
294 9 -25 2.0920703125000001e-01 2.1041914576313278e-03 2.0920483193782807e-01 2.1045264688905161e-03
295 9 -24 2.0669531250000001e-01 2.1215423112831036e-03 2.0669311318782807e-01 2.1218876661367805e-03
296 9 -23 2.0487851562500001e-01 2.1358662707546185e-03 2.0487631631282807e-01 2.1362271732805450e-03
297 9 -22 2.0320937500000000e-01 2.1404204586356612e-03 2.0320717568782806e-01 2.1407794867694618e-03
298 9 -21 2.0280234375000000e-01 2.1434575726292371e-03 2.0280014443782807e-01 2.1438302251684136e-03
299 9 -20 2.0290195312500001e-01 2.1442641424864839e-03 2.0289975381282807e-01 2.1446525451938019e-03
300 9 -19 2.0328554687500000e-01 2.1388720335809119e-03 2.0328334756282807e-01 2.1392698288805229e-03
301 9 -18 2.0477343749999999e-01 2.1299017583550988e-03 2.0477123818782805e-01 2.1303030016831858e-03
302 9 -17 2.0719765625000000e-01 2.1154329190493275e-03 2.0719545693782807e-01 2.1158303382136112e-03
303 9 -16 2.0955195312500000e-01 2.0985109001169246e-03 2.0954975381282806e-01 2.0988950153792555e-03
304 9 -15 2.1322500000000000e-01 2.0763763909735122e-03 2.1322280068782806e-01 2.0767648886550706e-03
305 9 -14 2.1744062500000000e-01 2.0480952800998268e-03 2.1743842568782806e-01 2.0484956249927516e-03
306 9 -13 2.2213046875000000e-01 2.0127949498627206e-03 2.2212826943782807e-01 2.0131942331871478e-03
307 9 -12 2.2687968750000001e-01 1.9721768471304547e-03 2.2687748818782807e-01 1.9726012601209574e-03
308 9 -11 2.3215117187500001e-01 1.9275239316134960e-03 2.3214897256282807e-01 1.9279548003920341e-03
309 9 -10 2.3791953125000001e-01 1.8822482886314844e-03 2.3791733193782807e-01 1.8826735262251228e-03
310 9 -9 2.4362500000000001e-01 1.8356228852771271e-03 2.4362280068782807e-01 1.8360586493188177e-03
311 9 -8 2.4943554687500000e-01 1.7908515804397225e-03 2.4943334756282806e-01 1.7912745184458893e-03
312 9 -7 2.5446367187500002e-01 1.7554115272464242e-03 2.5446147256282808e-01 1.7558443812781736e-03
313 9 -6 2.5831289062500001e-01 1.7293896053137252e-03 2.5831069131282808e-01 1.7298115104020198e-03
314 9 -5 2.6022812499999998e-01 1.7138262132032236e-03 2.6022592568782804e-01 1.7142405746378292e-03
315 9 -4 2.6045546874999997e-01 1.7132787618077865e-03 2.6045326943782804e-01 1.7136866135495563e-03
316 9 -3 2.5851171875000001e-01 1.7279462599521763e-03 2.5850951943782807e-01 1.7283665865156161e-03
317 9 -2 2.5502304687499999e-01 1.7541838245998254e-03 2.5502084756282806e-01 1.7545817563597618e-03
318 9 -1 2.5019765625000001e-01 1.7880670844172665e-03 2.5019545693782808e-01 1.7884336801995558e-03
319 9 0 2.4451406249999999e-01 1.8326430967241557e-03 2.4451186318782805e-01 1.8330030829272459e-03
320 10 -31 2.2935703125000001e-01 1.9556011658466658e-03 2.2935483193782807e-01 1.9559525258513776e-03
321 10 -30 2.2481523437500001e-01 1.9955640131184694e-03 2.2481303506282807e-01 1.9959058970322571e-03
322 10 -29 2.2051992187500000e-01 2.0347774361001453e-03 2.2051772256282806e-01 2.0351389280795643e-03
323 10 -28 2.1620234375000000e-01 2.0662467577715555e-03 2.1620014443782806e-01 2.0665948834065651e-03
324 10 -27 2.1255312500000001e-01 2.0942806052241347e-03 2.1255092568782807e-01 2.0946230404852652e-03
325 10 -26 2.0975976562500001e-01 2.1100248556797387e-03 2.0975756631282808e-01 2.1103624087531691e-03
326 10 -25 2.0713203124999999e-01 2.1262115738273192e-03 2.0712983193782805e-01 2.1265540330240762e-03
327 10 -24 2.0509335937500001e-01 2.1357306704757771e-03 2.0509116006282807e-01 2.1360726567580209e-03
328 10 -23 2.0373437500000000e-01 2.1431107488043230e-03 2.0373217568782806e-01 2.1434520847945803e-03
329 10 -22 2.0292460937500001e-01 2.1460619211178065e-03 2.0292241006282807e-01 2.1464276455531420e-03
330 10 -21 2.0258828125000000e-01 2.1437484772310325e-03 2.0258608193782807e-01 2.1441317615918374e-03
331 10 -20 2.0268398437499999e-01 2.1417617710360460e-03 2.0268178506282805e-01 2.1421534893033352e-03
332 10 -19 2.0347148437500001e-01 2.1353148353987061e-03 2.0346928506282808e-01 2.1356888708043012e-03
333 10 -18 2.0507304687500000e-01 2.1294566369640705e-03 2.0507084756282806e-01 2.1298491590041936e-03
334 10 -17 2.0724687500000000e-01 2.1193642785780125e-03 2.0724467568782806e-01 2.1197566124611391e-03
335 10 -16 2.0982382812500000e-01 2.1066812291792845e-03 2.0982162881282806e-01 2.1070597898083685e-03
336 10 -15 2.1279179687499999e-01 2.0908102174959182e-03 2.1278959756282806e-01 2.0911862177429782e-03
337 10 -14 2.1661914062500001e-01 2.0673748799557010e-03 2.1661694131282808e-01 2.0677684785534826e-03
338 10 -13 2.2062343749999999e-01 2.0353301808474123e-03 2.2062123818782806e-01 2.0357290214814837e-03
339 10 -12 2.2493476562500000e-01 1.9965800460677342e-03 2.2493256631282807e-01 1.9969966571450623e-03
340 10 -11 2.2933437500000001e-01 1.9590880330875179e-03 2.2933217568782807e-01 1.9595219151325701e-03
341 10 -10 2.3366250000000000e-01 1.9223323937423650e-03 2.3366030068782806e-01 1.9227451082689689e-03
342 10 -9 2.3820937500000000e-01 1.8827938039787527e-03 2.3820717568782807e-01 1.8832121519046319e-03
343 10 -8 2.4222226562499999e-01 1.8449091053269633e-03 2.4222006631282805e-01 1.8453158339938255e-03
344 10 -7 2.4579960937500001e-01 1.8170171309415692e-03 2.4579741006282807e-01 1.8174106678370448e-03
345 10 -6 2.4796953125000001e-01 1.7981020809978961e-03 2.4796733193782808e-01 1.7984944993336884e-03
346 10 -5 2.4868632812499999e-01 1.7899626736760986e-03 2.4868412881282806e-01 1.7903458015530119e-03
347 10 -4 2.4797265625000001e-01 1.8002076936213054e-03 2.4797045693782807e-01 1.8005992772517009e-03
348 10 -3 2.4594570312500000e-01 1.8174982703577176e-03 2.4594350381282806e-01 1.8178805251836134e-03
349 10 -2 2.4254101562499999e-01 1.8451000212356095e-03 2.4253881631282806e-01 1.8454535977347659e-03
350 10 -1 2.3829882812500000e-01 1.8775734617081481e-03 2.3829662881282807e-01 1.8779261149612231e-03
351 10 0 2.3377695312499999e-01 1.9154988473855388e-03 2.3377475381282806e-01 1.9158442287714671e-03
352 11 -31 2.2210351562500000e-01 2.0265382844747277e-03 2.2210131631282806e-01 2.0268989201947863e-03
353 11 -30 2.1873281250000001e-01 2.0584454185767873e-03 2.1873061318782808e-01 2.0588154029194641e-03
354 11 -29 2.1555703125000000e-01 2.0876268386188605e-03 2.1555483193782807e-01 2.0879938185861206e-03
355 11 -28 2.1236406250000001e-01 2.1085463610250065e-03 2.1236186318782807e-01 2.1088988263792672e-03
356 11 -27 2.0987968750000000e-01 2.1221735091825483e-03 2.0987748818782806e-01 2.1225350898646262e-03
357 11 -26 2.0757851562499999e-01 2.1338086730327398e-03 2.0757631631282805e-01 2.1341572950409702e-03
358 11 -25 2.0586328125000000e-01 2.1385747334530920e-03 2.0586108193782807e-01 2.1389203379195702e-03
359 11 -24 2.0439609375000001e-01 2.1416397838586562e-03 2.0439389443782807e-01 2.1419856589159117e-03
360 11 -23 2.0329218750000000e-01 2.1461088829895104e-03 2.0328998818782806e-01 2.1464682974148643e-03
361 11 -22 2.0279882812500000e-01 2.1449015389810363e-03 2.0279662881282806e-01 2.1452873912479534e-03
362 11 -21 2.0275000000000001e-01 2.1433169746466790e-03 2.0274780068782808e-01 2.1436985252119654e-03
363 11 -20 2.0307812500000000e-01 2.1384431084839868e-03 2.0307592568782806e-01 2.1388130753211931e-03
364 11 -19 2.0397460937500000e-01 2.1365077141520519e-03 2.0397241006282807e-01 2.1368832377387146e-03
365 11 -18 2.0540078125000000e-01 2.1344692144830021e-03 2.0539858193782806e-01 2.1348465973246500e-03
366 11 -17 2.0741484374999999e-01 2.1276968169962923e-03 2.0741264443782806e-01 2.1280715172277299e-03
367 11 -16 2.0964570312500000e-01 2.1217276250963613e-03 2.0964350381282806e-01 2.1220949583808154e-03
368 11 -15 2.1238398437500000e-01 2.1108294240432166e-03 2.1238178506282807e-01 2.1111828185529070e-03
369 11 -14 2.1555781250000000e-01 2.0900849686138101e-03 2.1555561318782807e-01 2.0904442306288805e-03
370 11 -13 2.1907773437500000e-01 2.0645831915589051e-03 2.1907553506282806e-01 2.0649625340787587e-03
371 11 -12 2.2242382812500000e-01 2.0298891774825339e-03 2.2242162881282806e-01 2.0302913785440703e-03
372 11 -11 2.2579023437500001e-01 1.9956743438995263e-03 2.2578803506282807e-01 1.9960877944354923e-03
373 11 -10 2.2916562500000001e-01 1.9633334431482532e-03 2.2916342568782808e-01 1.9637343360766075e-03
374 11 -9 2.3253945312499999e-01 1.9278992433575083e-03 2.3253725381282805e-01 1.9283026367066063e-03
375 11 -8 2.3539882812499999e-01 1.8998996923330254e-03 2.3539662881282805e-01 1.9002954810974026e-03
376 11 -7 2.3769843750000000e-01 1.8791454578108977e-03 2.3769623818782806e-01 1.8795265884844008e-03
377 11 -6 2.3834374999999999e-01 1.8663785937413078e-03 2.3834155068782806e-01 1.8667533458325966e-03
378 11 -5 2.3821914062499999e-01 1.8688233416665656e-03 2.3821694131282806e-01 1.8691768673776705e-03
379 11 -4 2.3721679687500000e-01 1.8803051752597940e-03 2.3721459756282806e-01 1.8806729299665570e-03
380 11 -3 2.3544218750000001e-01 1.8983270454621889e-03 2.3543998818782808e-01 1.8986920745519096e-03
381 11 -2 2.3265976562499999e-01 1.9246283199378048e-03 2.3265756631282805e-01 1.9249920858370184e-03
382 11 -1 2.2920429687499999e-01 1.9562874078790041e-03 2.2920209756282806e-01 1.9566321269243511e-03
383 11 0 2.2587812500000001e-01 1.9898127332437354e-03 2.2587592568782808e-01 1.9901486425688807e-03
384 12 -31 2.1687656250000001e-01 2.0891757050829842e-03 2.1687436318782807e-01 2.0895450663003922e-03
385 12 -30 2.1451406249999999e-01 2.1145659062615733e-03 2.1451186318782806e-01 2.1149427280699696e-03
386 12 -29 2.1192109375000001e-01 2.1327035360071871e-03 2.1191889443782808e-01 2.1330647691897441e-03
387 12 -28 2.0957460937500000e-01 2.1434983598059040e-03 2.0957241006282806e-01 2.1438437404382726e-03
388 12 -27 2.0783476562500000e-01 2.1469047044625281e-03 2.0783256631282807e-01 2.1472491959411920e-03
389 12 -26 2.0630820312500001e-01 2.1510480013837911e-03 2.0630600381282807e-01 2.1513836470719800e-03
390 12 -25 2.0510468749999999e-01 2.1481021591130923e-03 2.0510248818782806e-01 2.1484576412760491e-03
391 12 -24 2.0392109375000000e-01 2.1464036060071206e-03 2.0391889443782807e-01 2.1467622668148866e-03
392 12 -23 2.0317304687500001e-01 2.1467394385783819e-03 2.0317084756282808e-01 2.1471273786203568e-03
393 12 -22 2.0320351562500000e-01 2.1430465375018816e-03 2.0320131631282806e-01 2.1434261665648933e-03
394 12 -21 2.0341210937500001e-01 2.1409854059590556e-03 2.0340991006282808e-01 2.1413506320563385e-03
395 12 -20 2.0389257812500000e-01 2.1384067999790533e-03 2.0389037881282807e-01 2.1387858215348304e-03
396 12 -19 2.0481562500000000e-01 2.1403130775249257e-03 2.0481342568782807e-01 2.1406877416962895e-03
397 12 -18 2.0608710937499999e-01 2.1439545135761556e-03 2.0608491006282806e-01 2.1443194735834854e-03
398 12 -17 2.0773242187499999e-01 2.1417124432472107e-03 2.0773022256282805e-01 2.1420653040482088e-03
399 12 -16 2.0950820312499999e-01 2.1409352026287155e-03 2.0950600381282805e-01 2.1412839475829252e-03
400 12 -15 2.1181601562499999e-01 2.1337428288004620e-03 2.1181381631282806e-01 2.1340779961545229e-03
401 12 -14 2.1447070312500000e-01 2.1173786885214600e-03 2.1446850381282806e-01 2.1177337787046720e-03
402 12 -13 2.1712226562500000e-01 2.0942340935199448e-03 2.1712006631282807e-01 2.0945954821122510e-03
403 12 -12 2.1970312500000000e-01 2.0614458065824968e-03 2.1970092568782806e-01 2.0618363171159321e-03
404 12 -11 2.2214414062499999e-01 2.0323917737498907e-03 2.2214194131282805e-01 2.0327906746683590e-03
405 12 -10 2.2473984375000000e-01 2.0012775477632164e-03 2.2473764443782807e-01 2.0016722884202091e-03
406 12 -9 2.2714960937500001e-01 1.9732974321171087e-03 2.2714741006282807e-01 1.9736692186234413e-03
407 12 -8 2.2917539062500000e-01 1.9513242764516376e-03 2.2917319131282807e-01 1.9516989517721480e-03
408 12 -7 2.3005234375000000e-01 1.9342369654752336e-03 2.3005014443782806e-01 1.9345840078523952e-03
409 12 -6 2.3011562499999999e-01 1.9304651250724770e-03 2.3011342568782805e-01 1.9308031258919020e-03
410 12 -5 2.2966484374999999e-01 1.9356246619554669e-03 2.2966264443782805e-01 1.9359744793743631e-03
411 12 -4 2.2846992187500001e-01 1.9458883368632445e-03 2.2846772256282807e-01 1.9462385039251233e-03
412 12 -3 2.2683359375000001e-01 1.9650277093151802e-03 2.2683139443782807e-01 1.9653884279289156e-03
413 12 -2 2.2461953125000000e-01 1.9979065403277194e-03 2.2461733193782807e-01 1.9982734221328266e-03
414 12 -1 2.2200429687500001e-01 2.0259573642014013e-03 2.2200209756282807e-01 2.0263010779784036e-03
415 12 0 2.1943632812500000e-01 2.0598189359589199e-03 2.1943412881282806e-01 2.0601643791033912e-03
416 13 -31 2.1309960937500000e-01 2.1421435997357966e-03 2.1309741006282806e-01 2.1425049929221862e-03
417 13 -30 2.1112695312499999e-01 2.1582669135617057e-03 2.1112475381282805e-01 2.1586413298782278e-03
418 13 -29 2.0949414062499999e-01 2.1662602959160921e-03 2.0949194131282806e-01 2.1666321759403902e-03
419 13 -28 2.0776601562499999e-01 2.1641677399916758e-03 2.0776381631282806e-01 2.1645168477849321e-03
420 13 -27 2.0685078125000000e-01 2.1612989552042749e-03 2.0684858193782807e-01 2.1616406552417448e-03
421 13 -26 2.0593906249999999e-01 2.1534888145664679e-03 2.0593686318782806e-01 2.1538279974366746e-03
422 13 -25 2.0530273437499999e-01 2.1475664760439222e-03 2.0530053506282805e-01 2.1479272302687390e-03
423 13 -24 2.0415703125000001e-01 2.1460199460456284e-03 2.0415483193782807e-01 2.1463947891732621e-03
424 13 -23 2.0407968750000000e-01 2.1406379264550402e-03 2.0407748818782806e-01 2.1410055370964160e-03
425 13 -22 2.0438398437499999e-01 2.1382511439432426e-03 2.0438178506282806e-01 2.1386183630886157e-03
426 13 -21 2.0470625000000001e-01 2.1400230595282144e-03 2.0470405068782807e-01 2.1403757649858684e-03
427 13 -20 2.0504648437500000e-01 2.1442670226531645e-03 2.0504428506282807e-01 2.1446215857901657e-03
428 13 -19 2.0578164062500001e-01 2.1491919712150268e-03 2.0577944131282808e-01 2.1495448557581225e-03
429 13 -18 2.0655429687499999e-01 2.1542563217192513e-03 2.0655209756282805e-01 2.1546294326058196e-03
430 13 -17 2.0781992187500001e-01 2.1627448804876549e-03 2.0781772256282807e-01 2.1630970564166193e-03
431 13 -16 2.0961953124999999e-01 2.1649840663966712e-03 2.0961733193782806e-01 2.1653204021679731e-03
432 13 -15 2.1126953125000000e-01 2.1586805449745144e-03 2.1126733193782807e-01 2.1590186567901071e-03
433 13 -14 2.1323710937500001e-01 2.1458512602434161e-03 2.1323491006282808e-01 2.1461963702420058e-03
434 13 -13 2.1502265625000000e-01 2.1215647146193470e-03 2.1502045693782806e-01 2.1219343474400882e-03
435 13 -12 2.1706875000000000e-01 2.0923030053534163e-03 2.1706655068782807e-01 2.0926892279810373e-03
436 13 -11 2.1859648437500001e-01 2.0632322754232063e-03 2.1859428506282808e-01 2.0636116625118899e-03
437 13 -10 2.2042812500000000e-01 2.0367285058022966e-03 2.2042592568782807e-01 2.0371034653301409e-03
438 13 -9 2.2219296875000000e-01 2.0130111648090769e-03 2.2219076943782806e-01 2.0133552724683440e-03
439 13 -8 2.2340585937499999e-01 1.9953823472344001e-03 2.2340366006282805e-01 1.9957351391263027e-03
440 13 -7 2.2355468749999999e-01 1.9820485331947485e-03 2.2355248818782805e-01 1.9823972519313884e-03
441 13 -6 2.2335312500000001e-01 1.9818143594376942e-03 2.2335092568782808e-01 1.9821422232381503e-03
442 13 -5 2.2283945312500000e-01 1.9903883958090353e-03 2.2283725381282807e-01 1.9907383590595487e-03
443 13 -4 2.2179843750000000e-01 2.0062942550731319e-03 2.2179623818782807e-01 2.0066472459739915e-03
444 13 -3 2.2042578125000001e-01 2.0300153094686864e-03 2.2042358193782807e-01 2.0303868785506041e-03
445 13 -2 2.1866679687500001e-01 2.0576464132765135e-03 2.1866459756282808e-01 2.0579991106473893e-03
446 13 -1 2.1659375000000000e-01 2.0881395270839335e-03 2.1659155068782807e-01 2.0884839580167917e-03
447 13 0 2.1510156250000001e-01 2.1193375282946062e-03 2.1509936318782807e-01 2.1197007840146310e-03
448 14 -31 2.1038046874999999e-01 2.1841528050970207e-03 2.1037826943782806e-01 2.1844902069924400e-03
449 14 -30 2.0936406250000000e-01 2.1874455043993202e-03 2.0936186318782807e-01 2.1878008547310170e-03
450 14 -29 2.0824960937500001e-01 2.1807740551742331e-03 2.0824741006282807e-01 2.1811281580850178e-03
451 14 -28 2.0759062500000000e-01 2.1737302713263364e-03 2.0758842568782807e-01 2.1740675884377959e-03
452 14 -27 2.0696249999999999e-01 2.1582839316885895e-03 2.0696030068782806e-01 2.1586241529122840e-03
453 14 -26 2.0659218750000000e-01 2.1482455050007344e-03 2.0658998818782806e-01 2.1485993092042908e-03
454 14 -25 2.0593945312500000e-01 2.1409710386046609e-03 2.0593725381282807e-01 2.1413375057476435e-03
455 14 -24 2.0571953125000000e-01 2.1356581714156121e-03 2.0571733193782807e-01 2.1360309961556967e-03
456 14 -23 2.0545429687500000e-01 2.1327752709340906e-03 2.0545209756282806e-01 2.1331425081457943e-03
457 14 -22 2.0579921875000001e-01 2.1335340765267106e-03 2.0579701943782808e-01 2.1338849823161403e-03
458 14 -21 2.0598867187500000e-01 2.1376994665724541e-03 2.0598647256282807e-01 2.1380531618810008e-03
459 14 -20 2.0617500000000000e-01 2.1449699827854889e-03 2.0617280068782806e-01 2.1453322548312440e-03
460 14 -19 2.0662539062499999e-01 2.1555877127678925e-03 2.0662319131282805e-01 2.1559424855767803e-03
461 14 -18 2.0730000000000001e-01 2.1703284830000029e-03 2.0729780068782808e-01 2.1706841003755963e-03
462 14 -17 2.0834218750000000e-01 2.1825940986055052e-03 2.0833998818782806e-01 2.1829358834835081e-03
463 14 -16 2.0959609374999999e-01 2.1879107721326217e-03 2.0959389443782805e-01 2.1882451230756102e-03
464 14 -15 2.1078789062500000e-01 2.1885057094883846e-03 2.1078569131282807e-01 2.1888498868200645e-03
465 14 -14 2.1199843750000000e-01 2.1695005967068384e-03 2.1199623818782806e-01 2.1698637991295297e-03
466 14 -13 2.1303867187500000e-01 2.1430242754174964e-03 2.1303647256282807e-01 2.1433919363719172e-03
467 14 -12 2.1395156250000000e-01 2.1163097932176992e-03 2.1394936318782806e-01 2.1166826965528540e-03
468 14 -11 2.1514179687500001e-01 2.0895435233785247e-03 2.1513959756282808e-01 2.0898989679278912e-03
469 14 -10 2.1632070312500001e-01 2.0653242309772793e-03 2.1631850381282808e-01 2.0656710945545944e-03
470 14 -9 2.1743554687500000e-01 2.0425861062211099e-03 2.1743334756282806e-01 2.0429229065376912e-03
471 14 -8 2.1815156250000001e-01 2.0308784702891469e-03 2.1814936318782807e-01 2.0312142819249165e-03
472 14 -7 2.1829765625000000e-01 2.0244908539463454e-03 2.1829545693782806e-01 2.0248081153965698e-03
473 14 -6 2.1809960937500000e-01 2.0267787995918488e-03 2.1809741006282807e-01 2.0271161663478676e-03
474 14 -5 2.1746054687499999e-01 2.0412195001308004e-03 2.1745834756282806e-01 2.0415753772893351e-03
475 14 -4 2.1638242187500001e-01 2.0610594159612273e-03 2.1638022256282807e-01 2.0614354949931874e-03
476 14 -3 2.1539101562499999e-01 2.0846337188302312e-03 2.1538881631282805e-01 2.0850007283581724e-03
477 14 -2 2.1427578124999999e-01 2.1126838410292243e-03 2.1427358193782806e-01 2.1130446871108896e-03
478 14 -1 2.1295429687500000e-01 2.1394326680164422e-03 2.1295209756282807e-01 2.1397800718208201e-03
479 14 0 2.1165624999999999e-01 2.1646522859440887e-03 2.1165405068782805e-01 2.1650107153874652e-03
480 15 -31 2.0936328125000001e-01 2.2077459403531908e-03 2.0936108193782807e-01 2.2080825322168011e-03
481 15 -30 2.0876367187500000e-01 2.1951330997892603e-03 2.0876147256282807e-01 2.1954937376018717e-03
482 15 -29 2.0850039062500000e-01 2.1785121749982490e-03 2.0849819131282807e-01 2.1788599820480219e-03
483 15 -28 2.0821054687500001e-01 2.1606750042483863e-03 2.0820834756282808e-01 2.1610303979181424e-03
484 15 -27 2.0810585937500001e-01 2.1433254593371822e-03 2.0810366006282807e-01 2.1436840297634667e-03
485 15 -26 2.0770664062499999e-01 2.1333384215894259e-03 2.0770444131282806e-01 2.1336915458520121e-03
486 15 -25 2.0744140624999999e-01 2.1251287354014129e-03 2.0743920693782805e-01 2.1254784971823327e-03
487 15 -24 2.0764960937499999e-01 2.1174298037624989e-03 2.0764741006282805e-01 2.1177889761315968e-03
488 15 -23 2.0765507812500000e-01 2.1154671126252470e-03 2.0765287881282807e-01 2.1158216426351386e-03
489 15 -22 2.0763789062499999e-01 2.1210495729134258e-03 2.0763569131282805e-01 2.1214020885033701e-03
490 15 -21 2.0741054687499999e-01 2.1315721809859727e-03 2.0740834756282805e-01 2.1319169735335283e-03
491 15 -20 2.0750664062499999e-01 2.1441078849487017e-03 2.0750444131282805e-01 2.1444546142042908e-03
492 15 -19 2.0786601562500001e-01 2.1619250755313662e-03 2.0786381631282808e-01 2.1622782183577435e-03
493 15 -18 2.0834687499999999e-01 2.1781406101485106e-03 2.0834467568782805e-01 2.1784801813248943e-03
494 15 -17 2.0905390625000000e-01 2.1992997470514043e-03 2.0905170693782807e-01 2.1996468181821956e-03
495 15 -16 2.0952929687499999e-01 2.2143962220615896e-03 2.0952709756282806e-01 2.2147467772330072e-03
496 15 -15 2.1024921874999999e-01 2.2082264302430857e-03 2.1024701943782806e-01 2.2085772933586757e-03
497 15 -14 2.1059960937500000e-01 2.1843950542790032e-03 2.1059741006282806e-01 2.1847613927086871e-03
498 15 -13 2.1102226562500001e-01 2.1566185957565295e-03 2.1102006631282808e-01 2.1569700978206052e-03
499 15 -12 2.1158281249999999e-01 2.1325260614088377e-03 2.1158061318782806e-01 2.1328840152544516e-03
500 15 -11 2.1226835937499999e-01 2.1098773358418717e-03 2.1226616006282806e-01 2.1102243707803365e-03
501 15 -10 2.1278828124999999e-01 2.0876615043104066e-03 2.1278608193782805e-01 2.0880058839736438e-03
502 15 -9 2.1343789062499999e-01 2.0722589508573898e-03 2.1343569131282805e-01 2.0726017209871028e-03
503 15 -8 2.1385585937500001e-01 2.0623454241873208e-03 2.1385366006282808e-01 2.0626685205456202e-03
