# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
165 5 -26 2.3749570312500001e-01 1.8690718699761405e-03 2.3749350381282808e-01 1.8694346082894435e-03
166 5 -25 2.2890312500000001e-01 1.9387282520641105e-03 2.2890092568782808e-01 1.9390875328562534e-03
167 5 -24 2.2206914062499999e-01 2.0009722482376320e-03 2.2206694131282806e-01 2.0013383652606222e-03
168 5 -23 2.1645429687500001e-01 2.0532497452731445e-03 2.1645209756282807e-01 2.0536200068773892e-03
169 5 -22 2.1210898437500000e-01 2.0948403906244917e-03 2.1210678506282807e-01 2.0952322310947326e-03
170 5 -21 2.0883476562500000e-01 2.1292364039831842e-03 2.0883256631282807e-01 2.1296355524793322e-03
171 5 -20 2.0657968750000000e-01 2.1541620596982388e-03 2.0657748818782806e-01 2.1545657930174896e-03
172 5 -19 2.0553515624999999e-01 2.1624090137193630e-03 2.0553295693782805e-01 2.1628128881423644e-03
173 5 -18 2.0594335937500000e-01 2.1596835412337049e-03 2.0594116006282806e-01 2.1600778673176941e-03
174 5 -17 2.0709453124999999e-01 2.1453662485158556e-03 2.0709233193782806e-01 2.1457696744795231e-03
175 5 -16 2.0911171875000001e-01 2.1203983297010780e-03 2.0910951943782807e-01 2.1207956505938010e-03
176 5 -15 2.1219843750000000e-01 2.0870982258030862e-03 2.1219623818782807e-01 2.0874955426207226e-03
177 5 -14 2.1603085937500000e-01 2.0475993711659502e-03 2.1602866006282806e-01 2.0480002865779462e-03
178 5 -13 2.2149492187500000e-01 1.9966601571899849e-03 2.2149272256282806e-01 1.9970822408342881e-03
179 5 -12 2.2860039062500001e-01 1.9401157875940937e-03 2.2859819131282808e-01 1.9405506482796590e-03
180 5 -11 2.3723203125000000e-01 1.8737507451417953e-03 2.3722983193782807e-01 1.8741944391007723e-03
181 5 -10 2.4757773437500000e-01 1.8022197921407810e-03 2.4757553506282806e-01 1.8026725283193971e-03
182 5 -9 2.5900273437499999e-01 1.7218199934454508e-03 2.5900053506282805e-01 1.7222797479598904e-03
183 5 -8 2.7227851562499999e-01 1.6360608337536086e-03 2.7227631631282806e-01 1.6365230436658224e-03
184 5 -7 2.8769531250000002e-01 1.5455808092240907e-03 2.8769311318782809e-01 1.5460313920562703e-03
185 5 -6 3.0362265625000001e-01 1.4559083145743680e-03 3.0362045693782808e-01 1.4563436380116992e-03
186 5 -5 3.1939804687500001e-01 1.3760836113156135e-03 3.1939584756282807e-01 1.3765187948106676e-03
187 5 -4 3.3267070312500002e-01 1.3165252301051025e-03 3.3266850381282809e-01 1.3169731732742902e-03
188 5 -3 3.4050429687500000e-01 1.2821917420717120e-03 3.4050209756282807e-01 1.2826559835559508e-03
189 5 -2 3.4054843750000002e-01 1.2818484548423187e-03 3.4054623818782809e-01 1.2822964121122454e-03
190 5 -1 3.3279335937499999e-01 1.3186749251936022e-03 3.3279116006282805e-01 1.3190800579959787e-03
191 5 0 3.1973906250000000e-01 1.3791659689012740e-03 3.1973686318782807e-01 1.3795498902151877e-03
192 6 -31 2.8193828124999998e-01 1.5787685073939642e-03 2.8193608193782804e-01 1.5791471932446713e-03
193 6 -30 2.6967968749999999e-01 1.6523350491053424e-03 2.6967748818782805e-01 1.6527012045952627e-03
194 6 -29 2.5794570312499998e-01 1.7252103979929925e-03 2.5794350381282805e-01 1.7255586319487287e-03
195 6 -28 2.4735546875000000e-01 1.7983045735621187e-03 2.4735326943782807e-01 1.7986344738961603e-03
