0 0 1.0000000000000000e+00 0.0000000000000000e+00
0 1 5.8294062499999999e-01 9.9825302433097620e-04
0 2 4.4407031250000001e-01 1.4969033771285920e-03
0 3 3.7442500000000001e-01 1.8551570182871319e-03
0 4 3.3223750000000002e-01 2.1425751026072572e-03
0 5 3.0538593749999998e-01 2.3620680093947044e-03
0 6 2.8790781250000003e-01 2.5403806135823885e-03
0 7 2.7868281249999999e-01 2.6686535107246006e-03
0 8 2.7537968750000003e-01 2.7395644929594162e-03
0 9 2.7868281249999999e-01 2.6686535107246006e-03
0 10 2.8790781250000003e-01 2.5403806135823885e-03
0 11 3.0538593749999998e-01 2.3620680093947044e-03
0 12 3.3223750000000002e-01 2.1425751026072572e-03
0 13 3.7442500000000001e-01 1.8551570182871319e-03
0 14 4.4407031250000001e-01 1.4969033771285920e-03
0 15 5.8294062499999999e-01 9.9825302433097620e-04
1 0 1.0000000000000000e+00 0.0000000000000000e+00
1 1 5.8249843749999997e-01 9.9837949741048756e-04
1 2 4.4461250000000002e-01 1.4997802000418254e-03
1 3 3.7434843750000002e-01 1.8614245604609146e-03
1 4 3.3157500000000001e-01 2.1384971595871946e-03
1 5 3.0497187500000000e-01 2.3628041551482719e-03
1 6 2.8819531250000002e-01 2.5419369294440576e-03
1 7 2.7875624999999998e-01 2.6655147610557795e-03
1 8 2.7615468750000000e-01 2.7343926731125297e-03
1 9 2.7875624999999998e-01 2.6655147610557795e-03
1 10 2.8819531250000002e-01 2.5419369294440576e-03
1 11 3.0497187500000000e-01 2.3628041551482719e-03
1 12 3.3157500000000001e-01 2.1384971595871946e-03
1 13 3.7434843750000002e-01 1.8614245604609146e-03
1 14 4.4461250000000002e-01 1.4997802000418254e-03
1 15 5.8249843749999997e-01 9.9837949741048756e-04
2 0 1.0000000000000000e+00 0.0000000000000000e+00
2 1 5.8265624999999999e-01 9.9684928454293106e-04
2 2 4.4358437499999998e-01 1.5027088791864970e-03
2 3 3.7321562500000000e-01 1.8638402159482281e-03
2 4 3.3021562500000001e-01 2.1515046150074684e-03
2 5 3.0271718749999998e-01 2.3808065264848246e-03
2 6 2.8537968749999998e-01 2.5602879434297007e-03
2 7 2.7581250000000002e-01 2.7030522750332627e-03
2 8 2.7267968749999999e-01 2.7702038708521050e-03
2 9 2.7581250000000002e-01 2.7030522750332627e-03
2 10 2.8537968749999998e-01 2.5602879434297007e-03
2 11 3.0271718749999998e-01 2.3808065264848246e-03
2 12 3.3021562500000001e-01 2.1515046150074684e-03
2 13 3.7321562500000000e-01 1.8638402159482281e-03
2 14 4.4358437499999998e-01 1.5027088791864970e-03
2 15 5.8265624999999999e-01 9.9684928454293106e-04
4 0 9.9999678526306157e-01 2.0164935155656354e-05
4 1 5.8293741026306156e-01 9.9859782362407361e-04
4 2 4.4406709776306152e-01 1.4972234002260680e-03
4 3 3.7442178526306152e-01 1.8554268507519540e-03
4 4 3.3223428526306154e-01 2.1429041943548978e-03
4 5 3.0538272276306150e-01 2.3624071262941938e-03
4 6 2.8790459776306154e-01 2.5406808783163407e-03
4 7 2.7867959776306150e-01 2.6689764872970846e-03
4 8 2.7537647276306154e-01 2.7398697322790918e-03
4 9 2.7867959776306150e-01 2.6689764872970846e-03
4 10 2.8790459776306154e-01 2.5406808783163407e-03
4 11 3.0538272276306150e-01 2.3624071262941938e-03
4 12 3.3223428526306154e-01 2.1429041943548978e-03
4 13 3.7442178526306152e-01 1.8554268507519540e-03
4 14 4.4406709776306152e-01 1.4972234002260680e-03
4 15 5.8293741026306156e-01 9.9859782362407361e-04
5 0 9.9999678526306157e-01 2.0164935155656354e-05
5 1 5.8249522276306154e-01 9.9875174784986708e-04
5 2 4.4460928526306154e-01 1.5002415495643155e-03
5 3 3.7434522276306154e-01 1.8618204493089049e-03
5 4 3.3157178526306152e-01 2.1388713025811195e-03
5 5 3.0496866026306152e-01 2.3631651233396861e-03
5 6 2.8819209776306154e-01 2.5423262798285385e-03
5 7 2.7875303526306150e-01 2.6659278005024727e-03
5 8 2.7615147276306151e-01 2.7347954781663467e-03
5 9 2.7875303526306150e-01 2.6659278005024727e-03
5 10 2.8819209776306154e-01 2.5423262798285385e-03
5 11 3.0496866026306152e-01 2.3631651233396861e-03
5 12 3.3157178526306152e-01 2.1388713025811195e-03
5 13 3.7434522276306154e-01 1.8618204493089049e-03
5 14 4.4460928526306154e-01 1.5002415495643155e-03
5 15 5.8249522276306154e-01 9.9875174784986708e-04
6 0 9.9999678526306157e-01 2.0164935155656354e-05
6 1 5.8265303526306156e-01 9.9720985423492649e-04
6 2 4.4358116026306149e-01 1.5030377113976077e-03
6 3 3.7321241026306151e-01 1.8641875420874277e-03
6 4 3.3021241026306153e-01 2.1518883673627182e-03
6 5 3.0271397276306150e-01 2.3811678863971397e-03
6 6 2.8537647276306150e-01 2.5606862248301349e-03
6 7 2.7580928526306153e-01 2.7034500881644992e-03
6 8 2.7267647276306151e-01 2.7706299855842645e-03
6 9 2.7580928526306153e-01 2.7034500881644992e-03
6 10 2.8537647276306150e-01 2.5606862248301349e-03
6 11 3.0271397276306150e-01 2.3811678863971397e-03
6 12 3.3021241026306153e-01 2.1518883673627182e-03
6 13 3.7321241026306151e-01 1.8641875420874277e-03
6 14 4.4358116026306149e-01 1.5030377113976077e-03
6 15 5.8265303526306156e-01 9.9720985423492649e-04
