lx,ly,theta_deg,lr,err_x,err_y,err_y_minus_x,err_total
1.0,0.2,91.0,1.0232208767294153,0.0,0.2541298444075467,0.2268506678514612,0.16032683741966933
1.0,0.2,92.0,1.0266254422529184,0.0,0.2541298444075467,0.22667968452466977,0.1602698429774055
1.0,0.2,93.0,1.0300166903973826,0.0,0.2541298444075467,0.22650872420583104,0.16021285620445924
1.0,0.2,94.0,1.0333937243363007,0.0,0.2541298444075467,0.2263378474788361,0.16015589729546095
1.0,0.2,95.0,1.0367556593040923,0.0,0.2541298444075467,0.22616711470965184,0.16009898637239953
1.0,0.2,96.0,1.0401016225864959,0.0,0.2541298444075467,0.22599658601378383,0.16004214347377685
1.0,0.2,97.0,1.0434307535059808,0.0,0.2541298444075467,0.22582632122483423,0.159985388544127
1.0,0.2,98.0,1.0467422034025504,0.0,0.2541298444075467,0.22565637986415613,0.15992874142390093
1.0,0.2,99.0,1.0500351356102768,0.0,0.2541298444075467,0.22548682111160523,0.1598722218397173
1.0,0.2,100.0,1.0533087254299056,0.0,0.2541298444075467,0.22531770377738738,0.15981584939497803
1.0,0.2,101.0,1.056562160097842,0.0,0.2541298444075467,0.22514908627499491,0.1597596435608472
1.0,0.2,102.0,1.0597946387518213,0.0,0.2541298444075467,0.22498102659522698,0.15970362366759125
1.0,0.2,103.0,1.0630053723935482,0.0,0.2541298444075467,0.22481358228128345,0.15964780889627672
1.0,0.2,104.0,1.0661935838485743,0.0,0.2541298444075467,0.22464681040492196,0.1595922182708229
1.0,0.2,105.0,1.0693585077236765,0.0,0.2541298444075467,0.22448076754366456,0.15953687065040376
1.0,0.2,106.0,1.072499390361971,0.0,0.2541298444075467,0.22431550975904074,0.15948178472219582
1.0,0.2,107.0,1.0756154897960026,0.0,0.2541298444075467,0.22415109257584961,0.15942697899446545
1.0,0.2,108.0,1.0787060756990194,0.0,0.2541298444075467,0.22398757096242505,0.1593724717899906
1.0,0.2,109.0,1.0817704293346453,0.0,0.2541298444075467,0.22382499931188443,0.15931828123981037
1.0,0.2,110.0,1.0848078435051378,0.0,0.2541298444075467,0.2236634314243426,0.15926442527729645
1.0,0.2,111.0,1.0878176224984224,0.0,0.2541298444075467,0.2235029204900688,0.1592109216325385
1.0,0.2,112.0,1.0907990820340678,0.0,0.2541298444075467,0.22334351907356692,0.15915778782703788
1.0,0.2,113.0,1.09375154920837,0.0,0.2541298444075467,0.22318527909855576,0.15910504116870083
1.0,0.2,114.0,1.0966743624386959,0.0,0.2541298444075467,0.2230282518338266,0.15905269874712444
1.0,0.2,115.0,1.0995668714072282,0.0,0.2541298444075467,0.22287248787995545,0.15900077742916738
1.0,0.2,116.0,1.102428437004249,0.0,0.2541298444075467,0.2227180371568445,0.15894929385479706
1.0,0.2,117.0,1.1052584312710845,0.0,0.2541298444075467,0.22256494889207062,0.1588982644332058
1.0,0.2,118.0,1.1080562373428329,0.0,0.2541298444075467,0.22241327161001428,0.158847705339187
1.0,0.2,119.0,1.1108212493909786,0.0,0.2541298444075467,0.22226305312174527,0.158797632509764
1.0,0.2,120.0,1.1135528725660044,0.0,0.2541298444075467,0.22211434051563972,0.15874806164106214
1.0,0.2,121.0,1.1162505229400888,0.0,0.2541298444075467,0.22196718014870356,0.15869900818541674
1.0,0.2,122.0,1.1189136274499842,0.0,0.2541298444075467,0.22182161763857683,0.15865048734870785
1.0,0.2,123.0,1.1215416238401545,0.0,0.2541298444075467,0.2216776978561944,0.1586025140879137
1.0,0.2,124.0,1.1241339606062521,0.0,0.2541298444075467,0.221535464919077,0.15855510310887458
1.0,0.2,125.0,1.1266900969390024,0.0,0.2541298444075467,0.22139496218522822,0.1585082688642583
1.0,0.2,126.0,1.1292095026685656,0.0,0.2541298444075467,0.22125623224761318,0.15846202555171995
1.0,0.2,127.0,1.1316916582094345,0.0,0.2541298444075467,0.2211193169291924,0.15841638711224637
1.0,0.2,128.0,1.1341360545059236,0.0,0.2541298444075467,0.22098425727848856,0.15837136722867842
1.0,0.2,129.0,1.136542192978305,0.0,0.2541298444075467,0.22085109356566088,0.15832697932440254
1.0,0.2,130.0,1.138909585469635,0.0,0.2541298444075467,0.22071986527906282,0.1582832365622032
1.0,0.2,131.0,1.1412377541933156,0.0,0.2541298444075467,0.22059061112226128,0.15824015184326934
1.0,0.2,132.0,1.1435262316814352,0.0,0.2541298444075467,0.22046336901149222,0.1581977378063463
1.0,0.2,133.0,1.1457745607339165,0.0,0.2541298444075467,0.2203381760735312,0.158156006827026
1.0,0.2,134.0,1.1479822943685147,0.0,0.2541298444075467,0.2202150686439556,0.15811497101716743
