r1	r2	tau_eff_real	tau_eff_imag	beta_c	alpha	beta_angle	gamma	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.6000000000	0.7333333333	0.5861581846	0.7590898788	0.3554005743	1.0716600081	1.1566856030	0.9132470425	0.8441687876	0.8473290945	0.8592583723	0.9962702722	1.0140786831	-0.0034265126	0.0003101880	0.0142906869	-0.0037367006	0.0139804989	0.0000117410	0.0000000962	0.0002042237	0.0000139629	0.0001954543	0.0002160609	0.0002094173	0.0004254782
0.6000000000	0.7466666667	0.5812828977	0.7579300589	0.3533199756	1.0660754375	1.1589724316	0.9165447845	0.8436628087	0.8471558339	0.8584515237	0.9958767619	1.0133336622	-0.0040260736	0.0001056885	0.0133512399	-0.0041317621	0.0132455513	0.0000162093	0.0000000112	0.0001782556	0.0000170715	0.0001754446	0.0001944760	0.0001925161	0.0003869921
0.6000000000	0.7600000000	0.5764738625	0.7567505434	0.3512703999	1.0605637251	1.1612273979	0.9198015307	0.8431556647	0.8469840707	0.8576507651	0.9954799552	1.0125937367	-0.0046273759	-0.0000970848	0.0124180104	-0.0045302911	0.0125150952	0.0000214126	0.0000000094	0.0001542070	0.0000205235	0.0001566276	0.0001756290	0.0001771511	0.0003527802
0.6000000000	0.7733333333	0.5717298964	0.7555523509	0.3492510932	1.0551233295	1.1634512228	0.9230181012	0.8426473873	0.8468137563	0.8568559212	0.9950799464	1.0118587644	-0.0052303853	-0.0002981884	0.0114908119	-0.0049321969	0.0117890003	0.0000273569	0.0000000889	0.0001320388	0.0000243266	0.0001389805	0.0001594846	0.0001633071	0.0003227917
0.6000000000	0.7866666667	0.5670498404	0.7543364576	0.3472613267	1.0497527546	1.1656446051	0.9261952939	0.8421380066	0.8466448444	0.8560668221	0.9946768259	1.0111286069	-0.0058350685	-0.0004976758	0.0105694637	-0.0053373926	0.0110671396	0.0000340480	0.0000002477	0.0001117136	0.0000284878	0.0001224816	0.0001460093	0.0001509693	0.0002969786
0.6000000000	0.8000000000	0.5624325584	0.7531037986	0.3453003958	1.0444505473	1.1678082215	0.9293338848	0.8416275518	0.8464772909	0.8552833032	0.9942706802	1.0104031288	-0.0064413937	-0.0006955983	0.0096537903	-0.0057457953	0.0103493886	0.0000414916	0.0000004839	0.0000931957	0.0000330142	0.0001071098	0.0001351711	0.0001401240	0.0002752951
0.6000000000	0.8133333333	0.5578769374	0.7518552700	0.3433676193	1.0392152967	1.1699427281	0.9324346288	0.8411160512	0.8463110538	0.8545052052	0.9938615918	1.0096821981	-0.0070493302	-0.0008920046	0.0087436215	-0.0061573257	0.0096356260	0.0000496931	0.0000007957	0.0000764509	0.0000379127	0.0000928453	0.0001269396	0.0001307579	0.0002576976
0.6000000000	0.8266666667	0.5533818862	0.7505917307	0.3414623383	1.0340456318	1.1720487611	0.9354982606	0.8406035316	0.8461460931	0.8537323734	0.9934496401	1.0089656862	-0.0076588487	-0.0010869410	0.0078387920	-0.0065719077	0.0089257330	0.0000586580	0.0000011814	0.0000614467	0.0000431900	0.0000796687	0.0001212861	0.0001228587	0.0002441447
0.6000000000	0.8400000000	0.5489463361	0.7493140041	0.3395839152	1.0289402209	1.1741269373	0.9385254954	0.8400900192	0.8459823704	0.8529646582	0.9930349008	1.0082534673	-0.0082699207	-0.0012804520	0.0069391417	-0.0069894687	0.0082195937	0.0000683916	0.0000016396	0.0000481517	0.0000488527	0.0000675617	0.0001181828	0.0001164144	0.0002345972
0.6000000000	0.8533333333	0.5445692396	0.7480228792	0.3377317328	1.0238977692	1.1761778552	0.9415170292	0.8395755391	0.8458198493	0.8522019144	0.9926174465	1.0075454189	-0.0088825191	-0.0014725797	0.0060445149	-0.0074099394	0.0075170946	0.0000788991	0.0000021685	0.0000365362	0.0000549072	0.0000565067	0.0001176038	0.0001114139	0.0002290177
0.6000000000	0.8666666667	0.5402495706	0.7467191125	0.3359051938	1.0189170183	1.1782020953	0.9444735399	0.8390601153	0.8456584952	0.8514440014	0.9921973468	1.0068414215	-0.0094966175	-0.0016633644	0.0051547608	-0.0078332531	0.0068181252	0.0000901857	0.0000027668	0.0000265716	0.0000613599	0.0000464868	0.0001195241	0.0001078467	0.0002273708
0.6000000000	0.8800000000	0.5359863238	0.7454034296	0.3341037195	1.0139967446	1.1802002212	0.9473956878	0.8385437710	0.8454982747	0.8506907828	0.9917746683	1.0061413586	-0.0101121911	-0.0018528447	0.0042697326	-0.0082593463	0.0061225773	0.0001022564	0.0000034330	0.0000182306	0.0000682168	0.0000374860	0.0001239201	0.0001057028	0.0002296228
0.6000000000	0.8933333333	0.5317785141	0.7440765257	0.3323267493	1.0091357578	1.1821727799	0.9502841158	0.8380265286	0.8453391563	0.8499421265	0.9913494748	1.0054451165	-0.0107292155	-0.0020410573	0.0033892881	-0.0086881581	0.0054303455	0.0001151161	0.0000041659	0.0000114873	0.0000754841	0.0000294887	0.0001307693	0.0001049727	0.0002357420
0.6000000000	0.9066666667	0.5276251766	0.7427390680	0.3305737400	1.0043329003	1.1841203027	0.9531394505	0.8375084096	0.8451811095	0.8491979041	0.9909218275	1.0047525844	-0.0113476676	-0.0022280374	0.0025132892	-0.0091196302	0.0047413266	0.0001287696	0.0000049642	0.0000063166	0.0000831677	0.0000224802	0.0001400503	0.0001056478	0.0002456982
0.6000000000	0.9200000000	0.5235253659	0.7413916960	0.3288441652	0.9995870456	1.1860433056	0.9559623024	0.8369894345	0.8450241055	0.8484579914	0.9904917848	1.0040636544	-0.0119675252	-0.0024138183	0.0016416017	-0.0095537068	0.0040554200	0.0001432217	0.0000058265	0.0000026949	0.0000912733	0.0000164464	0.0001517430	0.0001077197	0.0002594628
0.6000000000	0.9333333333	0.5194781560	0.7400350231	0.3271375143	0.9948970974	1.1879422897	0.9587532664	0.8364696233	0.8448681167	0.8477222678	0.9900594030	1.0033782209	-0.0125887669	-0.0025984323	0.0007740953	-0.0099903346	0.0033725276	0.0001584771	0.0000067519	0.0000005992	0.0000998068	0.0000113739	0.0001658281	0.0001111807	0.0002770089
0.6000000000	0.9466666667	0.5154826394	0.7386696376	0.3254532924	0.9902619887	1.1898177422	0.9615129227	0.8359489949	0.8447131165	0.8469906164	0.9896247359	1.0026961815	-0.0132113722	-0.0027819099	-0.0000893566	-0.0104294623	0.0026925533	0.0001745404	0.0000077390	0.0000000080	0.0001087737	0.0000072498	0.0001822874	0.0001160235	0.0002983109
0.6000000000	0.9600000000	0.5115379275	0.7372961040	0.3237910190	0.9856806804	1.1916701365	0.9642418367	0.8354275677	0.8445590797	0.8462629236	0.9891878352	1.0020174360	-0.0138353216	-0.0029642805	-0.0009488768	-0.0108710411	0.0020154037	0.0001914161	0.0000087870	0.0000009004	0.0001181795	0.0000040619	0.0002011034	0.0001222414	0.0003233448
0.6000000000	0.9733333333	0.5076431494	0.7359149636	0.3221502282	0.9811521609	1.1934999328	0.9669405599	0.8349053595	0.8444059821	0.8455390795	0.9887487502	1.0013418869	-0.0144605960	-0.0031455721	-0.0018045847	-0.0113150239	0.0013409874	0.0002091088	0.0000098946	0.0000032565	0.0001280298	0.0000017982	0.0002222600	0.0001298280	0.0003520880
0.6000000000	0.9866666667	0.5037974521	0.7345267357	0.3205304677	0.9766754448	1.1953075787	0.9696096301	0.8343823871	0.8442538006	0.8448189771	0.9883075285	1.0006694391	-0.0150871776	-0.0033258116	-0.0026565964	-0.0117613660	0.0006692152	0.0002276229	0.0000110610	0.0000070575	0.0001383297	0.0000004478	0.0002457415	0.0001387776	0.0003845190
0.6000000000	1.0000000000	0.5000000000	0.7331319186	0.3189312984	0.9722495721	1.1970935095	0.9722495721	0.8338586668	0.8441025129	0.8441025129	0.9878642156	1.0000000000	-0.0157150488	-0.0035050246	-0.0035050246	-0.0122100243	-0.0000000000	0.0002469628	0.0000122852	0.0000122852	0.0001490847	0.0000000000	0.0002715332	0.0001490847	0.0004206178
0.6000000000	1.0133333333	0.4962499743	0.7317309902	0.3173522938	0.9678736075	1.1988581485	0.9748608976	0.8333342143	0.8439520978	0.8433895862	0.9874188552	0.9993334792	-0.0163441932	-0.0036832357	-0.0043499787	-0.0126609575	-0.0006667430	0.0002671327	0.0000135662	0.0000189223	0.0001602998	0.0000004445	0.0002996212	0.0001607444	0.0004603656
0.6000000000	1.0266666667	0.4925465729	0.7303244091	0.3157930399	0.9635466394	1.2006019079	0.9774441063	0.8328090447	0.8438025350	0.8426800994	0.9869714893	0.9986697888	-0.0169745947	-0.0038604686	-0.0051915653	-0.0131141262	-0.0013310967	0.0002881369	0.0000149032	0.0000269524	0.0001719803	0.0000017718	0.0003299924	0.0001737521	0.0005037446
0.6000000000	1.0400000000	0.4888890099	0.7289126152	0.3142531341	0.9592677793	1.2023251886	0.9799996857	0.8322831724	0.8436538050	0.8419739578	0.9865221581	0.9980088429	-0.0176062382	-0.0040367457	-0.0060298878	-0.0135694924	-0.0019931420	0.0003099796	0.0000162953	0.0000363595	0.0001841311	0.0000039726	0.0003626345	0.0001881037	0.0005507382
0.6000000000	1.0533333333	0.4852765155	0.7274960309	0.3127321855	0.9550361611	1.2040283809	0.9825281116	0.8317566115	0.8435058891	0.8412710693	0.9860709003	0.9973505581	-0.0182391088	-0.0042120888	-0.0068650467	-0.0140270200	-0.0026529579	0.0003326651	0.0000177417	0.0000471289	0.0001967573	0.0000070382	0.0003975356	0.0002037955	0.0006013311
0.6000000000	1.0666666667	0.4817083352	0.7260750611	0.3112298140	0.9508509400	1.2057118650	0.9850298486	0.8312293752	0.8433587694	0.8405713446	0.9856177529	0.9966948529	-0.0188731927	-0.0043865186	-0.0076971398	-0.0144866741	-0.0033106212	0.0003561974	0.0000192415	0.0000592460	0.0002098637	0.0000109602	0.0004346849	0.0002208239	0.0006555088
0.6000000000	1.0800000000	0.4781837300	0.7246500946	0.3097456501	0.9467112923	1.2073760109	0.9875053504	0.8307014765	0.8432124287	0.8398746970	0.9851627517	0.9960416479	-0.0195084763	-0.0045600550	-0.0085262621	-0.0149484213	-0.0039662071	0.0003805806	0.0000207941	0.0000726971	0.0002234553	0.0000157308	0.0004740719	0.0002391861	0.0007132580
0.6000000000	1.0933333333	0.4747019756	0.7232215042	0.3082793344	0.9426164144	1.2090211792	0.9899550600	0.8301729278	0.8430668504	0.8391810422	0.9847059309	0.9953908658	-0.0201449467	-0.0047327170	-0.0093525061	-0.0154122297	-0.0046197890	0.0004058189	0.0000223986	0.0000874694	0.0002375368	0.0000213425	0.0005156869	0.0002588793	0.0007745661
0.6000000000	1.1066666667	0.4712623624	0.7217896479	0.3068305175	0.9385655224	1.2106477209	0.9923794103	0.8296437409	0.8429220189	0.8384902984	0.9842473234	0.9947424313	-0.0207825917	-0.0049045231	-0.0101759615	-0.0158780686	-0.0052714384	0.0004319161	0.0000240543	0.0001035502	0.0002521131	0.0000277881	0.0005595207	0.0002799011	0.0008394218
0.6000000000	1.1200000000	0.4678641950	0.7203548690	0.3053988592	0.9345578514	1.2122559783	0.9947788239	0.8291139274	0.8427779187	0.8378023862	0.9837869610	0.9940962709	-0.0214213993	-0.0050754909	-0.0109967159	-0.0163459085	-0.0059212250	0.0004588763	0.0000257606	0.0001209278	0.0002671887	0.0000350609	0.0006055647	0.0003022496	0.0009078143
0.6000000000	1.1333333333	0.4645067920	0.7189174969	0.3039840289	0.9305926548	1.2138462849	0.9971537138	0.8285834983	0.8426345354	0.8371172284	0.9833248739	0.9934523132	-0.0220613583	-0.0052456371	-0.0118148541	-0.0168157211	-0.0065692169	0.0004867035	0.0000275167	0.0001395908	0.0002827685	0.0000431546	0.0006538110	0.0003259231	0.0009797341
0.6000000000	1.1466666667	0.4611894856	0.7174778479	0.3025857043	0.9266692039	1.2154189658	0.9995044838	0.8280524642	0.8424918549	0.8364347499	0.9828610916	0.9928104884	-0.0227024576	-0.0054149781	-0.0126304588	-0.0172874795	-0.0072154807	0.0005154016	0.0000293220	0.0001595285	0.0002988569	0.0000520632	0.0007042521	0.0003509201	0.0010551722
0.6000000000	1.1600000000	0.4579116212	0.7160362252	0.3012035721	0.9227867873	1.2169743380	1.0018315283	0.8275208353	0.8423498637	0.8357548781	0.9823956422	0.9921707287	-0.0233446870	-0.0055835295	-0.0134436105	-0.0177611575	-0.0078600810	0.0005449744	0.0000311758	0.0001807307	0.0003154587	0.0000617809	0.0007568809	0.0003772396	0.0011341205
0.6000000000	1.1733333333	0.4546725577	0.7145929198	0.2998373271	0.9189447104	1.2185127104	1.0041352329	0.8269886215	0.8422085489	0.8350775420	0.9819285527	0.9915329678	-0.0239880364	-0.0057513062	-0.0142543874	-0.0182367302	-0.0085030811	0.0005754259	0.0000330775	0.0002031876	0.0003325783	0.0000723024	0.0008116910	0.0004048807	0.0012165717
0.6000000000	1.1866666667	0.4514716662	0.7131482111	0.2984866719	0.9151422946	1.2200343845	1.0064159745	0.8264558322	0.8420678979	0.8344026729	0.9814598494	0.9908971414	-0.0246324962	-0.0059183227	-0.0150628655	-0.0187141735	-0.0091445428	0.0006067599	0.0000350265	0.0002268899	0.0003502203	0.0000836227	0.0008686763	0.0004338430	0.0013025193
0.6000000000	1.2000000000	0.4483083306	0.7117023668	0.2971513170	0.9113788776	1.2215396543	1.0086741218	0.8259224767	0.8419278988	0.8337302039	0.9809895572	0.9902631866	-0.0252780574	-0.0060845929	-0.0158691190	-0.0191934645	-0.0097845261	0.0006389802	0.0000370223	0.0002518289	0.0003683891	0.0000957370	0.0009278314	0.0004641260	0.0013919574
0.6000000000	1.2133333333	0.4451819470	0.7102556439	0.2958309804	0.9076538118	1.2230288067	1.0109100351	0.8253885636	0.8417885400	0.8330600702	0.9805177005	0.9896310422	-0.0259247110	-0.0062501300	-0.0166732199	-0.0196745809	-0.0104230899	0.0006720906	0.0000390641	0.0002779963	0.0003870891	0.0001086408	0.0009891510	0.0004957299	0.0014848810
0.6000000000	1.2266666667	0.4420919234	0.7088082890	0.2945253871	0.9039664650	1.2245021216	1.0131240670	0.8248541014	0.8416498104	0.8323922085	0.9800443026	0.9890006487	-0.0265724486	-0.0064149470	-0.0174752384	-0.0201575016	-0.0110602914	0.0007060950	0.0000411515	0.0003053840	0.0004063249	0.0001223300	0.0010526305	0.0005286549	0.0015812854
0.6000000000	1.2400000000	0.4390376793	0.7073605386	0.2932342692	0.9003162191	1.2259598721	1.0153165623	0.8243190984	0.8415116992	0.8317265574	0.9795693859	0.9883719480	-0.0272212622	-0.0065790562	-0.0182752427	-0.0206422060	-0.0116961865	0.0007409971	0.0000432840	0.0003339845	0.0004261007	0.0001368008	0.0011182656	0.0005629014	0.0016811670
0.6000000000	1.2533333333	0.4360186458	0.7059126194	0.2919573656	0.8967024702	1.2274023251	1.0174878583	0.8237835624	0.8413741962	0.8310630574	0.9790929721	0.9877448835	-0.0278711441	-0.0067424695	-0.0190732992	-0.0211286746	-0.0123308297	0.0007768007	0.0000454609	0.0003637907	0.0004464209	0.0001520494	0.0011860523	0.0005984703	0.0017845226
0.6000000000	1.2666666667	0.4330342652	0.7044647491	0.2906944217	0.8931246277	1.2288297407	1.0196382852	0.8232475011	0.8412372915	0.8304016504	0.9786150821	0.9871194000	-0.0285220867	-0.0069051984	-0.0198694726	-0.0216168883	-0.0129642742	0.0008135094	0.0000476818	0.0003947959	0.0004672899	0.0001680724	0.0012559871	0.0006353623	0.0018913494
0.6000000000	1.2800000000	0.4300839904	0.7030171361	0.2894451891	0.8895821146	1.2302423732	1.0217681657	0.8227109217	0.8411009753	0.8297422800	0.9781357362	0.9864954439	-0.0291740830	-0.0070672540	-0.0206638260	-0.0221068290	-0.0135965720	0.0008511271	0.0000499461	0.0004269937	0.0004887119	0.0001848668	0.0013280669	0.0006735787	0.0020016456
0.6000000000	1.2933333333	0.4271672854	0.7015699807	0.2882094256	0.8860743665	1.2316404710	1.0238778162	0.8221738314	0.8409652386	0.8290848914	0.9776549537	0.9858729629	-0.0298271262	-0.0072286469	-0.0214564205	-0.0225984793	-0.0142277736	0.0008896575	0.0000522533	0.0004603780	0.0005106913	0.0002024295	0.0014022888	0.0007131208	0.0021154096
0.6000000000	1.3066666667	0.4242836242	0.7001234745	0.2869868950	0.8826008314	1.2330242764	1.0259675458	0.8216362369	0.8408300722	0.8284294312	0.9771727535	0.9852519059	-0.0304812096	-0.0073893874	-0.0222473158	-0.0230918222	-0.0148579284	0.0009291041	0.0000546030	0.0004949431	0.0005332323	0.0002207580	0.0014786502	0.0007539903	0.0022326405
0.6000000000	1.3200000000	0.4214324914	0.6986778014	0.2857773668	0.8791609696	1.2343940264	1.0280376576	0.8210981450	0.8406954678	0.8277758477	0.9766891538	0.9846322234	-0.0311363270	-0.0075494855	-0.0230365702	-0.0235868415	-0.0154870848	0.0009694709	0.0000569947	0.0005306836	0.0005563391	0.0002398498	0.0015571492	0.0007961889	0.0023533380
0.6000000000	1.3333333333	0.4186133812	0.6972331377	0.2845806161	0.8757542532	1.2357499524	1.0300884480	0.8205595620	0.8405614168	0.8271240902	0.9762041721	0.9840138670	-0.0317924723	-0.0077089506	-0.0238242401	-0.0240835217	-0.0161152895	0.0010107613	0.0000594279	0.0005675944	0.0005800160	0.0002597026	0.0016377836	0.0008397186	0.0024775022
0.6000000000	1.3466666667	0.4158257978	0.6957896524	0.2833964232	0.8723801656	1.2370922807	1.0321202073	0.8200204941	0.8404279114	0.8264741099	0.9757178254	0.9833967896	-0.0324496398	-0.0078677921	-0.0246103808	-0.0245818477	-0.0167425886	0.0010529791	0.0000619022	0.0006056708	0.0006042672	0.0002803143	0.0017205521	0.0008845815	0.0026051336
0.6000000000	1.3600000000	0.4130692548	0.6943475073	0.2822245739	0.8690382013	1.2384212322	1.0341332200	0.8194809472	0.8402949437	0.8258258589	0.9752301301	0.9827809452	-0.0331078239	-0.0080260189	-0.0253950458	-0.0250818050	-0.0173690268	0.0010961280	0.0000644170	0.0006449083	0.0006290969	0.0003016831	0.0018054533	0.0009307800	0.0027362334
0.6000000000	1.3733333333	0.4103432753	0.6929068575	0.2810648589	0.8657278658	1.2397370232	1.0361277645	0.8189409272	0.8401625062	0.8251792910	0.9747411021	0.9821662891	-0.0337670192	-0.0081836396	-0.0261782874	-0.0255833796	-0.0179946478	0.0011402116	0.0000669720	0.0006853027	0.0006545093	0.0003238073	0.0018924863	0.0009783167	0.0028708029
0.6000000000	1.3866666667	0.4076473913	0.6914678516	0.2799170738	0.8624486751	1.2410398648	1.0381041136	0.8184004397	0.8400305918	0.8245343608	0.9742507567	0.9815527778	-0.0344272207	-0.0083406626	-0.0269601567	-0.0260865581	-0.0186194941	0.0011852335	0.0000695667	0.0007268500	0.0006805085	0.0003466856	0.0019816502	0.0010271941	0.0030088443
0.6000000000	1.4000000000	0.4049811439	0.6900306320	0.2787810192	0.8592001554	1.2423299637	1.0400625346	0.8178594900	0.8398991933	0.8238910245	0.9737591089	0.9809403689	-0.0350884233	-0.0084970959	-0.0277407031	-0.0265913274	-0.0192436073	0.0012311974	0.0000722006	0.0007695466	0.0007070987	0.0003703164	0.0020729447	0.0010774151	0.0031503598
0.6133333333	0.6000000000	0.6386603380	0.7750469075	0.3756605980	1.1345388873	1.1254788403	0.8815749260	0.8496379627	0.8493369242	0.8675129260	1.0003544394	1.0214002257	0.0030313599	0.0026769833	0.0238514395	0.0003543766	0.0211744562	0.0000091891	0.0000071662	0.0005688912	0.0000001256	0.0004483576	0.0005852465	0.0004484832	0.0010337297
0.6133333333	0.6133333333	0.6330584854	0.7741039685	0.3732518581	1.1281470934	1.1281470934	0.8852984668	0.8491410310	0.8491410310	0.8666471687	1.0000000000	1.0206162900	0.0024463142	0.0024463142	0.0228529649	0.0000000000	0.0204066507	0.0000059845	0.0000059845	0.0005222580	0.0000000000	0.0004164314	0.0005342269	0.0004164314	0.0009506583
0.6133333333	0.6266666667	0.6275360651	0.7731294031	0.3708826225	1.1218457359	1.1307748827	0.8889720350	0.8486428380	0.8489474982	0.8657893371	0.9996411319	1.0198384928	0.0018594397	0.0022183723	0.0218626467	-0.0003589325	0.0196442744	0.0000034575	0.0000049212	0.0004779753	0.0000001288	0.0003858975	0.0004863540	0.0003860263	0.0008723804
0.6133333333	0.6400000000	0.6220916361	0.7721247490	0.3685518349	1.1156327400	1.1333632045	0.8925967091	0.8481434174	0.8487562352	0.8649391986	0.9992779813	1.0190666798	0.0012707732	0.0019930527	0.0208802413	-0.0007222795	0.0188871886	0.0000016149	0.0000039723	0.0004359845	0.0000005217	0.0003567259	0.0004415716	0.0003572476	0.0007988192
0.6133333333	0.6533333333	0.6167237839	0.7710914778	0.3662584781	1.1095060969	1.1359130212	0.8961735355	0.8476428019	0.8485671562	0.8640965283	0.9989106881	1.0183006990	0.0006803503	0.0017702560	0.0199055126	-0.0010899056	0.0181352566	0.0000004629	0.0000031338	0.0003962294	0.0000011879	0.0003288875	0.0003998261	0.0003300754	0.0007299015
0.6133333333	0.6666666667	0.6114311208	0.7700309971	0.3640015723	1.1034638607	1.1384252631	0.8997035298	0.8471410234	0.8483801795	0.8632611083	0.9985393858	1.0175404013	0.0000882058	0.0015498877	0.0189382317	-0.0014616819	0.0173883439	0.0000000078	0.0000024022	0.0003586566	0.0000021365	0.0003023545	0.0003610666	0.0003044910	0.0006655576
0.6133333333	0.6800000000	0.6062122854	0.7689446543	0.3617801729	1.0975041462	1.1409008291	0.9031876783	0.8466381129	0.8481952278	0.8624327278	0.9981642023	1.0167856403	-0.0005056267	0.0013318582	0.0179781765	-0.0018374848	0.0166463184	0.0000002557	0.0000017738	0.0003232148	0.0000033764	0.0002770999	0.0003252443	0.0002804763	0.0006057206
0.6133333333	0.6933333333	0.6010659424	0.7678337387	0.3595933694	1.0916251264	1.1433405886	0.9066269387	0.8461341003	0.8480122272	0.8616111824	0.9977852596	1.0160362725	-0.0011011145	0.0011160820	0.0170251319	-0.0022171965	0.0159090498	0.0000012125	0.0000012456	0.0002898551	0.0000049160	0.0002530979	0.0002923132	0.0002580138	0.0005503270
0.6133333333	0.7066666667	0.5959907824	0.7666994848	0.3574402834	1.0858250299	1.1457453825	0.9100222412	0.8456290147	0.8478311079	0.8607962745	0.9974026746	1.0152921571	-0.0016982260	0.0009024782	0.0160788889	-0.0026007043	0.0151764106	0.0000028840	0.0000008145	0.0002585307	0.0000067637	0.0002303234	0.0002622291	0.0002370871	0.0004993162
0.6133333333	0.7200000000	0.5909855216	0.7655430743	0.3553200676	1.0801021394	1.1481160245	0.9133744897	0.8451228842	0.8476518034	0.8599878124	0.9970165590	1.0145531561	-0.0022969307	0.0006909697	0.0151392450	-0.0029879004	0.0144482753	0.0000052759	0.0000004774	0.0002291967	0.0000089275	0.0002087527	0.0002349501	0.0002176802	0.0004526303
0.6133333333	0.7333333333	0.5860489012	0.7643656388	0.3532319038	1.0744547890	1.1504533021	0.9166845625	0.8446157361	0.8474742503	0.8591856107	0.9966270194	1.0138191343	-0.0028971988	0.0004814831	0.0142060037	-0.0033786819	0.0137245207	0.0000083938	0.0000002318	0.0002018105	0.0000114155	0.0001883625	0.0002104361	0.0001997780	0.0004102141
0.6133333333	0.7466666667	0.5811796874	0.7631682618	0.3511750024	1.0688813626	1.1527579776	0.9199533134	0.8441075966	0.8472983883	0.8583894896	0.9962341581	1.0130899592	-0.0034990020	0.0002739485	0.0132789746	-0.0037729505	0.0130050260	0.0000122430	0.0000000750	0.0001763312	0.0000142352	0.0001691307	0.0001886492	0.0001833659	0.0003720151
