L	K	U4	U4_err	m_susc	m_susc_err	dat
64	0.1614285714	9.626608793036e-01	1.268508384229e-02	7.816463366631e-04	2.487842493241e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAA8E7A.dat
64	0.1615000000	9.877147778562e-01	2.072342752494e-03	3.161837725798e-04	1.790727446688e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.162_0.162_0.162_kt0.162/Lx64_Ly64_Tx0_Ty0_Nt256_k0.162_0.162_0.162_kt0.162_5EAA1411.dat
64	0.1612857143	9.102393504796e-01	1.894119065293e-02	2.860267132086e-03	3.588706157878e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAB852C.dat
64	0.1613571429	9.489413000909e-01	1.479085223628e-02	1.381379853998e-03	2.967302677484e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAB08C3.dat
64	0.1612142857	7.717836088064e-01	3.397044032905e-02	4.260241898372e-03	3.387426214694e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EA87FB5.dat
64	0.1611428571	7.356748957111e-01	3.427625074691e-02	2.530920175878e-03	2.499893815843e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EA8F81E.dat
64	0.1610714286	5.382720444681e-01	4.879857308909e-02	1.935868320119e-03	1.551046332228e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EA97267.dat
64	0.1610000000	4.731963165063e-01	5.937143084742e-02	2.677071067732e-03	1.800841745654e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EA9ECF0.dat
64	0.1609285714	4.068135874661e-01	9.046735604344e-02	1.534812112985e-03	1.222346956008e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAE6959.dat
64	0.1608571429	2.336494067385e-01	6.267318654730e-02	9.811380543819e-04	7.028220461262e-04	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAEE3A2.dat
64	0.1607857143	2.179508014656e-01	6.662780142145e-02	9.404658134677e-04	6.418123053943e-04	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAF5C0B.dat
64	0.1607142857	2.109425737864e-01	4.687383180094e-02	5.193679255448e-04	3.975545237976e-04	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAFD694.dat
64	0.1606428571	1.342252259131e-01	5.406558736077e-02	6.187656231763e-04	3.873585632369e-04	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAC50FD.dat
64	0.1605714286	8.789857412343e-02	7.307967807488e-02	4.106762603056e-04	3.112586074009e-04	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EACCD46.dat
48	0.1615000000	9.239368019257e-01	1.599689220966e-02	3.099916156951e-03	4.635394078383e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx48_Ly48_Tx0_Ty0_Nt192_k0.162_0.162_0.162_kt0.162/Lx48_Ly48_Tx0_Ty0_Nt192_k0.162_0.162_0.162_kt0.162_5EAAD241.dat
48	0.1614285714	8.725822711193e-01	2.465440337347e-02	5.903993268898e-03	5.505828628303e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EAB4CAA.dat
64	0.1605000000	2.106298101132e-02	9.518189191555e-02	4.203802952601e-04	2.815872747214e-04	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161/Lx64_Ly64_Tx0_Ty0_Nt256_k0.161_0.161_0.161_kt0.161_5EAD47AF.dat
48	0.1613571429	8.276330357478e-01	2.639482400251e-02	4.421318022058e-03	4.653341023869e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EABC933.dat
48	0.1612857143	6.443269722636e-01	4.940623163658e-02	6.184819480037e-03	4.147983020883e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA8439C.dat
48	0.1612142857	6.485423871804e-01	4.637201290665e-02	4.504063203183e-03	3.629641293702e-03	out_binder_1605_1615_nk15_ntraj500_Nt4L_L4to64/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA83DE5.dat
