L	K	U4	U4_err	m_susc	m_susc_err	dat
8	0.1669722049	8.934123789827e-01	1.495435451114e-02	2.346595916748e-02	2.116368849533e-02	out_binder_refine_zoom2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.167_0.167_0.167_kt0.167/Lx8_Ly8_Tx0_Ty0_Nt8_k0.167_0.167_0.167_kt0.167_5EAE4C9F.dat
8	0.1624473804	8.030235349353e-01	2.364391054153e-02	2.712161102295e-02	1.963194927621e-02	out_binder_refine_zoom2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EACAD15.dat
8	0.1616932430	8.030235349353e-01	2.364391054153e-02	2.712161102295e-02	1.963194927621e-02	out_binder_refine_zoom2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EACAD15.dat
16	0.1677263423	9.858127081755e-01	1.812710443514e-03	1.946838831902e-03	6.928848826995e-03	out_binder_refine_zoom2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.168_0.168_0.168_kt0.168/Lx16_Ly16_Tx0_Ty0_Nt16_k0.168_0.168_0.168_kt0.168_5EA932EE.dat
8	0.1677263423	9.049675741761e-01	1.327640717992e-02	2.511079559326e-02	2.227116487954e-02	out_binder_refine_zoom2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.168_0.168_0.168_kt0.168/Lx8_Ly8_Tx0_Ty0_Nt8_k0.168_0.168_0.168_kt0.168_5EA9D236.dat
16	0.1609391056	7.031956579436e-01	3.496554279618e-02	1.470549545288e-02	8.891354584130e-03	out_binder_refine_zoom2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EAD80BF.dat
8	0.1684804797	9.325958247134e-01	9.882835011629e-03	1.661632537842e-02	1.992864475713e-02	out_binder_refine_zoom2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.168_0.168_0.168_kt0.168/Lx8_Ly8_Tx0_Ty0_Nt8_k0.168_0.168_0.168_kt0.168_5EA959AD.dat
8	0.1609391056	7.040451787973e-01	3.240357547251e-02	2.803787231445e-02	1.682746263984e-02	out_binder_refine_zoom2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EADA1C7.dat
16	0.1684804797	9.894356030602e-01	1.123354030730e-03	1.557960605621e-03	6.382303560888e-03	out_binder_refine_zoom2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.168_0.168_0.168_kt0.168/Lx16_Ly16_Tx0_Ty0_Nt16_k0.168_0.168_0.168_kt0.168_5EA8B885.dat
24	0.1677263423	9.956006617750e-01	6.880163778884e-04	7.242661548084e-04	4.190609555007e-03	out_binder_refine_zoom2_momentJK/Lx24_Ly24_Tx0_Ty0_Nt24_k0.168_0.168_0.168_kt0.168/Lx24_Ly24_Tx0_Ty0_Nt24_k0.168_0.168_0.168_kt0.168_5EA915C6.dat
24	0.1684804797	9.955846030308e-01	4.324528386415e-04	6.172803902331e-04	3.947044841821e-03	out_binder_refine_zoom2_momentJK/Lx24_Ly24_Tx0_Ty0_Nt24_k0.168_0.168_0.168_kt0.168/Lx24_Ly24_Tx0_Ty0_Nt24_k0.168_0.168_0.168_kt0.168_5EA89B7D.dat
32	0.1684804797	9.985897502807e-01	1.605109702704e-04	2.215866804123e-04	2.401182479701e-03	out_binder_refine_zoom2_momentJK/Lx32_Ly32_Tx0_Ty0_Nt32_k0.168_0.168_0.168_kt0.168/Lx32_Ly32_Tx0_Ty0_Nt32_k0.168_0.168_0.168_kt0.168_5EA8FA55.dat
