L	K	U4	U4_err	m_susc	m_susc_err	dat
48	0.1613571429	7.074745067875e-01	9.608147713318e-02	5.624936275562e-03	1.071737057417e-02	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EABC933.dat
48	0.1612857143	7.855587322482e-01	7.056582655016e-02	4.121688343738e-03	8.730098781910e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA8439C.dat
48	0.1611428571	3.240024939304e-01	1.438099117545e-01	1.959562838200e-03	3.723679156781e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA8B64E.dat
48	0.1610714286	4.582995134295e-01	9.329270974694e-02	2.384413573150e-03	4.078212886945e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA930D7.dat
48	0.1612142857	6.610023536316e-01	1.023614127195e-01	5.694200492200e-03	1.060097664657e-02	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA83DE5.dat
48	0.1610000000	5.433961355689e-01	8.905931340663e-02	5.717220519183e-03	6.500273414637e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EA9AD20.dat
48	0.1609285714	3.359650589764e-01	1.455421680162e-01	3.192097247260e-03	4.695280866295e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EAE2789.dat
48	0.1608571429	4.665565099429e-01	1.192150411035e-01	9.283869651201e-04	2.310894287224e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EAEA012.dat
32	0.1615000000	5.262912591947e-01	1.230737247631e-01	6.031111648772e-03	1.241625579028e-02	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EAA90B1.dat
32	0.1614285714	6.510286588069e-01	5.418398490541e-02	6.446648770943e-03	9.811134975432e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAB0D1A.dat
32	0.1613571429	6.926320741871e-01	6.512233458976e-02	3.047347860411e-03	6.822185685637e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAB8763.dat
32	0.1612857143	6.226418509959e-01	1.219886511171e-01	6.086032197345e-03	1.154738078106e-02	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA801CC.dat
48	0.1607857143	1.207545592462e-01	2.045455639652e-01	4.622057429802e-04	9.140443043146e-04	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161/Lx48_Ly48_Tx0_Ty0_Nt192_k0.161_0.161_0.161_kt0.161_5EAF1A7B.dat
32	0.1612142857	6.178086871330e-01	1.024032252144e-01	8.406164450571e-03	9.849111327882e-03	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA8FA55.dat
32	0.1611428571	3.574499179987e-01	1.727104290654e-01	6.642240798101e-03	1.158831330520e-02	out_binder_1605_1615_nk15_ntraj100_Nt4L_L8to128/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA974BE.dat
