r1	r2	tau_eff_real	tau_eff_imag	beta_c	alpha	beta_angle	gamma	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.6000000000	0.7600000000	0.5764738625	0.7567505434	0.3512703999	1.0605637251	1.1612273979	0.9198015307	0.8878113560	0.8938895794	0.8455476656	0.9932002525	0.9459195913	-0.0067368977	0.0000860734	-0.0032724570	-0.0068229711	-0.0033585303	0.0000453858	0.0000000074	0.0000107090	0.0000465529	0.0000112797	0.0000561022	0.0000578327	0.0001139348
0.6000000000	0.7733333333	0.5717298964	0.7555523509	0.3492510932	1.0551233295	1.1634512228	0.9230181012	0.8872037140	0.8937877173	0.8452156261	0.9926335939	0.9456558976	-0.0074215589	-0.0000278869	-0.0036652257	-0.0073936720	-0.0036373388	0.0000550795	0.0000000008	0.0000134339	0.0000546664	0.0000132302	0.0000685142	0.0000678966	0.0001364108
0.6000000000	0.7866666667	0.5670498404	0.7543364576	0.3472613267	1.0497527546	1.1656446051	0.9261952939	0.8865971985	0.8936866693	0.8448833044	0.9920671629	0.9453909669	-0.0081054186	-0.0001409492	-0.0040584828	-0.0079644695	-0.0039175336	0.0000656978	0.0000000199	0.0000164713	0.0000634328	0.0000153471	0.0000821890	0.0000787798	0.0001609688
0.6000000000	0.8000000000	0.5624325584	0.7531037986	0.3453003958	1.0444505473	1.1678082215	0.9293338848	0.8859918173	0.8935864106	0.8445506842	0.9915009973	0.9451248074	-0.0087884662	-0.0002531410	-0.0044522480	-0.0085353252	-0.0041991070	0.0000772371	0.0000000641	0.0000198225	0.0000728518	0.0000176325	0.0000971237	0.0000904843	0.0001876080
0.6000000000	0.8133333333	0.5578769374	0.7518552700	0.3433676193	1.0392152967	1.1699427281	0.9324346288	0.8853875769	0.8934869175	0.8442177505	0.9909351325	0.9448574277	-0.0094706920	-0.0003644886	-0.0048465397	-0.0091062034	-0.0044820511	0.0000896940	0.0000001329	0.0000234889	0.0000829229	0.0000200888	0.0001133158	0.0001030117	0.0002163275
0.6000000000	0.8266666667	0.5533818862	0.7505917307	0.3414623383	1.0340456318	1.1720487611	0.9354982606	0.8847844833	0.8933881675	0.8438844891	0.9903696014	0.9445888359	-0.0101520875	-0.0004750167	-0.0052413754	-0.0096770708	-0.0047663586	0.0001030649	0.0000002256	0.0000274720	0.0000936457	0.0000227182	0.0001307625	0.0001163639	0.0002471264
0.6000000000	0.8400000000	0.5489463361	0.7493140041	0.3395839152	1.0289402209	1.1741269373	0.9385254954	0.8841825412	0.8932901391	0.8435508864	0.9898044348	0.9443190399	-0.0108326453	-0.0005847493	-0.0056367714	-0.0102478960	-0.0050520221	0.0001173462	0.0000003419	0.0000317732	0.0001050194	0.0000255229	0.0001494613	0.0001305423	0.0002800036
0.6000000000	0.8533333333	0.5445692396	0.7480228792	0.3377317328	1.0238977692	1.1761778552	0.9415170292	0.8835817544	0.8931928118	0.8432169300	0.9892396611	0.9440480475	-0.0115123590	-0.0006937090	-0.0060327434	-0.0108186500	-0.0053390345	0.0001325344	0.0000004812	0.0000363940	0.0001170432	0.0000285053	0.0001694096	0.0001455485	0.0003149581
0.6000000000	0.8666666667	0.5402495706	0.7467191125	0.3359051938	1.0189170183	1.1782020953	0.9444735399	0.8829821261	0.8930961661	0.8428826080	0.9886753070	0.9437758665	-0.0121912230	-0.0008019173	-0.0064293061	-0.0113893056	-0.0056273888	0.0001486259	0.0000006431	0.0000413360	0.0001297163	0.0000316675	0.0001906050	0.0001613838	0.0003519888
0.6000000000	0.8800000000	0.5359863238	0.7454034296	0.3341037195	1.0139967446	1.1802002212	0.9473956878	0.8823836586	0.8930001832	0.8425479092	0.9881113970	0.9435025043	-0.0128692327	-0.0009093951	-0.0068264732	-0.0119598376	-0.0059170781	0.0001656172	0.0000008270	0.0000466007	0.0001430377	0.0000350118	0.0002130449	0.0001780495	0.0003910944
0.6000000000	0.8933333333	0.5317785141	0.7440765257	0.3323267493	1.0091357578	1.1821727799	0.9502841158	0.8817863532	0.8929048455	0.8422128232	0.9875479540	0.9432279682	-0.0135463844	-0.0010161620	-0.0072242579	-0.0125302224	-0.0062080959	0.0001835045	0.0000010326	0.0000521899	0.0001570065	0.0000385405	0.0002367270	0.0001955469	0.0004322739
0.6000000000	0.9066666667	0.5276251766	0.7427390680	0.3305737400	1.0043329003	1.1841203027	0.9531394505	0.8811902109	0.8928101357	0.8418773401	0.9869849991	0.9429522655	-0.0142226751	-0.0011222369	-0.0076226725	-0.0131004382	-0.0065004356	0.0002022845	0.0000012594	0.0000581051	0.0001716215	0.0000422557	0.0002616490	0.0002138771	0.0004755262
0.6000000000	0.9200000000	0.5235253659	0.7413916960	0.3288441652	0.9995870456	1.1860433056	0.9559623024	0.8805952318	0.8927160376	0.8415414508	0.9864225518	0.9426754033	-0.0148981026	-0.0012276379	-0.0080217287	-0.0136704647	-0.0067940908	0.0002219535	0.0000015071	0.0000643481	0.0001868816	0.0000461597	0.0002878087	0.0002330413	0.0005208500
0.6000000000	0.9333333333	0.5194781560	0.7400350231	0.3271375143	0.9948970974	1.1879422897	0.9587532664	0.8800014153	0.8926225357	0.8412051465	0.9858606300	0.9423973885	-0.0155726654	-0.0013323821	-0.0084214375	-0.0142402833	-0.0070890554	0.0002425079	0.0000017752	0.0000709206	0.0002027857	0.0000502547	0.0003152038	0.0002530404	0.0005682441
0.6000000000	0.9466666667	0.5154826394	0.7386696376	0.3254532924	0.9902619887	1.1898177422	0.9615129227	0.8794087604	0.8925296149	0.8408684191	0.9852992502	0.9421182278	-0.0162463627	-0.0014364861	-0.0088218093	-0.0148098766	-0.0073853232	0.0002639443	0.0000020635	0.0000778243	0.0002193324	0.0000545430	0.0003438321	0.0002738754	0.0006177076
0.6000000000	0.9600000000	0.5115379275	0.7372961040	0.3237910190	0.9856806804	1.1916701365	0.9642418367	0.8788172654	0.8924372612	0.8405312609	0.9847384277	0.9418379280	-0.0169191943	-0.0015399656	-0.0092228539	-0.0153792287	-0.0076828883	0.0002862591	0.0000023715	0.0000850610	0.0002365207	0.0000590268	0.0003736917	0.0002955474	0.0006692391
0.6000000000	0.9733333333	0.5076431494	0.7359149636	0.3221502282	0.9811521609	1.1934999328	0.9669405599	0.8782269280	0.8923454607	0.8401936649	0.9841781762	0.9415564956	-0.0175911607	-0.0016428358	-0.0096245807	-0.0159483249	-0.0079817448	0.0003094489	0.0000026989	0.0000926326	0.0002543491	0.0000637083	0.0004047804	0.0003180573	0.0007228377
0.6000000000	0.9866666667	0.5037974521	0.7345267357	0.3205304677	0.9766754448	1.1953075787	0.9696096301	0.8776377457	0.8922542004	0.8398556242	0.9836185084	0.9412739372	-0.0182622630	-0.0017451111	-0.0100269982	-0.0165171518	-0.0082818871	0.0003335102	0.0000030454	0.0001005407	0.0002728163	0.0000685897	0.0004370964	0.0003414060	0.0007785023
0.6000000000	1.0000000000	0.5000000000	0.7331319186	0.3189312984	0.9722495721	1.1970935095	0.9722495721	0.8770497153	0.8921634679	0.8395171326	0.9830594357	0.9409902589	-0.0189325025	-0.0018468055	-0.0104301149	-0.0170856971	-0.0085833094	0.0003584397	0.0000034107	0.0001087873	0.0002919210	0.0000736732	0.0004706376	0.0003655942	0.0008362319
0.6000000000	1.0133333333	0.4962499743	0.7317309902	0.3173522938	0.9678736075	1.1988581485	0.9748608976	0.8764628330	0.8920732510	0.8391781842	0.9825009685	0.9407054671	-0.0196018815	-0.0019479320	-0.0108339385	-0.0176539495	-0.0088860064	0.0003842338	0.0000037944	0.0001173742	0.0003116619	0.0000789611	0.0005054024	0.0003906230	0.0008960255
0.6000000000	1.0266666667	0.4925465729	0.7303244091	0.3157930399	0.9635466394	1.2006019079	0.9774441063	0.8758770951	0.8919835382	0.8388387736	0.9819431161	0.9404195679	-0.0202704025	-0.0020485037	-0.0112384763	-0.0182218989	-0.0091899726	0.0004108892	0.0000041964	0.0001263033	0.0003320376	0.0000844556	0.0005413889	0.0004164932	0.0009578821
0.6000000000	1.0400000000	0.4888890099	0.7289126152	0.3142531341	0.9592677793	1.2023251886	0.9799996857	0.8752924970	0.8918943186	0.8384988955	0.9813858869	0.9401325673	-0.0209380684	-0.0021485325	-0.0116437352	-0.0187895360	-0.0094952028	0.0004384027	0.0000046162	0.0001355766	0.0003530467	0.0000901589	0.0005785955	0.0004432055	0.0010218010
0.6000000000	1.0533333333	0.4852765155	0.7274960309	0.3127321855	0.9550361611	1.2040283809	0.9825281116	0.8747090339	0.8918055816	0.8381585453	0.9808292884	0.9398444713	-0.0216048828	-0.0022480302	-0.0120497219	-0.0193568525	-0.0098016916	0.0004667710	0.0000050536	0.0001451958	0.0003746877	0.0000960732	0.0006170204	0.0004707609	0.0010877813
0.6000000000	1.0666666667	0.4817083352	0.7260750611	0.3112298140	0.9508509400	1.2057118650	0.9850298486	0.8741267009	0.8917173168	0.8378177184	0.9802733270	0.9395552857	-0.0222708493	-0.0023470082	-0.0124564423	-0.0199238411	-0.0101094341	0.0004959907	0.0000055084	0.0001551630	0.0003969594	0.0001022007	0.0006566621	0.0004991601	0.0011558222
0.6000000000	1.0800000000	0.4781837300	0.7246500946	0.3097456501	0.9467112923	1.2073760109	0.9875053504	0.8735454925	0.8916295147	0.8374764107	0.9797180086	0.9392650163	-0.0229359722	-0.0024454772	-0.0128639024	-0.0204904951	-0.0104184252	0.0005260588	0.0000059804	0.0001654800	0.0004198604	0.0001085436	0.0006975192	0.0005284040	0.0012259231
0.6000000000	1.0933333333	0.4747019756	0.7232215042	0.3082793344	0.9426164144	1.2090211792	0.9899550600	0.8729654030	0.8915421657	0.8371346183	0.9791633380	0.9389736688	-0.0236002561	-0.0025434475	-0.0132721075	-0.0210568087	-0.0107286600	0.0005569721	0.0000064691	0.0001761488	0.0004433892	0.0001151041	0.0007395901	0.0005584933	0.0012980834
0.6000000000	1.1066666667	0.4712623624	0.7217896479	0.3068305175	0.9385655224	1.2106477209	0.9923794103	0.8723864264	0.8914552610	0.8367923377	0.9786093196	0.9386812488	-0.0242637059	-0.0026409291	-0.0136810628	-0.0216227768	-0.0110401337	0.0005887274	0.0000069745	0.0001871715	0.0004675445	0.0001218846	0.0007828734	0.0005894290	0.0013723024
0.6000000000	1.1200000000	0.4678641950	0.7203548690	0.3053988592	0.9345578514	1.2122559783	0.9947788239	0.8718085565	0.8913687918	0.8364495655	0.9780559568	0.9383877619	-0.0249263266	-0.0027379316	-0.0140907730	-0.0221883950	-0.0113528414	0.0006213218	0.0000074963	0.0001985499	0.0004923249	0.0001288870	0.0008273679	0.0006212119	0.0014485798
0.6000000000	1.1333333333	0.4645067920	0.7189174969	0.3039840289	0.9305926548	1.2138462849	0.9971537138	0.8712317869	0.8912827497	0.8361062988	0.9775032526	0.9380932134	-0.0255881239	-0.0028344643	-0.0145012427	-0.0227536596	-0.0116667784	0.0006547521	0.0000080342	0.0002102860	0.0005177290	0.0001361137	0.0008730723	0.0006538427	0.0015269151
0.6000000000	1.1466666667	0.4611894856	0.7174778479	0.3025857043	0.9266692039	1.2154189658	0.9995044838	0.8706561108	0.8911971269	0.8357625346	0.9769512092	0.9377976088	-0.0262491034	-0.0029305359	-0.0149124761	-0.0233185676	-0.0119819402	0.0006890154	0.0000085880	0.0002223819	0.0005437556	0.0001435669	0.0009199854	0.0006873225	0.0016073079
0.6000000000	1.1600000000	0.4579116212	0.7160362252	0.3012035721	0.9227867873	1.2169743380	1.0018315283	0.8700815213	0.8911119155	0.8354182705	0.9763998283	0.9375009535	-0.0269092712	-0.0030261550	-0.0153244772	-0.0238831163	-0.0122983222	0.0007241089	0.0000091576	0.0002348396	0.0005704032	0.0001512487	0.0009681061	0.0007216520	0.0016897581
0.6000000000	1.1733333333	0.4546725577	0.7145929198	0.2998373271	0.9189447104	1.2185127104	1.0041352329	0.8695080115	0.8910271082	0.8350735040	0.9758491111	0.9372032526	-0.0275686335	-0.0031213297	-0.0157372496	-0.0244473038	-0.0126159199	0.0007600296	0.0000097427	0.0002476610	0.0005976707	0.0001591614	0.0010174333	0.0007568321	0.0017742654
0.6000000000	1.1866666667	0.4514716662	0.7131482111	0.2984866719	0.9151422946	1.2200343845	1.0064159745	0.8689355741	0.8909426977	0.8347282330	0.9752990582	0.9369045115	-0.0282271967	-0.0032160681	-0.0161507969	-0.0250111286	-0.0129347289	0.0007967746	0.0000103431	0.0002608482	0.0006255566	0.0001673072	0.0010679660	0.0007928638	0.0018608297
0.6000000000	1.2000000000	0.4483083306	0.7117023668	0.2971513170	0.9113788776	1.2215396543	1.0086741218	0.8683642016	0.8908586773	0.8343824555	0.9747496698	0.9366047351	-0.0288849675	-0.0033103776	-0.0165651223	-0.0255745899	-0.0132547447	0.0008343413	0.0000109586	0.0002744033	0.0006540596	0.0001756883	0.0011197032	0.0008297479	0.0019494511
0.6000000000	1.2133333333	0.4451819470	0.7102556439	0.2958309804	0.9076538118	1.2230288067	1.0109100351	0.8677938865	0.8907750403	0.8340361699	0.9742009455	0.9363039288	-0.0295419527	-0.0034042656	-0.0169802288	-0.0261376870	-0.0135759631	0.0008727270	0.0000115890	0.0002883282	0.0006831787	0.0001843068	0.0011726442	0.0008674855	0.0020401296
0.6000000000	1.2266666667	0.4420919234	0.7088082890	0.2945253871	0.9039664650	1.2245021216	1.0131240670	0.8672246212	0.8906917802	0.8336893744	0.9736528847	0.9360020974	-0.0301981593	-0.0034977393	-0.0173961191	-0.0267004201	-0.0138983799	0.0009119288	0.0000122342	0.0003026250	0.0007129124	0.0001931650	0.0012267880	0.0009060774	0.0021328654
0.6000000000	1.2400000000	0.4390376793	0.7073605386	0.2932342692	0.9003162191	1.2259598721	1.0153165623	0.8666563978	0.8906088909	0.8333420677	0.9731054862	0.9356992459	-0.0308535946	-0.0035908053	-0.0178127960	-0.0272627893	-0.0142219907	0.0009519443	0.0000128939	0.0003172957	0.0007432597	0.0002022650	0.0012821339	0.0009455247	0.0022276586
0.6000000000	1.2533333333	0.4360186458	0.7059126194	0.2919573656	0.8967024702	1.2274023251	1.0174878583	0.8660892086	0.8905263665	0.8329942485	0.9725587485	0.9353953794	-0.0315082657	-0.0036834702	-0.0182302617	-0.0278247955	-0.0145467915	0.0009927708	0.0000135680	0.0003323424	0.0007742192	0.0002116091	0.0013386812	0.0009858284	0.0023245096
0.6000000000	1.2666666667	0.4330342652	0.7044647491	0.2906944217	0.8931246277	1.2288297407	1.0196382852	0.8655230454	0.8904442012	0.8326459158	0.9720126698	0.9350905027	-0.0321621802	-0.0037757404	-0.0186485186	-0.0283864398	-0.0148727781	0.0010344058	0.0000142562	0.0003477672	0.0008057900	0.0002211995	0.0013964293	0.0010269895	0.0024234188
0.6000000000	1.2800000000	0.4300839904	0.7030171361	0.2894451891	0.8895821146	1.2302423732	1.0217681657	0.8649579002	0.8903623895	0.8322970686	0.9714672479	0.9347846207	-0.0328153457	-0.0038676221	-0.0190675686	-0.0289477236	-0.0151999465	0.0010768469	0.0000149585	0.0003635722	0.0008379707	0.0002310384	0.0014553776	0.0010690091	0.0025243867
0.6000000000	1.2933333333	0.4271672854	0.7015699807	0.2882094256	0.8860743665	1.2316404710	1.0238778162	0.8643937649	0.8902809260	0.8319477061	0.9709224803	0.9344777382	-0.0334677698	-0.0039591210	-0.0194874137	-0.0295086488	-0.0155282927	0.0011200916	0.0000156746	0.0003797593	0.0008707604	0.0002411279	0.0015155255	0.0011118882	0.0026274138
0.6000000000	1.3066666667	0.4242836242	0.7001234745	0.2869868950	0.8826008314	1.2330242764	1.0259675458	0.8638306312	0.8901998056	0.8315978276	0.9703783643	0.9341698599	-0.0341194603	-0.0040502430	-0.0199080556	-0.0300692173	-0.0158578126	0.0011641376	0.0000164045	0.0003963307	0.0009041578	0.0002514702	0.0015768727	0.0011556280	0.0027325008
0.6000000000	1.3200000000	0.4214324914	0.6986778014	0.2857773668	0.8791609696	1.2343940264	1.0280376576	0.8632684909	0.8901190232	0.8312474327	0.9698348967	0.9338609906	-0.0347704251	-0.0041409935	-0.0203294958	-0.0306294316	-0.0161885024	0.0012089825	0.0000171478	0.0004132884	0.0009381621	0.0002620676	0.0016394187	0.0012002297	0.0028396484
0.6000000000	1.3333333333	0.4186133812	0.6972331377	0.2845806161	0.8757542532	1.2357499524	1.0300884480	0.8627073356	0.8900385740	0.8308965209	0.9692920743	0.9335511349	-0.0354206720	-0.0042313778	-0.0207517358	-0.0311892942	-0.0165203580	0.0012546240	0.0000179046	0.0004306345	0.0009727721	0.0002729222	0.0017031631	0.0012456943	0.0029488574
0.6000000000	1.3466666667	0.4158257978	0.6957896524	0.2833964232	0.8723801656	1.2370922807	1.0321202073	0.8621471570	0.8899584534	0.8305450919	0.9687498936	0.9332402976	-0.0360702093	-0.0043214012	-0.0211747769	-0.0317488081	-0.0168533757	0.0013010600	0.0000186745	0.0004483712	0.0010079868	0.0002840363	0.0017681057	0.0012920231	0.0030601288
0.6000000000	1.3600000000	0.4130692548	0.6943475073	0.2822245739	0.8690382013	1.2384212322	1.0341332200	0.8615879467	0.8898786567	0.8301931456	0.9682083508	0.9329284833	-0.0367190449	-0.0044110685	-0.0215986201	-0.0323079764	-0.0171875516	0.0013482883	0.0000194575	0.0004665004	0.0010438053	0.0002954119	0.0018342462	0.0013392173	0.0031734634
0.6000000000	1.3733333333	0.4103432753	0.6929068575	0.2810648589	0.8657278658	1.2397370232	1.0361277645	0.8610296962	0.8897991798	0.8298406819	0.9676674420	0.9326156966	-0.0373671870	-0.0045003846	-0.0220232665	-0.0328668024	-0.0175228819	0.0013963067	0.0000202535	0.0004850243	0.0010802267	0.0003070514	0.0019015844	0.0013872781	0.0032888625
0.6000000000	1.3866666667	0.4076473913	0.6914678516	0.2799170738	0.8624486751	1.2410398648	1.0381041136	0.8604723971	0.8897200183	0.8294877008	0.9671271630	0.9323019419	-0.0380146438	-0.0045893542	-0.0224487170	-0.0334252896	-0.0178593629	0.0014451131	0.0000210622	0.0005039449	0.0011172500	0.0003189568	0.0019701202	0.0014362068	0.0034063270
0.6000000000	1.4000000000	0.4049811439	0.6900306320	0.2787810192	0.8592001554	1.2423299637	1.0400625346	0.8599160410	0.8896411680	0.8291342025	0.9665875095	0.9319872240	-0.0386614235	-0.0046779817	-0.0228749724	-0.0339834417	-0.0181969907	0.0014947057	0.0000218835	0.0005232644	0.0011548743	0.0003311305	0.0020398535	0.0014860048	0.0035258583
0.6133333333	0.6000000000	0.6386603380	0.7750469075	0.3756605980	1.1345388873	1.1254788403	0.8815749260	0.8957816051	0.8952752204	0.8498601929	1.0005656190	0.9492725516	0.0022004578	0.0016349987	0.0018148577	0.0005654591	0.0001798590	0.0000048420	0.0000026732	0.0000032937	0.0000003197	0.0000000323	0.0000108089	0.0000003521	0.0000111610
0.6133333333	0.6133333333	0.6330584854	0.7741039685	0.3732518581	1.1281470934	1.1281470934	0.8852984668	0.8951592576	0.8951592576	0.8495259263	1.0000000000	0.9490221087	0.0015054628	0.0015054628	0.0014214608	0.0000000000	-0.0000840019	0.0000022664	0.0000022664	0.0000020206	0.0000000000	0.0000000071	0.0000065534	0.0000000071	0.0000065604
0.6133333333	0.6266666667	0.6275360651	0.7731294031	0.3708826225	1.1218457359	1.1307748827	0.8889720350	0.8945379953	0.8950446241	0.8491919246	0.9994339625	0.9487704878	0.0008111974	0.0013773952	0.0010282211	-0.0005661978	-0.0003491742	0.0000006580	0.0000018972	0.0000010572	0.0000003206	0.0000001219	0.0000036125	0.0000004425	0.0000040550
0.6133333333	0.6400000000	0.6220916361	0.7721247490	0.3685518349	1.1156327400	1.1333632045	0.8925967091	0.8939178375	0.8949312699	0.8488581437	0.9988675863	0.9485176932	0.0001176854	0.0012507407	0.0006350867	-0.0011330554	-0.0006156540	0.0000000138	0.0000015644	0.0000004033	0.0000012838	0.0000003790	0.0000019815	0.0000016628	0.0000036444
0.6133333333	0.6533333333	0.6167237839	0.7710914778	0.3662584781	1.1095060969	1.1359130212	0.8961735355	0.8932988021	0.8948191475	0.8485245421	0.9983009467	0.9482637295	-0.0005750515	0.0011254469	0.0002420090	-0.0017004984	-0.0008834379	0.0000003307	0.0000012666	0.0000000586	0.0000028917	0.0000007805	0.0000016559	0.0000036722	0.0000053280
0.6133333333	0.6666666667	0.6114311208	0.7700309971	0.3640015723	1.1034638607	1.1384252631	0.8997035298	0.8926809055	0.8947082121	0.8481910806	0.9977341142	0.9480086011	-0.0012669929	0.0010014640	-0.0001510581	-0.0022684568	-0.0011525220	0.0000016053	0.0000010029	0.0000000228	0.0000051459	0.0000013283	0.0000026310	0.0000064742	0.0000091052
0.6133333333	0.6800000000	0.6062122854	0.7689446543	0.3617801729	1.0975041462	1.1409008291	0.9031876783	0.8920641624	0.8945984209	0.8478577223	0.9971671552	0.9477523127	-0.0019581203	0.0008787446	-0.0005441579	-0.0028368649	-0.0014229026	0.0000038342	0.0000007722	0.0000002961	0.0000080478	0.0000020247	0.0000049025	0.0000100725	0.0000149750
0.6133333333	0.6933333333	0.6010659424	0.7678337387	0.3595933694	1.0916251264	1.1433405886	0.9066269387	0.8914485862	0.8944897333	0.8475244324	0.9966001319	0.9474948687	-0.0026484166	0.0007572441	-0.0009373316	-0.0034056607	-0.0016945758	0.0000070141	0.0000005734	0.0000008786	0.0000115985	0.0000028716	0.0000084661	0.0000144701	0.0000229362
0.6133333333	0.7066666667	0.5959907824	0.7666994848	0.3574402834	1.0858250299	1.1457453825	0.9100222412	0.8908341890	0.8943821108	0.8471911782	0.9960331029	0.9472362740	-0.0033378664	0.0006369197	-0.0013306180	-0.0039747861	-0.0019675377	0.0000111414	0.0000004057	0.0000017705	0.0000157989	0.0000038712	0.0000133176	0.0000196701	0.0000329877
0.6133333333	0.7200000000	0.5909855216	0.7655430743	0.3553200676	1.0801021394	1.1481160245	0.9133744897	0.8902209815	0.8942755169	0.8468579286	0.9954661228	0.9469765330	-0.0040264554	0.0005177310	-0.0017240536	-0.0045441864	-0.0022417846	0.0000162123	0.0000002680	0.0000029724	0.0000206496	0.0000050256	0.0000194527	0.0000256752	0.0000451280
0.6133333333	0.7333333333	0.5860489012	0.7643656388	0.3532319038	1.0744547890	1.1504533021	0.9166845625	0.8896089732	0.8941699167	0.8465246544	0.9948992430	0.9467156506	-0.0047141709	0.0003996394	-0.0021176731	-0.0051138103	-0.0025173124	0.0000222234	0.0000001597	0.0000044845	0.0000261511	0.0000063369	0.0000268677	0.0000324879	0.0000593556
0.6133333333	0.7466666667	0.5811796874	0.7631682618	0.3511750024	1.0688813626	1.1527579776	0.9199533134	0.8889981725	0.8940652771	0.8461913280	0.9943325116	0.9464536312	-0.0054010013	0.0002826082	-0.0025115092	-0.0056836095	-0.0027941174	0.0000291708	0.0000000799	0.0000063077	0.0000323034	0.0000078071	0.0000355584	0.0000401105	0.0000756689
