tau_real	tau_imag	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.0326511628	0.9321315678	0.8781026393	0.8891621465	0.8445431060	0.9875618780	0.9498190058	0.0327069925	0.0027680411	0.0245646056	0.0299389513	0.0217965644	0.0010697474	0.0000076621	0.0006034198	0.0008963408	0.0004750902	0.0016808293	0.0013714310	0.0030522603
0.0326511628	0.9387982344	0.8793259880	0.8892579971	0.8452465741	0.9888311276	0.9505077006	0.0340991957	0.0028758341	0.0253972158	0.0312233616	0.0225213817	0.0011627551	0.0000082704	0.0006450186	0.0009748983	0.0005072126	0.0018160441	0.0014821109	0.0032981551
0.0326511628	0.9454649011	0.8805388088	0.8893511837	0.8459363583	0.9900912316	0.9511837099	0.0354775072	0.0029806200	0.0262129576	0.0324968872	0.0232323376	0.0012586535	0.0000088841	0.0006871191	0.0010560477	0.0005397415	0.0019546568	0.0015957892	0.0035504460
0.0326511628	0.9521315678	0.8817413866	0.8894417115	0.8466127420	0.9913425188	0.9518473566	0.0368423050	0.0030824056	0.0270122061	0.0337598993	0.0239298005	0.0013573554	0.0000095012	0.0007296593	0.0011397308	0.0005726354	0.0020965159	0.0017123662	0.0038088821
0.0326511628	0.9587982344	0.8829339973	0.8895295852	0.8472759986	0.9925853080	0.9524989530	0.0381939539	0.0031811972	0.0277953233	0.0350127567	0.0246141260	0.0014587781	0.0000101200	0.0007725800	0.0012258931	0.0006058552	0.0022414781	0.0018317483	0.0040732265
0.0326511628	0.9654649011	0.8841169078	0.8896148094	0.8479263931	0.9938199077	0.9531388013	0.0395328069	0.0032770008	0.0285626588	0.0362558061	0.0252856579	0.0015628428	0.0000107387	0.0008158255	0.0013144835	0.0006393645	0.0023894070	0.0019538480	0.0043432550
0.0326511628	0.9721315678	0.8852903767	0.8896973883	0.8485641813	0.9950466173	0.9537671937	0.0408592048	0.0033698220	0.0293145501	0.0374893829	0.0259447281	0.0016694746	0.0000113557	0.0008593428	0.0014054538	0.0006731289	0.0025401732	0.0020785827	0.0046187559
0.0326511628	0.9787982344	0.8864546542	0.8897773258	0.8491896111	0.9962657268	0.9543844133	0.0421734771	0.0034596659	0.0300513233	0.0387138112	0.0265916574	0.0017786022	0.0000119693	0.0009030820	0.0014987592	0.0007071162	0.0026936535	0.0022058754	0.0048995289
0.0326511628	0.9854649011	0.8876099828	0.8898546256	0.8498029220	0.9974775174	0.9549907340	0.0434759424	0.0035465375	0.0307732935	0.0399294049	0.0272267560	0.0018901576	0.0000125779	0.0009469956	0.0015943574	0.0007412962	0.0028497311	0.0023356536	0.0051853847
0.0353178295	0.5854649011	0.7877012778	0.8801960262	0.7766241054	0.8949157397	0.8823308471	-0.0759375667	-0.0073669301	-0.0592747162	-0.0685706365	-0.0519077861	0.0057665140	0.0000542717	0.0035134920	0.0047019322	0.0026944183	0.0093342777	0.0073963504	0.0167306281
0.0353178295	0.5921315678	0.7903035043	0.8804525995	0.7788797349	0.8976105071	0.8846356241	-0.0726394413	-0.0070754770	-0.0563745227	-0.0655639643	-0.0492990457	0.0052764884	0.0000500624	0.0031780868	0.0042986334	0.0024303959	0.0085046376	0.0067290293	0.0152336669
0.0353178295	0.5987982344	0.7928498012	0.8807053101	0.7810755336	0.9002441476	0.8868750133	-0.0694226977	-0.0067884946	-0.0535593135	-0.0626342031	-0.0467708189	0.0048195110	0.0000460837	0.0028686001	0.0039230434	0.0021875095	0.0077341947	0.0061105529	0.0138447476
0.0353178295	0.6054649011	0.7953422023	0.8809542002	0.7832135822	0.9028190139	0.8890514196	-0.0662840305	-0.0065059314	-0.0508257396	-0.0597780991	-0.0443198081	0.0043935727	0.0000423271	0.0025832558	0.0035734211	0.0019642454	0.0070191556	0.0055376665	0.0125568222
0.0353178295	0.6121315678	0.7977826579	0.8811993118	0.7852958759	0.9053373592	0.8911671462	-0.0632202938	-0.0062277358	-0.0481706139	-0.0569925580	-0.0419428780	0.0039968055	0.0000387847	0.0023204080	0.0032481517	0.0017592050	0.0063559983	0.0050073567	0.0113633550
0.0353178295	0.6187982344	0.8001730384	0.8814406869	0.7873243278	0.9078013419	0.8932243989	-0.0602284933	-0.0059538568	-0.0455909026	-0.0542746366	-0.0396370459	0.0036274714	0.0000354484	0.0020785304	0.0029457362	0.0015710954	0.0057414502	0.0045168316	0.0102582818
0.0353178295	0.6254649011	0.8025151378	0.8816783671	0.7893007726	0.9102130298	0.8952252908	-0.0573057775	-0.0056842435	-0.0430837171	-0.0516215340	-0.0373994736	0.0032839521	0.0000323106	0.0018562067	0.0026647828	0.0013987206	0.0051724694	0.0040635034	0.0092359728
0.0353178295	0.6321315678	0.8048106768	0.8819123934	0.7912269700	0.9125744040	0.8971718461	-0.0544494300	-0.0054188460	-0.0406463054	-0.0490305840	-0.0352274594	0.0029647404	0.0000293639	0.0016521221	0.0024039982	0.0012409739	0.0046462265	0.0036449721	0.0082911985
0.0353178295	0.6387982344	0.8070613062	0.8821428064	0.7931046081	0.9148873632	0.8990660041	-0.0516568623	-0.0051576149	-0.0382760454	-0.0464992474	-0.0331184305	0.0026684314	0.0000266010	0.0014650556	0.0021621800	0.0010968304	0.0041600881	0.0032590104	0.0074190985
0.0353178295	0.6454649011	0.8092686098	0.8823696463	0.7949353058	0.9171537272	0.9009096234	-0.0489256067	-0.0049005015	-0.0359704377	-0.0440251052	-0.0310699361	0.0023937150	0.0000240149	0.0012938724	0.0019382099	0.0009653409	0.0037116023	0.0029035508	0.0066151531
0.0353178295	0.6521315678	0.8114341076	0.8825929523	0.7967206167	0.9193752404	0.9027044853	-0.0462533102	-0.0046474582	-0.0337270990	-0.0416058520	-0.0290796408	0.0021393687	0.0000215989	0.0011375172	0.0017310469	0.0008456255	0.0032984848	0.0025766724	0.0058751572
0.0353178295	0.6587982344	0.8135592582	0.8828127630	0.7984620312	0.9215535755	0.9044522969	-0.0436377281	-0.0043984382	-0.0315437562	-0.0392392899	-0.0271453181	0.0019042513	0.0000193463	0.0009950086	0.0015397219	0.0007368683	0.0029186061	0.0022765902	0.0051951963
0.0353178295	0.6654649011	0.8156454615	0.8830291162	0.8001609797	0.9236903366	0.9061546953	-0.0410767185	-0.0041533956	-0.0294182405	-0.0369233229	-0.0252648449	0.0016872968	0.0000172507	0.0008654329	0.0013633318	0.0006383124	0.0025699804	0.0020016442	0.0045716245
0.0353178295	0.6721315678	0.8176940617	0.8832420488	0.8018188349	0.9257870623	0.9078132500	-0.0385682367	-0.0039122858	-0.0273484819	-0.0346559509	-0.0234361961	0.0014875089	0.0000153060	0.0007479395	0.0012010349	0.0005492553	0.0022507543	0.0017502902	0.0040010445
0.0353178295	0.6787982344	0.8197063490	0.8834515970	0.8034369143	0.9278452286	0.9094294663	-0.0361103305	-0.0036750651	-0.0253325041	-0.0324352654	-0.0216574390	0.0013039560	0.0000135061	0.0006417358	0.0010520464	0.0004690447	0.0019591978	0.0015210911	0.0034802889
0.0353178295	0.6854649011	0.8216835627	0.8836577959	0.8050164829	0.9298662520	0.9110047879	-0.0337011349	-0.0034416909	-0.0233684198	-0.0302594440	-0.0199267289	0.0011357665	0.0000118452	0.0005460830	0.0009156340	0.0003970745	0.0016936948	0.0013127085	0.0030064032
0.0353178295	0.6921315678	0.8236268929	0.8838606796	0.8065587550	0.9318514919	0.9125406001	-0.0313388681	-0.0032121219	-0.0214544259	-0.0281267462	-0.0182423041	0.0009821247	0.0000103177	0.0004602924	0.0007911139	0.0003327817	0.0014527348	0.0011238955	0.0025766303
0.0353178295	0.6987982344	0.8255374828	0.8840602814	0.8080648967	0.9338022532	0.9140382320	-0.0290218271	-0.0029863178	-0.0195887997	-0.0260355093	-0.0166024819	0.0008422664	0.0000089181	0.0003837211	0.0006778477	0.0002756424	0.0012349056	0.0009534901	0.0021883958
0.0353178295	0.7054649011	0.8274164307	0.8842566337	0.8095360278	0.9357197890	0.9154989593	-0.0267483836	-0.0027642398	-0.0177698942	-0.0239841438	-0.0150056544	0.0007154760	0.0000076410	0.0003157691	0.0005752392	0.0002251697	0.0010388862	0.0008004088	0.0018392950
0.0353178295	0.7121315678	0.8292647919	0.8844497675	0.8109732242	0.9376053027	0.9169240063	-0.0245169802	-0.0025458498	-0.0159961348	-0.0219711304	-0.0134502850	0.0006010823	0.0000064814	0.0002558763	0.0004827306	0.0001809102	0.0008634400	0.0006636407	0.0015270807
0.0353178295	0.7187982344	0.8310835808	0.8846397132	0.8123775191	0.9394599501	0.9183145488	-0.0223261272	-0.0023311114	-0.0142660155	-0.0199950158	-0.0119349041	0.0004984560	0.0000054341	0.0002035192	0.0003998007	0.0001424419	0.0007074092	0.0005422426	0.0012496518
0.0353178295	0.7254649011	0.8328737723	0.8848265001	0.8137499053	0.9412848419	0.9196717156	-0.0201743988	-0.0021199892	-0.0125780954	-0.0180544097	-0.0104581063	0.0004070064	0.0000044944	0.0001582085	0.0003259617	0.0001093720	0.0005697092	0.0004353337	0.0010050429
0.0353178295	0.7321315678	0.8346363036	0.8850101563	0.8150913370	0.9430810456	0.9209965910	-0.0180604302	-0.0019124488	-0.0109309958	-0.0161479814	-0.0090185469	0.0003261791	0.0000036575	0.0001194867	0.0002607573	0.0000813342	0.0004493233	0.0003420915	0.0007914148
0.0353178295	0.7387982344	0.8363720760	0.8851907092	0.8164027309	0.9448495869	0.9222902166	-0.0159829146	-0.0017084574	-0.0093233966	-0.0142744572	-0.0076149392	0.0002554536	0.0000029188	0.0000869257	0.0002037601	0.0000579873	0.0003452981	0.0002617474	0.0006070455
0.0353178295	0.7454649011	0.8380819563	0.8853681850	0.8176849685	0.9465914525	0.9235535931	-0.0139406000	-0.0015079831	-0.0077540342	-0.0124326170	-0.0062460512	0.0001943403	0.0000022740	0.0000601250	0.0001545700	0.0000390132	0.0002567394	0.0001935831	0.0004503225
0.0353178295	0.7521315678	0.8397667782	0.8855426090	0.8189388972	0.9483075910	0.9247876826	-0.0119322873	-0.0013109952	-0.0062216982	-0.0106212921	-0.0049107030	0.0001423795	0.0000017187	0.0000387095	0.0001128118	0.0000241150	0.0001828077	0.0001369268	0.0003197346
0.0353178295	0.7587982344	0.8414273440	0.8857140054	0.8201653316	0.9499989148	0.9259934094	-0.0099568268	-0.0011174643	-0.0047252288	-0.0088393625	-0.0036077644	0.0000991384	0.0000012487	0.0000223278	0.0000781343	0.0000130160	0.0001227149	0.0000911503	0.0002138652
0.0353178295	0.7654649011	0.8430644254	0.8858823976	0.8213650554	0.9516663020	0.9271716625	-0.0080131166	-0.0009273621	-0.0032635148	-0.0070857545	-0.0023361527	0.0000642100	0.0000008600	0.0000106505	0.0000502079	0.0000054576	0.0000757206	0.0000556655	0.0001313861
0.0353178295	0.7721315678	0.8446787652	0.8860478080	0.8225388221	0.9533105975	0.9283232966	-0.0061001000	-0.0007406613	-0.0018354910	-0.0053594387	-0.0010948297	0.0000372112	0.0000005486	0.0000033690	0.0000287236	0.0000011987	0.0000411288	0.0000299222	0.0000710511
0.0353178295	0.7787982344	0.8462710787	0.8862102580	0.8236873568	0.9549326146	0.9294491340	-0.0042167633	-0.0005573358	-0.0004401361	-0.0036594274	0.0001171998	0.0000177811	0.0000003106	0.0000001937	0.0000133914	0.0000000137	0.0000182854	0.0000134051	0.0000316906
0.0353178295	0.7854649011	0.8478420543	0.8863697682	0.8248113571	0.9565331363	0.9305499654	-0.0023621339	-0.0003773607	0.0009235296	-0.0019847732	0.0013008902	0.0000055797	0.0000001424	0.0000008529	0.0000039393	0.0000016923	0.0000065750	0.0000056316	0.0000122066
0.0353178295	0.7921315678	0.8493923550	0.8865263582	0.8259114944	0.9581129169	0.9316265520	-0.0005352783	-0.0002007119	0.0022564455	-0.0003345664	0.0024571574	0.0000002865	0.0000000403	0.0000050915	0.0000001119	0.0000060376	0.0000054184	0.0000061496	0.0000115679
0.0353178295	0.7987982344	0.8509226193	0.8866800468	0.8269884147	0.9596726827	0.9326796263	0.0012646997	-0.0000273664	0.0035595135	0.0012920661	0.0035868799	0.0000015995	0.0000000007	0.0000126701	0.0000016694	0.0000128657	0.0000142704	0.0000145351	0.0000288055
0.0353178295	0.8054649011	0.8524334624	0.8868308520	0.8280427401	0.9612131338	0.9337098932	0.0030386605	0.0001426975	0.0048335989	0.0028959630	0.0046909014	0.0000092335	0.0000000204	0.0000233637	0.0000083866	0.0000220046	0.0000326175	0.0000303912	0.0000630087
0.0353178295	0.8121315678	0.8539254771	0.8869787907	0.8290750695	0.9627349447	0.9347180317	0.0047874310	0.0003095009	0.0060795326	0.0044779300	0.0057700317	0.0000229195	0.0000000958	0.0000369607	0.0000200519	0.0000332933	0.0000599760	0.0000533451	0.0001133211
0.0353178295	0.8187982344	0.8553992345	0.8871238794	0.8300859795	0.9642387657	0.9357046956	0.0065118053	0.0004730638	0.0072981126	0.0060387415	0.0068250488	0.0000424036	0.0000002238	0.0000532624	0.0000364664	0.0000465813	0.0000958898	0.0000830477	0.0001789375
0.0353178295	0.8254649011	0.8568552853	0.8872661334	0.8310760258	0.9657252238	0.9366705146	0.0082125467	0.0006334052	0.0084901052	0.0075791416	0.0078567000	0.0000674459	0.0000004012	0.0000720819	0.0000574434	0.0000617277	0.0001399290	0.0001191711	0.0002591001
0.0353178295	0.8321315678	0.8582941602	0.8874055677	0.8320457434	0.9671949236	0.9376160954	0.0098903892	0.0007905432	0.0096562467	0.0090998460	0.0088657035	0.0000978198	0.0000006250	0.0000932431	0.0000828072	0.0000786007	0.0001916879	0.0001614079	0.0003530958
0.0353178295	0.8387982344	0.8597163713	0.8875421961	0.8329956479	0.9686484486	0.9385420227	0.0115460384	0.0009444952	0.0107972449	0.0106015432	0.0098527497	0.0001333110	0.0000008921	0.0001165805	0.0001123927	0.0000970767	0.0002507836	0.0002094694	0.0004602530
0.0353178295	0.8454649011	0.8611224121	0.8876760319	0.8339262362	0.9700863616	0.9394488599	0.0131801730	0.0010952777	0.0119137800	0.0120848953	0.0108185023	0.0001737170	0.0000011996	0.0001419382	0.0001460447	0.0001170400	0.0003168547	0.0002630847	0.0005799394
0.0353178295	0.8521315678	0.8625127588	0.8878070879	0.8348379872	0.9715092058	0.9403371505	0.0147934460	0.0012429061	0.0130065061	0.0135505398	0.0117635999	0.0002188460	0.0000015448	0.0001691692	0.0001836171	0.0001383823	0.0003895601	0.0003219994	0.0007115595
0.0353178295	0.8587982344	0.8638878710	0.8879353758	0.8357313626	0.9729175057	0.9412074182	0.0163864858	0.0013873955	0.0140760522	0.0149990903	0.0126886567	0.0002685169	0.0000019249	0.0001981352	0.0002249727	0.0001610020	0.0004685770	0.0003859747	0.0008545517
0.0353178295	0.8654649011	0.8652481921	0.8880609071	0.8366068075	0.9743117676	0.9420601682	0.0179598975	0.0015287599	0.0151230234	0.0164311376	0.0135942636	0.0003225579	0.0000023371	0.0002287058	0.0002699823	0.0001848040	0.0005536009	0.0004547863	0.0010083871
0.0353178295	0.8721315678	0.8665941502	0.8881836924	0.8374647513	0.9756924807	0.9428958880	0.0195142633	0.0016670125	0.0161480022	0.0178472508	0.0144809896	0.0003808065	0.0000027789	0.0002607580	0.0003185244	0.0002096991	0.0006443434	0.0005282234	0.0011725668
0.0353178295	0.8787982344	0.8679261583	0.8883037417	0.8383056080	0.9770601175	0.9437150477	0.0210501444	0.0018021662	0.0171515488	0.0192479782	0.0153493826	0.0004431086	0.0000032478	0.0002941756	0.0003704847	0.0002356035	0.0007405320	0.0006060882	0.0013466202
0.0353178295	0.8854649011	0.8692446157	0.8884210648	0.8391297773	0.9784151346	0.9445181013	0.0225680810	0.0019342328	0.0181342028	0.0206338482	0.0161999699	0.0005093183	0.0000037413	0.0003288493	0.0004257557	0.0002624390	0.0008419088	0.0006881947	0.0015301036
0.0353178295	0.8921315678	0.8705499075	0.8885356705	0.8399376445	0.9797579731	0.9453054868	0.0240685940	0.0020632238	0.0190964837	0.0220053702	0.0170332599	0.0005792972	0.0000042569	0.0003646757	0.0004842363	0.0002901319	0.0009482298	0.0007743683	0.0017225981
0.0353178295	0.8987982344	0.8718424062	0.8886475672	0.8407295817	0.9810890598	0.9460776271	0.0255521851	0.0021891498	0.0200388919	0.0233630354	0.0178497421	0.0006529142	0.0000047924	0.0004015572	0.0005458314	0.0003186133	0.0010592637	0.0008644447	0.0019237084
0.0353178295	0.9054649011	0.8731224714	0.8887567630	0.8415059481	0.9824088072	0.9468349307	0.0270193384	0.0023120209	0.0209619095	0.0247073175	0.0186498886	0.0007300446	0.0000053454	0.0004394016	0.0006104515	0.0003478183	0.0011747917	0.0009582699	0.0021330616
0.0353178295	0.9121315678	0.8743904508	0.8888632654	0.8422670905	0.9837176142	0.9475777920	0.0284705203	0.0024318467	0.0218660009	0.0260386737	0.0194341542	0.0008105705	0.0000059139	0.0004781220	0.0006780125	0.0003776864	0.0012946064	0.0010556989	0.0023503053
0.0353178295	0.9187982344	0.8756466803	0.8889670814	0.8430133436	0.9850158669	0.9483065923	0.0299061810	0.0025486362	0.0227516140	0.0273575448	0.0202029778	0.0008943797	0.0000064955	0.0005176359	0.0007484353	0.0004081603	0.0014185111	0.0011565956	0.0025751067
0.0353178295	0.9254649011	0.8768914849	0.8890682176	0.8437450310	0.9863039388	0.9490216998	0.0313267546	0.0026623979	0.0236191804	0.0286643567	0.0209567825	0.0009813656	0.0000070884	0.0005578657	0.0008216453	0.0004391867	0.0015463196	0.0012608321	0.0028071517
0.0353178295	0.9321315678	0.8781251786	0.8891666801	0.8444624651	0.9875821915	0.9497234703	0.0327326603	0.0027731398	0.0244691164	0.0299595205	0.0216959766	0.0010714270	0.0000076903	0.0005987377	0.0008975729	0.0004707154	0.0016778550	0.0013682883	0.0030461433
0.0353178295	0.9387982344	0.8793480653	0.8892624749	0.8451659479	0.9888509749	0.9504122481	0.0341243024	0.0028808695	0.0253018235	0.0312434329	0.0224209540	0.0011644680	0.0000082994	0.0006401823	0.0009761521	0.0005026992	0.0018129497	0.0014788513	0.0032918010
0.0353178295	0.9454649011	0.8805604389	0.8893556073	0.8458557711	0.9901106280	0.9510883657	0.0355020715	0.0029855939	0.0261176891	0.0325164776	0.0231320952	0.0012603971	0.0000089138	0.0006821337	0.0010573213	0.0005350938	0.0019514445	0.0015924151	0.0035438597
0.0353178295	0.9521315678	0.8817625839	0.8894460824	0.8465322168	0.9913614791	0.9517521449	0.0368663449	0.0030873199	0.0269170870	0.0337790250	0.0238297672	0.0013591274	0.0000095315	0.0007245296	0.0011410225	0.0005678578	0.0020931885	0.0017088803	0.0038020688
0.0353178295	0.9587982344	0.8829547754	0.8895339051	0.8471955577	0.9926038461	0.9524038970	0.0382174867	0.0031860535	0.0277003782	0.0350314332	0.0245143246	0.0014605763	0.0000101509	0.0007673109	0.0012272013	0.0006009521	0.0022380382	0.0018281534	0.0040661916
0.0353178295	0.9654649011	0.8841372800	0.8896190796	0.8478460576	0.9938380373	0.9530439231	0.0395558491	0.0032818008	0.0284679109	0.0362740482	0.0251861101	0.0015646652	0.0000107702	0.0008104220	0.0013158066	0.0006343401	0.0023858574	0.0019501467	0.0043360041
0.0353178295	0.9721315678	0.8853103555	0.8897016102	0.8484839717	0.9950643512	0.9536725144	0.0408817721	0.0033745673	0.0292200217	0.0375072049	0.0258454544	0.0016713193	0.0000113877	0.0008538097	0.0014067904	0.0006679875	0.0025365167	0.0020747779	0.0046112946
0.0353178295	0.9787982344	0.8864742519	0.8897815008	0.8491095466	0.9962830775	0.9542899531	0.0421955848	0.0034643580	0.0299570356	0.0387312268	0.0264926775	0.0017804674	0.0000120018	0.0008974240	0.0015001079	0.0007018620	0.0026898931	0.0022019699	0.0048918630
0.0353178295	0.9854649011	0.8876292110	0.8898587550	0.8497230214	0.9974944968	0.9548965121	0.0434976050	0.0035511780	0.0306792665	0.0399464270	0.0271280885	0.0018920416	0.0000126109	0.0009412174	0.0015957170	0.0007359332	0.0028458699	0.0023316502	0.0051775201
0.0379844961	0.5854649011	0.7878112151	0.8802091593	0.7766346989	0.8950272862	0.8823297175	-0.0757980092	-0.0073520096	-0.0592610758	-0.0684459996	-0.0519090662	0.0057453382	0.0000540520	0.0035118751	0.0046848549	0.0026945512	0.0093112654	0.0073794060	0.0166906714
0.0379844961	0.5921315678	0.7904092866	0.8804654058	0.7788852363	0.8977175951	0.8846290055	-0.0725056000	-0.0070609319	-0.0563674595	-0.0654446680	-0.0493065275	0.0052570620	0.0000498568	0.0031772905	0.0042830046	0.0024311337	0.0084842093	0.0067141382	0.0151983475
0.0379844961	0.5987982344	0.7929516288	0.8807178001	0.7810761920	0.9003469995	0.8868631835	-0.0692942736	-0.0067743129	-0.0535584706	-0.0625199607	-0.0467841577	0.0048016964	0.0000458913	0.0028685098	0.0039087455	0.0021887574	0.0077160974	0.0060975029	0.0138136003
0.0379844961	0.6054649011	0.7954402643	0.8809663842	0.7832096347	0.9029178395	0.8890346429	-0.0661607427	-0.0064921011	-0.0508307797	-0.0596686416	-0.0443386786	0.0043772439	0.0000421474	0.0025837682	0.0035603468	0.0019659184	0.0070031594	0.0055262652	0.0125294246
0.0379844961	0.6121315678	0.7978771331	0.8812111997	0.7852875484	0.9054323565	0.8911456739	-0.0631018786	-0.0062142454	-0.0481812182	-0.0568876332	-0.0419669728	0.0039818471	0.0000386168	0.0023214298	0.0032362028	0.0017612268	0.0063418937	0.0049974296	0.0113393233
0.0379844961	0.6187982344	0.8002640958	0.8814522882	0.7873118354	0.9078926977	0.8931984702	-0.0601147026	-0.0059406951	-0.0456067696	-0.0541740075	-0.0396660745	0.0036137775	0.0000352919	0.0020799774	0.0029348231	0.0015733975	0.0057290468	0.0045082206	0.0102372673
0.0379844961	0.6254649011	0.8026029373	0.8816896911	0.7892843206	0.9103009204	0.8951951333	-0.0571963780	-0.0056713999	-0.0431045611	-0.0515249782	-0.0374331613	0.0032714257	0.0000321648	0.0018580032	0.0026548234	0.0014012416	0.0051615936	0.0040560649	0.0092176586
0.0379844961	0.6321315678	0.8048953696	0.8819234492	0.7912067539	0.9126589960	0.8971376763	-0.0543442022	-0.0054063099	-0.0406718561	-0.0489378923	-0.0352655462	0.0029532923	0.0000292282	0.0016541999	0.0023949173	0.0012436587	0.0046367204	0.0036385761	0.0082752964
0.0379844961	0.6387982344	0.8071430356	0.8821536028	0.7930808144	0.9149688138	0.8990280285	-0.0515555995	-0.0051453762	-0.0383060465	-0.0464102233	-0.0331606703	0.0026579798	0.0000264749	0.0014673532	0.0021539088	0.0010996301	0.0041518079	0.0032535389	0.0074053468
0.0379844961	0.6454649011	0.8093475113	0.8823801916	0.7949081125	0.9172321852	0.9008680386	-0.0488281141	-0.0048885504	-0.0360046464	-0.0439395637	-0.0311160959	0.0023841847	0.0000238979	0.0012963346	0.0019306853	0.0009682114	0.0037044172	0.0028988967	0.0066033139
0.0379844961	0.6521315678	0.8115103096	0.8826032548	0.7966901937	0.9194508463	0.9026594785	-0.0461594043	-0.0046357852	-0.0337652849	-0.0415236191	-0.0291294997	0.0021306906	0.0000214905	0.0011400945	0.0017242109	0.0008485278	0.0032922756	0.0025727387	0.0058650143
0.0379844961	0.6587982344	0.8136328823	0.8828228307	0.7984285408	0.9216264623	0.9044040469	-0.0435472359	-0.0043870341	-0.0315857008	-0.0391602018	-0.0271986667	0.0018963618	0.0000192461	0.0009976565	0.0015335214	0.0007397675	0.0029132643	0.0022732889	0.0051865532
0.0379844961	0.6654649011	0.8157166230	0.8830389567	0.8001245766	0.9237606300	0.9061033723	-0.0409894767	-0.0041422516	-0.0294637363	-0.0368472251	-0.0253214847	0.0016801372	0.0000171582	0.0008681118	0.0013577180	0.0006411776	0.0025654072	0.0019988956	0.0045643028
0.0379844961	0.6721315678	0.8177628699	0.8832516697	0.8017796671	0.9258548814	0.9077590166	-0.0384840911	-0.0039013932	-0.0273973318	-0.0345826980	-0.0234959387	0.0014810253	0.0000152209	0.0007506138	0.0011959630	0.0005520591	0.0022468599	0.0017480221	0.0039948821
0.0379844961	0.6787982344	0.8197729076	0.8834610054	0.8033951232	0.9279106861	0.9093724774	-0.0360291356	-0.0036644155	-0.0253845210	-0.0323647201	-0.0217201055	0.0012980986	0.0000134279	0.0006443739	0.0010474751	0.0004717630	0.0019559005	0.0015192381	0.0034751385
0.0379844961	0.6854649011	0.8217479701	0.8836669988	0.8049722034	0.9299294545	0.9109451915	-0.0336227532	-0.0034312764	-0.0234234257	-0.0301914769	-0.0199921493	0.0011304895	0.0000117737	0.0005486569	0.0009115253	0.0003996860	0.0016909201	0.0013112113	0.0030021314
0.0379844961	0.6921315678	0.8236892425	0.8838696838	0.8065121164	0.9319125405	0.9124785375	-0.0312631697	-0.0032019346	-0.0215122517	-0.0280612351	-0.0183103171	0.0009773858	0.0000102524	0.0004627770	0.0007874329	0.0003352677	0.0014504151	0.0011227006	0.0025731158
0.0379844961	0.6987982344	0.8255978632	0.8840690934	0.8080160225	0.9338612438	0.9139738381	-0.0289486891	-0.0029763503	-0.0196492845	-0.0259723388	-0.0166729342	0.0008380266	0.0000088587	0.0003860944	0.0006745624	0.0002779867	0.0012329796	0.0009525491	0.0021855288
0.0379844961	0.7054649011	0.8274749260	0.8842652597	0.8094850362	0.9357768124	0.9154323630	-0.0266776897	-0.0027544846	-0.0178328849	-0.0239232050	-0.0150784003	0.0007116991	0.0000075872	0.0003180118	0.0005723197	0.0002273582	0.0010372981	0.0007996779	0.0018369760
0.0379844961	0.7121315678	0.8293214822	0.8844582138	0.8109202281	0.9376604449	0.9168553307	-0.0244486204	-0.0025363001	-0.0160614858	-0.0219123203	-0.0135251857	0.0005977350	0.0000064328	0.0002579713	0.0004801498	0.0001829306	0.0008621392	0.0006630804	0.0015252196
0.0379844961	0.7187982344	0.8311385421	0.8846479856	0.8123226266	0.9395132929	0.9182439115	-0.0222599973	-0.0023217603	-0.0143335879	-0.0199382371	-0.0120118277	0.0004955075	0.0000053906	0.0002054517	0.0003975333	0.0001442840	0.0007063498	0.0005418173	0.0012481671
0.0379844961	0.7254649011	0.8329270767	0.8848346044	0.8136932200	0.9413364629	0.9195992291	-0.0201104002	-0.0021108300	-0.0126477572	-0.0179995702	-0.0105369272	0.0004044282	0.0000044556	0.0001599658	0.0003239845	0.0001110268	0.0005688496	0.0004350114	0.0010038609
0.0379844961	0.7321315678	0.8346880200	0.8850180980	0.8150329579	0.9431310183	0.9209223627	-0.0179984693	-0.0019034753	-0.0110026211	-0.0160949940	-0.0090991458	0.0003239449	0.0000036232	0.0001210577	0.0002590488	0.0000827945	0.0004486258	0.0003418433	0.0007904691
0.0379844961	0.7387982344	0.8364222697	0.8851984936	0.8163427529	0.9448979814	0.9222143494	-0.0159229027	-0.0016996634	-0.0093968656	-0.0142232393	-0.0076972022	0.0002535388	0.0000028889	0.0000883011	0.0002023005	0.0000592469	0.0003447288	0.0002615475	0.0006062762
0.0379844961	0.7454649011	0.8381306895	0.8853758173	0.8176234824	0.9466383350	0.9234761854	-0.0138824532	-0.0014993627	-0.0078292324	-0.0123830905	-0.0063298698	0.0001927225	0.0000022481	0.0000612969	0.0001533409	0.0000400673	0.0002562675	0.0001934082	0.0004496757
0.0379844961	0.7521315678	0.8398141102	0.8855500941	0.8188759900	0.9483530246	0.9247088283	-0.0118759256	-0.0013025427	-0.0062985166	-0.0105733830	-0.0049959740	0.0001410376	0.0000016966	0.0000396713	0.0001117964	0.0000249598	0.0001824055	0.0001367562	0.0003191617
