tau_real	tau_imag	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.0246511628	0.6921315678	0.8234224211	0.8838311754	0.8067943211	0.9316512520	0.9128375912	-0.0315871568	-0.0032455035	-0.0211624053	-0.0283416532	-0.0179169018	0.0009977485	0.0000105333	0.0004478474	0.0008032493	0.0003210154	0.0014561292	0.0011242647	0.0025803938
0.0246511628	0.6987982344	0.8253394778	0.8840314076	0.8083079266	0.9336087731	0.9143429969	-0.0292617057	-0.0030189789	-0.0192880894	-0.0262427268	-0.0162691106	0.0008562474	0.0000091142	0.0003720304	0.0006886807	0.0002646840	0.0012373920	0.0009533647	0.0021907567
0.0246511628	0.7054649011	0.8272246157	0.8842283694	0.8097861099	0.9355327699	0.9158110482	-0.0269802344	-0.0027962041	-0.0174610217	-0.0241840303	-0.0146648176	0.0007279330	0.0000078188	0.0003048873	0.0005848673	0.0002150569	0.0010406391	0.0007999242	0.0018405633
0.0246511628	0.7121315678	0.8290789040	0.8844220929	0.8112299642	0.9374244613	0.9172429892	-0.0247411653	-0.0025771405	-0.0156796023	-0.0221640247	-0.0131024618	0.0006121253	0.0000066417	0.0002458499	0.0004912440	0.0001716745	0.0008646168	0.0006629185	0.0015275353
0.0246511628	0.7187982344	0.8309033700	0.8846126088	0.8126405395	0.9392850178	0.9186400142	-0.0225429891	-0.0023617508	-0.0139423016	-0.0201812383	-0.0115805508	0.0005081864	0.0000055779	0.0001943878	0.0004072824	0.0001341092	0.0007081520	0.0005413915	0.0012495435
0.0246511628	0.7254649011	0.8326990010	0.8847999471	0.8140188446	0.9411155637	0.9200032700	-0.0203842621	-0.0021499988	-0.0122476563	-0.0182342633	-0.0100976574	0.0004155181	0.0000046225	0.0001500051	0.0003324884	0.0001019627	0.0005701457	0.0004344510	0.0010045968
0.0246511628	0.7321315678	0.8344667459	0.8849841367	0.8153658486	0.9429171793	0.9213338577	-0.0182636024	-0.0019418496	-0.0105942661	-0.0163217528	-0.0086524165	0.0003335592	0.0000037708	0.0001122385	0.0002663996	0.0000748643	0.0004495684	0.0003412639	0.0007908324
0.0246511628	0.7387982344	0.8362075171	0.8851652054	0.8166824830	0.9446909029	0.9226328351	-0.0161796871	-0.0017372695	-0.0089807910	-0.0144424176	-0.0072435215	0.0002617823	0.0000030181	0.0000806546	0.0002085834	0.0000524686	0.0003454550	0.0002610520	0.0006065070
0.0246511628	0.7454649011	0.8379221917	0.8853431801	0.8179696430	0.9464377324	0.9239012186	-0.0141312494	-0.0015362259	-0.0074059480	-0.0125950235	-0.0058697221	0.0001996922	0.0000023600	0.0000548481	0.0001586346	0.0000344536	0.0002569003	0.0001930883	0.0004499885
0.0246511628	0.7521315678	0.8396116134	0.8855180866	0.8192281890	0.9481586273	0.9251399847	-0.0121170757	-0.0013386875	-0.0058685085	-0.0107783881	-0.0045298209	0.0001468235	0.0000017921	0.0000344394	0.0001161737	0.0000205193	0.0001830550	0.0001366929	0.0003197479
0.0246511628	0.7587982344	0.8412765936	0.8856899497	0.8204589486	0.9498545104	0.9263500719	-0.0101360032	-0.0011446243	-0.0043672955	-0.0089913788	-0.0032226711	0.0001027386	0.0000013102	0.0000190733	0.0000808449	0.0000103856	0.0001231220	0.0000912305	0.0002143525
0.0246511628	0.7654649011	0.8429179129	0.8858587934	0.8216627173	0.9515262694	0.9275323826	-0.0081869173	-0.0009540073	-0.0029011813	-0.0072329100	-0.0019471740	0.0000670256	0.0000009101	0.0000084169	0.0000523150	0.0000037915	0.0000763526	0.0000561065	0.0001324591
0.0246511628	0.7721315678	0.8445363226	0.8860246405	0.8228402603	0.9531747584	0.9286877844	-0.0062687495	-0.0007668087	-0.0014690851	-0.0055019408	-0.0007022765	0.0000392972	0.0000005880	0.0000021582	0.0000302714	0.0000004932	0.0000420434	0.0000307645	0.0000728080
0.0246511628	0.7787982344	0.8461325457	0.8861875130	0.8239923138	0.9548007993	0.9298171117	-0.0043804749	-0.0005830017	-0.0000699707	-0.0037974732	0.0005130310	0.0000191886	0.0000003399	0.0000000049	0.0000144208	0.0000002632	0.0000195333	0.0000146840	0.0000342174
0.0246511628	0.7854649011	0.8477072782	0.8863474319	0.8251195857	0.9564051834	0.9309211671	-0.0025211103	-0.0004025608	0.0012971556	-0.0021185495	0.0016997164	0.0000063560	0.0000001621	0.0000016826	0.0000044883	0.0000028890	0.0000082007	0.0000073773	0.0000155780
0.0246511628	0.7921315678	0.8492611901	0.8865044174	0.8262227577	0.9579886726	0.9320007228	-0.0006897122	-0.0002254614	0.0026332470	-0.0004642508	0.0028587084	0.0000004757	0.0000000508	0.0000069340	0.0000002155	0.0000081722	0.0000074605	0.0000083877	0.0000158483
0.0246511628	0.7987982344	0.8507949267	0.8866584886	0.8273024856	0.9595520008	0.9330565220	0.0011146247	-0.0000516802	0.0039392180	0.0011663049	0.0039908981	0.0000012424	0.0000000027	0.0000155174	0.0000013603	0.0000159273	0.0000167625	0.0000172875	0.0000340500
0.0246511628	0.8054649011	0.8523091096	0.8868096640	0.8283594005	0.9610958746	0.9340892800	0.0028927701	0.0001188054	0.0052159462	0.0027739647	0.0050971408	0.0000083681	0.0000000141	0.0000272061	0.0000076949	0.0000259808	0.0000355883	0.0000336757	0.0000692641
0.0246511628	0.8121315678	0.8538043376	0.8869579610	0.8293941105	0.9626209754	0.9350996856	0.0046455590	0.0002860168	0.0064642742	0.0043595422	0.0061782574	0.0000215812	0.0000000818	0.0000417868	0.0000190056	0.0000381709	0.0000634499	0.0000571765	0.0001206263
0.0246511628	0.8187982344	0.8552811876	0.8871033965	0.8304072007	0.9641279596	0.9360884018	0.0063737936	0.0004499744	0.0076850111	0.0059238192	0.0072350366	0.0000406252	0.0000002025	0.0000590594	0.0000350916	0.0000523458	0.0000998871	0.0000874374	0.0001873245
0.0246511628	0.8254649011	0.8567402156	0.8872459862	0.8313992347	0.9656174600	0.9370560675	0.0080782447	0.0006106978	0.0088789337	0.0074675468	0.0082682359	0.0000652580	0.0000003730	0.0000788355	0.0000557643	0.0000683637	0.0001444665	0.0001241280	0.0002685944
0.0246511628	0.8321315678	0.8581819576	0.8873857454	0.8323707557	0.9670900869	0.9380032979	0.0097596532	0.0007682056	0.0100467887	0.0089914476	0.0092785831	0.0000952508	0.0000005901	0.0001009380	0.0000808461	0.0000860921	0.0001967789	0.0001669382	0.0003637172
0.0246511628	0.8387982344	0.8596069305	0.8875226883	0.8333222866	0.9685464290	0.9389306860	0.0114187316	0.0009225155	0.0111892934	0.0104962160	0.0102667779	0.0001303874	0.0000008510	0.0001252003	0.0001101706	0.0001054067	0.0002564388	0.0002155773	0.0004720160
0.0246511628	0.8454649011	0.8610156325	0.8876568288	0.8342543317	0.9699870542	0.9398388033	0.0130561648	0.0010736444	0.0123071373	0.0119825204	0.0112334929	0.0001704634	0.0000011527	0.0001514656	0.0001435808	0.0001261914	0.0003230818	0.0002697722	0.0005928539
0.0246511628	0.8521315678	0.8624085443	0.8877881797	0.8351673767	0.9714125104	0.9407282005	0.0146726121	0.0012216083	0.0134009833	0.0134510038	0.0121793750	0.0002152855	0.0000014923	0.0001795864	0.0001809295	0.0001483372	0.0003963642	0.0003292667	0.0007256309
0.0246511628	0.8587982344	0.8637861296	0.8879167533	0.8360618901	0.9728233265	0.9415994089	0.0162687074	0.0013664225	0.0144714689	0.0149022849	0.0131050464	0.0002646708	0.0000018671	0.0002094234	0.0002220781	0.0001717422	0.0004759614	0.0003938203	0.0008697817
0.0246511628	0.8654649011	0.8651488359	0.8880425613	0.8369383233	0.9742200133	0.9424529406	0.0178450612	0.0015081014	0.0155192074	0.0163369597	0.0140111059	0.0003184462	0.0000022744	0.0002408458	0.0002668963	0.0001963111	0.0005615664	0.0004632073	0.0010247737
0.0246511628	0.8721315678	0.8664970950	0.8881656147	0.8377971119	0.9756030639	0.9432892898	0.0194022610	0.0016466588	0.0165447887	0.0177556021	0.0148981299	0.0003764477	0.0000027115	0.0002737300	0.0003152614	0.0002219543	0.0006528892	0.0005372157	0.0011901049
0.0246511628	0.8787982344	0.8678313236	0.8882859239	0.8386386759	0.9769729547	0.9441089331	0.0209408726	0.0017821077	0.0175487806	0.0191587649	0.0157666730	0.0004385201	0.0000031759	0.0003079597	0.0003670583	0.0002485880	0.0007496558	0.0006156462	0.0013653020
0.0246511628	0.8854649011	0.8691519244	0.8884034986	0.8394634204	0.9783301458	0.9449123306	0.0224614410	0.0019144603	0.0185317299	0.0205469807	0.0166172696	0.0005045163	0.0000036652	0.0003434250	0.0004221784	0.0002761336	0.0008516065	0.0006983121	0.0015499186
0.0246511628	0.8921315678	0.8704592858	0.8885183483	0.8402717365	0.9796750821	0.9456999263	0.0239644915	0.0020437285	0.0194941627	0.0219207630	0.0174504343	0.0005742969	0.0000041768	0.0003800224	0.0004805199	0.0003045177	0.0009584961	0.0007850375	0.0017435336
0.0246511628	0.8987982344	0.8717537834	0.8886304816	0.8410640014	0.9810081934	0.9464721487	0.0254505299	0.0021699231	0.0204365860	0.0232806069	0.0182666629	0.0006477295	0.0000047086	0.0004176540	0.0005419867	0.0003336710	0.0010700921	0.0008756576	0.0019457497
0.0246511628	0.9054649011	0.8730357798	0.8887399068	0.8418405794	0.9823298955	0.9472294120	0.0269200442	0.0022930546	0.0213594880	0.0246269896	0.0190664334	0.0007246888	0.0000052581	0.0004562277	0.0006064886	0.0003635289	0.0011861746	0.0009700175	0.0021561921
0.0246511628	0.9121315678	0.8743056254	0.8888466317	0.8426018220	0.9836405902	0.9479721157	0.0283735047	0.0024131330	0.0222633392	0.0259603717	0.0198502062	0.0008050558	0.0000058232	0.0004956563	0.0006739409	0.0003940307	0.0013065353	0.0010679716	0.0023745068
0.0246511628	0.9187982344	0.8755636590	0.8889506634	0.8433480688	0.9849406666	0.9487006462	0.0298113650	0.0025301674	0.0231485932	0.0272811976	0.0206184257	0.0008887175	0.0000064017	0.0005358574	0.0007442637	0.0004251195	0.0014309766	0.0011693832	0.0026003598
0.0246511628	0.9254649011	0.8768102079	0.8890520090	0.8440796478	0.9862305007	0.9494153765	0.0312340628	0.0026441667	0.0240156869	0.0285898961	0.0213715202	0.0009755667	0.0000069916	0.0005767532	0.0008173822	0.0004567419	0.0015593115	0.0012741240	0.0028334355
0.0246511628	0.9321315678	0.8780455889	0.8891506747	0.8447968757	0.9875104568	0.9501166672	0.0326420202	0.0027551392	0.0248650420	0.0298868811	0.0221099029	0.0010655015	0.0000075908	0.0006182703	0.0008932257	0.0004888478	0.0016913626	0.0013820735	0.0030734361
0.0246511628	0.9387982344	0.8792701079	0.8892466666	0.8455000586	0.9887808872	0.9508048670	0.0340356449	0.0028630925	0.0256970651	0.0311725524	0.0228339726	0.0011584251	0.0000081973	0.0006603392	0.0009717280	0.0005213903	0.0018269616	0.0014931183	0.0033200799
0.0246511628	0.9454649011	0.8804840613	0.8893399905	0.8461894925	0.9900421332	0.9514803129	0.0354153303	0.0029680341	0.0265121483	0.0324472962	0.0235441142	0.0012542456	0.0000088092	0.0007028940	0.0010528270	0.0005543253	0.0019659489	0.0016071523	0.0035731012
0.0246511628	0.9521315678	0.8816877355	0.8894306516	0.8468654631	0.9912945253	0.9521433308	0.0367814563	0.0030699708	0.0273106701	0.0337114855	0.0242406992	0.0013528755	0.0000094247	0.0007458727	0.0011364643	0.0005876115	0.0021081729	0.0017240758	0.0038322487
0.0246511628	0.9587982344	0.8828814078	0.8895186548	0.8475282469	0.9925383836	0.9527942358	0.0381343899	0.0031689092	0.0280929958	0.0349654807	0.0249240865	0.0014542317	0.0000100420	0.0007892164	0.0012225848	0.0006212101	0.0022534901	0.0018437949	0.0040972850
0.0246511628	0.9654649011	0.8840653465	0.8896040048	0.8481781114	0.9937740183	0.9534333330	0.0394744857	0.0032648554	0.0288594781	0.0362096303	0.0255946227	0.0015582350	0.0000106593	0.0008328695	0.0013111373	0.0006550847	0.0024017638	0.0019662220	0.0043679858
0.0246511628	0.9721315678	0.8852398116	0.8896867059	0.8488153149	0.9950017300	0.9540609175	0.0408020862	0.0033578151	0.0296104576	0.0374442711	0.0262526425	0.0016648102	0.0000112749	0.0008767792	0.0014020734	0.0006892012	0.0025528644	0.0020912747	0.0046441390
0.0246511628	0.9787982344	0.8864050545	0.8897667622	0.8494401078	0.9962218101	0.9546772748	0.0421175226	0.0034477937	0.0303462631	0.0386697290	0.0268984695	0.0017738857	0.0000118873	0.0009208957	0.0014953479	0.0007235277	0.0027066687	0.0022188756	0.0049255443
0.0246511628	0.9854649011	0.8875613189	0.8898441776	0.8500527320	0.9974345411	0.9552826814	0.0434211151	0.0035347962	0.0310672126	0.0398863189	0.0275324164	0.0018853932	0.0000124948	0.0009651717	0.0015909184	0.0007580340	0.0028630597	0.0023489524	0.0052120121
0.0273178295	0.5854649011	0.7874187476	0.8801623150	0.7766427797	0.8946290181	0.8823858583	-0.0762963078	-0.0074052306	-0.0592506709	-0.0688910773	-0.0518454404	0.0058211266	0.0000548374	0.0035106420	0.0047459805	0.0026879497	0.0093866060	0.0074339302	0.0168205362
0.0273178295	0.5921315678	0.7900316667	0.8804197275	0.7789118629	0.8973352618	0.8847051453	-0.0729834666	-0.0071128130	-0.0563332745	-0.0658706536	-0.0492204615	0.0053265864	0.0000505921	0.0031734378	0.0043389430	0.0024226538	0.0085506163	0.0067615968	0.0153122131
0.0273178295	0.5987982344	0.7925881401	0.8806732503	0.7811204534	0.8999798050	0.8869583051	-0.0697527782	-0.0068248977	-0.0535018049	-0.0629278805	-0.0466769073	0.0048654501	0.0000465792	0.0028624431	0.0039599181	0.0021787337	0.0077744724	0.0061386518	0.0139131242
0.0273178295	0.6054649011	0.7950902305	0.8809229265	0.7832706632	0.9025650333	0.8891477786	-0.0666008900	-0.0065414319	-0.0507528618	-0.0600594581	-0.0442114299	0.0044356785	0.0000427903	0.0025758530	0.0036071385	0.0019546505	0.0070543219	0.0055617890	0.0126161109
0.0273178295	0.6121315678	0.7975399147	0.8811687987	0.7853645166	0.9050932305	0.8912759028	-0.0635246125	-0.0062623632	-0.0480832102	-0.0572622492	-0.0418208470	0.0040353764	0.0000392172	0.0023119951	0.0032789652	0.0017489832	0.0063865887	0.0050279484	0.0114145371
0.0273178295	0.6187982344	0.7999390883	0.8814109098	0.7874039549	0.9075665838	0.8933449156	-0.0605209104	-0.0059876397	-0.0454897714	-0.0545332707	-0.0395021318	0.0036627806	0.0000358518	0.0020693193	0.0029738776	0.0015604184	0.0057679517	0.0045342960	0.0103022478
0.0273178295	0.6254649011	0.8022895690	0.8816493020	0.7893908390	0.9099871878	0.8953569602	-0.0575868943	-0.0057172097	-0.0429696145	-0.0518696846	-0.0372524048	0.0033162504	0.0000326865	0.0018463878	0.0026904642	0.0013877417	0.0051953247	0.0040782058	0.0092735305
0.0273178295	0.6321315678	0.8045930996	0.8818840171	0.7913269538	0.9123570492	0.8973140894	-0.0547198123	-0.0054510223	-0.0405199479	-0.0492687900	-0.0350689256	0.0029942579	0.0000297136	0.0016418662	0.0024274137	0.0012298295	0.0046658377	0.0036572432	0.0083230809
0.0273178295	0.6387982344	0.8068513519	0.8821150966	0.7932140108	0.9146780902	0.8992182697	-0.0519170427	-0.0051890273	-0.0381381125	-0.0467280154	-0.0329490851	0.0026953793	0.0000269260	0.0014545156	0.0021835074	0.0010856422	0.0041768210	0.0032691496	0.0074459706
0.0273178295	0.6454649011	0.8090659293	0.8823425811	0.7950536518	0.9169521529	0.9010713852	-0.0491760871	-0.0049311753	-0.0358215738	-0.0442449118	-0.0308903985	0.0024182875	0.0000243165	0.0012831851	0.0019576122	0.0009542167	0.0037257892	0.0029118289	0.0066376181
0.0273178295	0.6521315678	0.8112383702	0.8825665106	0.7968474513	0.9191810027	0.9028752414	-0.0464945633	-0.0046774177	-0.0335679157	-0.0418171456	-0.0288904980	0.0021617444	0.0000218782	0.0011268050	0.0017486737	0.0008346609	0.0033104276	0.0025833345	0.0058937622
0.0273178295	0.6587982344	0.8133701506	0.8827869244	0.7985969204	0.9213663321	0.9046315688	-0.0438701998	-0.0044277070	-0.0313748343	-0.0394424928	-0.0269471273	0.0019245944	0.0000196046	0.0009843802	0.0015557102	0.0007261477	0.0029285793	0.0022818579	0.0052104372
0.0273178295	0.6654649011	0.8154626870	0.8830038610	0.8003035083	0.9235097636	0.9063420260	-0.0413008294	-0.0041819966	-0.0292401315	-0.0371188328	-0.0250581349	0.0017057585	0.0000174891	0.0008549853	0.0013778077	0.0006279101	0.0025782329	0.0020057179	0.0045839508
0.0273178295	0.6721315678	0.8175173386	0.8832173579	0.8019686062	0.9256128532	0.9080082033	-0.0387843838	-0.0039402411	-0.0271617099	-0.0348441426	-0.0232214688	0.0015042284	0.0000155255	0.0007377585	0.0012141143	0.0005392366	0.0022575124	0.0017533509	0.0040108633
0.0273178295	0.6787982344	0.8195354105	0.8834274517	0.8035935490	0.9276770933	0.9096316255	-0.0363188884	-0.0037023960	-0.0251375674	-0.0326164924	-0.0214351713	0.0013190617	0.0000137077	0.0006318973	0.0010638356	0.0004594666	0.0019646667	0.0015233021	0.0034879688
0.0273178295	0.6854649011	0.8215181556	0.8836341784	0.8051796180	0.9297039156	0.9112137553	-0.0339024578	-0.0034684182	-0.0231657921	-0.0304340396	-0.0196973739	0.0011493766	0.0000120299	0.0005366539	0.0009262308	0.0003879865	0.0016980605	0.0013142173	0.0030122778
0.0273178295	0.6921315678	0.8234667768	0.8838375725	0.8067280434	0.9316946942	0.9127559956	-0.0315332907	-0.0032382656	-0.0212445582	-0.0282950251	-0.0180062926	0.0009943484	0.0000104864	0.0004513313	0.0008006084	0.0003242266	0.0014561660	0.0011248350	0.0025810011
0.0273178295	0.6987982344	0.8253824295	0.8840376680	0.8082400062	0.9336507475	0.9142596922	-0.0292096657	-0.0030118973	-0.0193721208	-0.0261977684	-0.0163602235	0.0008532046	0.0000090715	0.0003752791	0.0006863231	0.0002676569	0.0012375552	0.0009539800	0.0021915351
0.0273178295	0.7054649011	0.8272662236	0.8842344976	0.8097166406	0.9355733415	0.9157261370	-0.0269299375	-0.0027892736	-0.0175468125	-0.0241406639	-0.0147575389	0.0007252215	0.0000077800	0.0003078906	0.0005827717	0.0002177850	0.0010408922	0.0008005566	0.0018414488
0.0273178295	0.7121315678	0.8291192251	0.8844280931	0.8111590358	0.9374636917	0.9171565695	-0.0246925328	-0.0025703562	-0.0157670393	-0.0221221766	-0.0131966831	0.0006097212	0.0000066067	0.0002485995	0.0004893907	0.0001741524	0.0008649274	0.0006635431	0.0015284706
0.0273178295	0.7187982344	0.8309424587	0.8846184853	0.8125682381	0.9393229652	0.9185521799	-0.0224959466	-0.0023551078	-0.0140312766	-0.0201408387	-0.0116761688	0.0005060676	0.0000055465	0.0001968767	0.0004056534	0.0001363329	0.0007084909	0.0005419863	0.0012504772
0.0273178295	0.7254649011	0.8327369089	0.8848057040	0.8139452526	0.9411522837	0.9199141110	-0.0203387390	-0.0021434924	-0.0123380662	-0.0181952465	-0.0101945738	0.0004136643	0.0000045946	0.0001522279	0.0003310670	0.0001039293	0.0005704867	0.0004349963	0.0010054831
0.0273178295	0.7321315678	0.8345035221	0.8849897779	0.8152910451	0.9429527244	0.9212434600	-0.0182195319	-0.0019354753	-0.0106860126	-0.0162840566	-0.0087505373	0.0003319513	0.0000037461	0.0001141909	0.0002651705	0.0000765719	0.0004498883	0.0003417424	0.0007916307
0.0273178295	0.7387982344	0.8362432083	0.8851707347	0.8166065438	0.9447253230	0.9225412813	-0.0161370059	-0.0017310229	-0.0090737804	-0.0144059830	-0.0073427575	0.0002604030	0.0000029964	0.0000823335	0.0002075323	0.0000539161	0.0003457329	0.0002614484	0.0006071813
0.0273178295	0.7454649011	0.8379568423	0.8853486012	0.8178926407	0.9464710750	0.9238085875	-0.0140898973	-0.0015301028	-0.0075000907	-0.0125597946	-0.0059699880	0.0001985252	0.0000023412	0.0000562514	0.0001577484	0.0000356408	0.0002571178	0.0001933892	0.0004505070
0.0273178295	0.7521315678	0.8396452655	0.8855234030	0.8191501935	0.9481909374	0.9250463520	-0.0120769959	-0.0013326838	-0.0059637192	-0.0107443120	-0.0046310353	0.0001458538	0.0000017760	0.0000355659	0.0001154402	0.0000214465	0.0001831958	0.0001368867	0.0003200826
0.0273178295	0.7587982344	0.8413092876	0.8856951649	0.8203800266	0.9498858309	0.9262555100	-0.0100971416	-0.0011387361	-0.0044634926	-0.0089584054	-0.0033247565	0.0001019523	0.0000012967	0.0000199228	0.0000802530	0.0000110540	0.0001231718	0.0000913070	0.0002144788
0.0273178295	0.7654649011	0.8429496871	0.8858639106	0.8215829330	0.9515566409	0.9274369609	-0.0081492225	-0.0009482308	-0.0029982871	-0.0072009917	-0.0020500563	0.0000664098	0.0000008991	0.0000089897	0.0000518543	0.0000042027	0.0000762987	0.0000560570	0.0001323557
0.0273178295	0.7721315678	0.8445672135	0.8860296630	0.8227596753	0.9532042197	0.9285915694	-0.0062321728	-0.0007611401	-0.0015670252	-0.0054710326	-0.0008058851	0.0000388400	0.0000005793	0.0000024556	0.0000299322	0.0000006495	0.0000418749	0.0000305816	0.0000724565
0.0273178295	0.7787982344	0.8461625882	0.8861924438	0.8239109869	0.9548293873	0.9297201671	-0.0043449699	-0.0005774376	-0.0001686741	-0.0037675323	0.0004087635	0.0000188788	0.0000003334	0.0000000285	0.0000141943	0.0000001671	0.0000192406	0.0000143614	0.0000336020
0.0273178295	0.7854649011	0.8477365053	0.8863522741	0.8250375738	0.9564329332	0.9308235539	-0.0024866330	-0.0003970977	0.0011977566	-0.0020895353	0.0015948544	0.0000061833	0.0000001577	0.0000014346	0.0000043662	0.0000025436	0.0000077757	0.0000069097	0.0000146854
0.0273178295	0.7921315678	0.8492896335	0.8865091737	0.8261401149	0.9580156175	0.9319024996	-0.0006562208	-0.0002200961	0.0025332172	-0.0004361247	0.0027533133	0.0000004306	0.0000000484	0.0000064172	0.0000001902	0.0000075807	0.0000068963	0.0000077709	0.0000146672
0.0273178295	0.7987982344	0.8508226166	0.8866631620	0.8272192641	0.9595781726	0.9329577449	0.0011471702	-0.0000464094	0.0038386192	0.0011935796	0.0038850286	0.0000013160	0.0000000022	0.0000147350	0.0000014246	0.0000150934	0.0000160532	0.0000165181	0.0000325712
0.0273178295	0.8054649011	0.8523360748	0.8868142570	0.8282756504	0.9611213036	0.9339900028	0.0029244074	0.0001239847	0.0051148374	0.0028004227	0.0049908527	0.0000085522	0.0000000154	0.0000261616	0.0000078424	0.0000249086	0.0000347291	0.0000327510	0.0000674801
