tau_real	tau_imag	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.4386666667	0.7593587371	0.8738235612	0.8913247179	0.8372686232	0.9803650047	0.9393530847	-0.0226177009	-0.0027873780	-0.0131120446	-0.0198303229	-0.0103246665	0.0005115604	0.0000077695	0.0001719257	0.0003932417	0.0001065987	0.0006912556	0.0004998404	0.0011910960
0.4386666667	0.7660254038	0.8747505248	0.8914161730	0.8377783312	0.9813043013	0.9398285072	-0.0215574500	-0.0026847775	-0.0125034551	-0.0188726725	-0.0098186776	0.0004647236	0.0000072080	0.0001563364	0.0003561778	0.0000964064	0.0006282681	0.0004525842	0.0010808523
0.4386666667	0.7726920705	0.8756774630	0.8915070805	0.8382877050	0.9822439801	0.9403040350	-0.0204983509	-0.0025828017	-0.0118956343	-0.0179155492	-0.0093128326	0.0004201824	0.0000066709	0.0001415061	0.0003209669	0.0000867289	0.0005683594	0.0004076958	0.0009760551
0.4386666667	0.7793587371	0.8766042329	0.8915973695	0.8387964983	0.9831839604	0.9407794672	-0.0194405644	-0.0024815299	-0.0112888750	-0.0169590345	-0.0088073450	0.0003779355	0.0000061580	0.0001274387	0.0002876089	0.0000775693	0.0005115322	0.0003651782	0.0008767104
0.4386666667	0.7860254038	0.8775306996	0.8916869715	0.8393044754	0.9841241687	0.9412546131	-0.0183842411	-0.0023810390	-0.0106834559	-0.0160032022	-0.0083024170	0.0003379803	0.0000056693	0.0001141362	0.0002561025	0.0000689301	0.0004577859	0.0003250326	0.0007828185
0.4386666667	0.7926920705	0.8784567364	0.8917758199	0.8398114116	0.9850645384	0.9417292920	-0.0173295219	-0.0022814031	-0.0100796427	-0.0150481188	-0.0077982396	0.0003003123	0.0000052048	0.0001015992	0.0002264459	0.0000608125	0.0004071163	0.0002872584	0.0006943747
0.4386666667	0.7993587371	0.8793822240	0.8918638504	0.8403170921	0.9860050092	0.9422033327	-0.0162765384	-0.0021826943	-0.0094776881	-0.0140938441	-0.0072949938	0.0002649257	0.0000047642	0.0000898266	0.0001986364	0.0000532169	0.0003595164	0.0002518534	0.0006113698
0.4386666667	0.8060254038	0.8803070506	0.8919510006	0.8408213123	0.9869455272	0.9426765727	-0.0152254135	-0.0020849821	-0.0088778324	-0.0131404314	-0.0067928503	0.0002318132	0.0000043472	0.0000788159	0.0001726709	0.0000461428	0.0003149763	0.0002188138	0.0005337900
0.4386666667	0.8126920705	0.8812311110	0.8920372103	0.8413238767	0.9878860443	0.9431488586	-0.0141762616	-0.0019883339	-0.0082803044	-0.0121879277	-0.0062919706	0.0002009664	0.0000039535	0.0000685634	0.0001485456	0.0000395889	0.0002734833	0.0001881345	0.0004616178
0.4386666667	0.8193587371	0.8821543071	0.8921224211	0.8418245992	0.9888265178	0.9436200450	-0.0131291891	-0.0018928146	-0.0076853213	-0.0112363744	-0.0057925067	0.0001723756	0.0000035827	0.0000590642	0.0001262561	0.0000335531	0.0002350225	0.0001598092	0.0003948318
0.4386666667	0.8260254038	0.8830765469	0.8922065766	0.8423233021	0.9897669106	0.9440899947	-0.0120842947	-0.0017984873	-0.0070930895	-0.0102858074	-0.0052946022	0.0001460302	0.0000032346	0.0000503119	0.0001057978	0.0000280328	0.0001995767	0.0001338306	0.0003334073
0.4386666667	0.8326920705	0.8839977445	0.8922896221	0.8428198164	0.9907071904	0.9445585778	-0.0110416700	-0.0017054129	-0.0065038051	-0.0093362571	-0.0047983922	0.0001219185	0.0000029084	0.0000422995	0.0000871657	0.0000230246	0.0001671264	0.0001101903	0.0002773167
0.4386666667	0.8393587371	0.8849178199	0.8923715048	0.8433139809	0.9916473297	0.9450256718	-0.0100013994	-0.0016136501	-0.0059176541	-0.0083877493	-0.0043040041	0.0001000280	0.0000026039	0.0000350186	0.0000703543	0.0000185245	0.0001376505	0.0000888788	0.0002265293
0.4386666667	0.8460254038	0.8858366984	0.8924521739	0.8438056422	0.9925873054	0.9454911612	-0.0089635608	-0.0015232557	-0.0053348130	-0.0074403052	-0.0038115573	0.0000803454	0.0000023203	0.0000284602	0.0000553581	0.0000145280	0.0001111260	0.0000698861	0.0001810121
0.4386666667	0.8526920705	0.8867543110	0.8925315798	0.8442946545	0.9935270987	0.9459549372	-0.0079282259	-0.0014342846	-0.0047554489	-0.0064939413	-0.0033211643	0.0000628568	0.0000020572	0.0000226143	0.0000421713	0.0000110301	0.0000875282	0.0000532014	0.0001407296
0.4386666667	0.8593587371	0.8876705935	0.8926096750	0.8447808789	0.9944666950	0.9464168971	-0.0068954603	-0.0013467899	-0.0041797205	-0.0055486704	-0.0028329306	0.0000475474	0.0000018138	0.0000174701	0.0000307877	0.0000080255	0.0000668313	0.0000388132	0.0001056445
0.4386666667	0.8660254038	0.8885854865	0.8926864135	0.8452641835	0.9954060833	0.9468769444	-0.0058653238	-0.0012608227	-0.0036077776	-0.0046045011	-0.0023469549	0.0000344020	0.0000015897	0.0000130161	0.0000212014	0.0000055082	0.0000490078	0.0000267096	0.0000757174
0.4386666667	0.8726920705	0.8894989352	0.8927617506	0.8457444428	0.9963452563	0.9473349886	-0.0048378711	-0.0011764325	-0.0030397624	-0.0036614386	-0.0018633299	0.0000234050	0.0000013840	0.0000092402	0.0000134061	0.0000034720	0.0000340291	0.0000168781	0.0000509073
0.4386666667	0.8793587371	0.8904108894	0.8928356436	0.8462215378	0.9972842100	0.9477909444	-0.0038131515	-0.0010936670	-0.0024758090	-0.0027194845	-0.0013821420	0.0000145401	0.0000011961	0.0000061296	0.0000073956	0.0000019103	0.0000218659	0.0000093059	0.0000311718
0.4386666667	0.8860254038	0.8913213029	0.8929080508	0.8466953554	0.9982229436	0.9482447320	-0.0027912094	-0.0010125722	-0.0019160443	-0.0017786373	-0.0009034721	0.0000077909	0.0000010253	0.0000036712	0.0000031636	0.0000008163	0.0000124874	0.0000039798	0.0000164672
0.4386666667	0.8926920705	0.8922301333	0.8929789324	0.8471657882	0.9991614594	0.9486962766	-0.0017720849	-0.0009331925	-0.0013605880	-0.0008388924	-0.0004273955	0.0000031403	0.0000008708	0.0000018512	0.0000007037	0.0000001827	0.0000058623	0.0000008864	0.0000067487
0.4386666667	0.8993587371	0.8931373424	0.8930482496	0.8476327347	1.0000997626	0.9491455082	-0.0007558133	-0.0008555709	-0.0008095533	0.0000997576	0.0000460176	0.0000005713	0.0000007320	0.0000006554	0.0000000100	0.0000000021	0.0000019586	0.0000000121	0.0000019707
0.4386666667	0.9060254038	0.8940428952	0.8931159651	0.8480960984	1.0010378608	0.9495923614	0.0002575740	-0.0007797485	-0.0002630464	0.0010373226	0.0005167021	0.0000000663	0.0000006080	0.0000000692	0.0000010760	0.0000002670	0.0000007435	0.0000013430	0.0000020866
0.4386666667	0.9126920705	0.8949467604	0.8931820431	0.8485557880	1.0019757644	0.9500367753	0.0012680497	-0.0007057654	0.0002788322	0.0019738151	0.0009845976	0.0000016080	0.0000004981	0.0000000777	0.0000038959	0.0000009694	0.0000021838	0.0000048654	0.0000070492
0.4386666667	0.9193587371	0.8958489098	0.8932464488	0.8490117172	1.0029134860	0.9504786931	0.0022755901	-0.0006336599	0.0008159881	0.0029092501	0.0014496481	0.0000051783	0.0000004015	0.0000006658	0.0000084637	0.0000021015	0.0000062457	0.0000105652	0.0000168109
0.4386666667	0.9260254038	0.8967493184	0.8933091487	0.8494638044	1.0038510406	0.9509180620	0.0032801752	-0.0005634691	0.0013483328	0.0038436443	0.0019118019	0.0000107595	0.0000003175	0.0000018180	0.0000147736	0.0000036550	0.0000128950	0.0000184286	0.0000313236
0.4386666667	0.9326920705	0.8976479641	0.8933701106	0.8499119724	1.0047884449	0.9513548330	0.0042817882	-0.0004952286	0.0018757829	0.0047770168	0.0023710115	0.0000183337	0.0000002453	0.0000035186	0.0000228199	0.0000056217	0.0000220975	0.0000284416	0.0000505391
0.4386666667	0.9393587371	0.8985448276	0.8934293034	0.8503561483	1.0057257180	0.9517889608	0.0052804154	-0.0004289729	0.0023982604	0.0057093883	0.0028272333	0.0000278828	0.0000001840	0.0000057517	0.0000325971	0.0000079932	0.0000338185	0.0000405904	0.0000744088
0.4386666667	0.9460254038	0.8994398923	0.8934866972	0.8507962634	1.0066628804	0.9522204035	0.0062760465	-0.0003647351	0.0029156921	0.0066407816	0.0032804271	0.0000393888	0.0000001330	0.0000085013	0.0000441000	0.0000107612	0.0000480231	0.0000548612	0.0001028842
0.4386666667	0.9526920705	0.9003331439	0.8935422632	0.8512322529	1.0075999547	0.9526491225	0.0072686736	-0.0003025470	0.0034280097	0.0075712206	0.0037305567	0.0000528336	0.0000000915	0.0000117513	0.0000573234	0.0000139171	0.0000646764	0.0000712404	0.0001359168
0.4386666667	0.9593587371	0.9012245708	0.8935959734	0.8516640560	1.0085369648	0.9530750824	0.0082582915	-0.0002424395	0.0039351493	0.0085007310	0.0041775888	0.0000681994	0.0000000588	0.0000154854	0.0000722624	0.0000174522	0.0000837436	0.0000897147	0.0001734582
0.4386666667	0.9660254038	0.9021141634	0.8936478012	0.8520916153	1.0094739362	0.9534982508	0.0092448979	-0.0001844420	0.0044370514	0.0094293399	0.0046214935	0.0000854681	0.0000000340	0.0000196874	0.0000889125	0.0000213582	0.0001051896	0.0001102707	0.0002154602
0.4386666667	0.9726920705	0.9030019145	0.8936977208	0.8525148770	1.0104108956	0.9539185982	0.0102284924	-0.0001285831	0.0049336607	0.0103570755	0.0050622438	0.0001046221	0.0000000165	0.0000243410	0.0001072690	0.0000256263	0.0001289796	0.0001328953	0.0002618749
0.4386666667	0.9793587371	0.9038878186	0.8937457074	0.8529337906	1.0113478713	0.9543360976	0.0112090771	-0.0000748901	0.0054249257	0.0112839672	0.0054998158	0.0001256434	0.0000000056	0.0000294298	0.0001273279	0.0000302480	0.0001550788	0.0001575759	0.0003126547
0.4386666667	0.9860254038	0.9047718725	0.8937917371	0.8533483088	1.0122848925	0.9547507248	0.0121866562	-0.0000233894	0.0059107987	0.0122100456	0.0059341881	0.0001485146	0.0000000005	0.0000349375	0.0001490852	0.0000352146	0.0001834527	0.0001842998	0.0003677525
0.4386666667	0.9926920705	0.9056540745	0.8938357870	0.8537583874	1.0132219896	0.9551624580	0.0131612358	0.0000258937	0.0063912357	0.0131353421	0.0063653420	0.0001732181	0.0000000007	0.0000408479	0.0001725372	0.0000405176	0.0002140667	0.0002130548	0.0004271215
0.4386666667	0.9993587371	0.9065344248	0.8938778350	0.8541639850	1.0141591941	0.9555712778	0.0141328238	0.0000729348	0.0068661959	0.0140598890	0.0067932611	0.0001997367	0.0000000053	0.0000471446	0.0001976805	0.0000461484	0.0002468867	0.0002438289	0.0004907156
0.4386666667	1.0060254038	0.9074129251	0.8939178600	0.8545650632	1.0150965382	0.9559771669	0.0151014301	0.0001177106	0.0073356422	0.0149837195	0.0072179316	0.0002280532	0.0000000139	0.0000538116	0.0002245119	0.0000520985	0.0002818787	0.0002766104	0.0005584891
0.4386666667	1.0126920705	0.9082895788	0.8939558415	0.8549615862	1.0160340552	0.9563801102	0.0160670660	0.0001601985	0.0077995402	0.0159068675	0.0076393417	0.0002581506	0.0000000257	0.0000608328	0.0002530284	0.0000583595	0.0003190091	0.0003113880	0.0006303971
0.4386666667	1.0193587371	0.9091643905	0.8939917600	0.8553535207	1.0169717790	0.9567800946	0.0170297443	0.0002003769	0.0082578586	0.0168293674	0.0080574817	0.0002900122	0.0000000402	0.0000681922	0.0002832276	0.0000649230	0.0003582446	0.0003481506	0.0007063952
0.4386666667	1.0260254038	0.9100373665	0.8940255966	0.8557408359	1.0179097443	0.9571771090	0.0179894795	0.0002382251	0.0087105692	0.0177512544	0.0084723441	0.0003236214	0.0000000568	0.0000758740	0.0003151070	0.0000717806	0.0003995521	0.0003868876	0.0007864398
0.4386666667	1.0326920705	0.9109085140	0.8940573334	0.8561235035	1.0188479866	0.9575711440	0.0189462873	0.0002737232	0.0091576462	0.0186725641	0.0088839230	0.0003589618	0.0000000749	0.0000838625	0.0003486646	0.0000789241	0.0004428992	0.0004275887	0.0008704879
0.4386666667	1.0393587371	0.9117778416	0.8940869530	0.8565014973	1.0197865416	0.9579621920	0.0199001845	0.0003068521	0.0095990666	0.0195933325	0.0092922145	0.0003960173	0.0000000942	0.0000921421	0.0003838987	0.0000863453	0.0004882536	0.0004702439	0.0009584975
0.4386666667	1.0460254038	0.9126453592	0.8941144388	0.8568747932	1.0207254459	0.9583502470	0.0208511894	0.0003375934	0.0100348097	0.0205135960	0.0096972163	0.0004347721	0.0000001140	0.0001006974	0.0004208076	0.0000940360	0.0005355835	0.0005148436	0.0010504271
0.4386666667	1.0526920705	0.9135110775	0.8941397749	0.8572433693	1.0216647365	0.9587353045	0.0217993210	0.0003659295	0.0104648572	0.0214333915	0.0100989277	0.0004752104	0.0000001339	0.0001095132	0.0004593903	0.0001019883	0.0005848575	0.0005613786	0.0011462361
0.4386666667	1.0593587371	0.9143750083	0.8941629461	0.8576072057	1.0226044507	0.9591173616	0.0227445997	0.0003918437	0.0108891931	0.0223527560	0.0104973494	0.0005173168	0.0000001535	0.0001185745	0.0004996457	0.0001101943	0.0006360449	0.0006098400	0.0012458849
0.4386666667	1.0660254038	0.9152371643	0.8941839378	0.8579662842	1.0235446262	0.9594964168	0.0236870465	0.0004153198	0.0113078036	0.0232717267	0.0108924839	0.0005610762	0.0000001725	0.0001278664	0.0005415733	0.0001186462	0.0006891151	0.0006602195	0.0013493346
0.4413333333	0.6660254038	0.8613042878	0.8900899396	0.8305047287	0.9676598392	0.9330570897	-0.0370483271	-0.0041736678	-0.0212233765	-0.0328746593	-0.0170497087	0.0013725785	0.0000174195	0.0004504317	0.0010807432	0.0002906926	0.0018404298	0.0013714358	0.0032118655
0.4413333333	0.6726920705	0.8622050930	0.8901797555	0.8309808691	0.9685741421	0.9334978289	-0.0360030119	-0.0040727664	-0.0206502263	-0.0319302455	-0.0165774600	0.0012962169	0.0000165874	0.0004264318	0.0010195406	0.0002748122	0.0017392361	0.0012943528	0.0030335889
0.4413333333	0.6793587371	0.8631090908	0.8902702960	0.8314616804	0.9694910576	0.9339429656	-0.0349550893	-0.0039710612	-0.0200717866	-0.0309840281	-0.0161007254	0.0012218583	0.0000157693	0.0004028766	0.0009600100	0.0002592334	0.0016405042	0.0012192434	0.0028597476
0.4413333333	0.6860254038	0.8640159772	0.8903614531	0.8319467068	0.9704103589	0.9343920988	-0.0339049204	-0.0038686739	-0.0194886149	-0.0300362465	-0.0156199410	0.0011495436	0.0000149666	0.0003798061	0.0009021761	0.0002439826	0.0015443164	0.0011461587	0.0026904750
0.4413333333	0.6926920705	0.8649254627	0.8904531215	0.8324355106	0.9713318330	0.9348448453	-0.0328528482	-0.0037657227	-0.0189012452	-0.0290871255	-0.0151355225	0.0010793096	0.0000141807	0.0003572571	0.0008460609	0.0002290840	0.0014507474	0.0010751449	0.0025258923
0.4413333333	0.6993587371	0.8658372714	0.8905451990	0.8329276720	0.9722552796	0.9353008393	-0.0317991986	-0.0036623229	-0.0183101892	-0.0281368757	-0.0146478664	0.0010111890	0.0000134126	0.0003352630	0.0007916838	0.0002145600	0.0013598647	0.0010062438	0.0023661084
0.4413333333	0.7060254038	0.8667511407	0.8906375861	0.8334227885	0.9731805106	0.9357597317	-0.0307442805	-0.0035585861	-0.0177159366	-0.0271856944	-0.0141573505	0.0009452108	0.0000126635	0.0003138544	0.0007390620	0.0002004306	0.0012717287	0.0009394926	0.0022112213
0.4413333333	0.7126920705	0.8676668211	0.8907301860	0.8339204742	0.9741073500	0.9362211894	-0.0296883869	-0.0034546211	-0.0171189562	-0.0262337658	-0.0136643351	0.0008814003	0.0000119344	0.0002930587	0.0006882105	0.0001867141	0.0011863934	0.0008749245	0.0020613179
0.4413333333	0.7193587371	0.8685840751	0.8908229050	0.8344203591	0.9750356330	0.9366848949	-0.0286317953	-0.0033505333	-0.0165196962	-0.0252812619	-0.0131691629	0.0008197797	0.0000112261	0.0002729004	0.0006391422	0.0001734269	0.0011039061	0.0008125691	0.0019164752
0.4413333333	0.7260254038	0.8695026773	0.8909156516	0.8349220888	0.9759652059	0.9371505454	-0.0275747682	-0.0032464253	-0.0159185856	-0.0243283429	-0.0126721603	0.0007603678	0.0000105393	0.0002534014	0.0005918683	0.0001605836	0.0010243085	0.0007524519	0.0017767604
0.4413333333	0.7326920705	0.8704224140	0.8910083373	0.8354253239	0.9768959251	0.9376178527	-0.0265175540	-0.0031423965	-0.0153160342	-0.0233751576	-0.0121736377	0.0007031807	0.0000098747	0.0002345809	0.0005463980	0.0001481975	0.0009476362	0.0006945954	0.0016422317
0.4413333333	0.7393587371	0.8713430821	0.8911008762	0.8359297394	0.9778276572	0.9380865419	-0.0254603874	-0.0030385433	-0.0147124335	-0.0224218441	-0.0116738902	0.0006482313	0.0000092327	0.0002164557	0.0005027391	0.0001362797	0.0008739198	0.0006390188	0.0015129386
0.4413333333	0.7460254038	0.8722644895	0.8911931848	0.8364350241	0.9787602782	0.9385563517	-0.0244034896	-0.0029349593	-0.0141081578	-0.0214685304	-0.0111731985	0.0005955303	0.0000086140	0.0001990401	0.0004608978	0.0001248404	0.0008031844	0.0005857382	0.0013889226
0.4413333333	0.7526920705	0.8731864540	0.8912851822	0.8369408804	0.9796936732	0.9390270333	-0.0233470696	-0.0028317351	-0.0135035640	-0.0205153345	-0.0106718289	0.0005450857	0.0000080187	0.0001823462	0.0004208790	0.0001138879	0.0007354506	0.0005347669	0.0012702175
0.4413333333	0.7593587371	0.8741088035	0.8913767899	0.8374470234	0.9806277361	0.9394983501	-0.0222913241	-0.0027289588	-0.0128989932	-0.0195623653	-0.0101700344	0.0004969031	0.0000074472	0.0001663840	0.0003826861	0.0001034296	0.0006707344	0.0004861157	0.0011568501
0.4413333333	0.7660254038	0.8750313752	0.8914679320	0.8379531808	0.9815623690	0.9399700772	-0.0212364381	-0.0026267154	-0.0122947705	-0.0186097227	-0.0096680551	0.0004509863	0.0000068996	0.0001511614	0.0003463218	0.0000934713	0.0006090473	0.0004397931	0.0010488404
0.4413333333	0.7726920705	0.8759540152	0.8915585346	0.8384590923	0.9824974818	0.9404420010	-0.0201825857	-0.0025250874	-0.0116912060	-0.0176574983	-0.0091661186	0.0004073368	0.0000063761	0.0001366843	0.0003117872	0.0000840177	0.0005503971	0.0003958050	0.0009462021
0.4413333333	0.7793587371	0.8768765784	0.8916485265	0.8389645089	0.9834329922	0.9409139184	-0.0191299303	-0.0024241548	-0.0110885954	-0.0167057755	-0.0086644406	0.0003659542	0.0000058765	0.0001229569	0.0002790829	0.0000750725	0.0004947877	0.0003541555	0.0008489432
0.4413333333	0.7860254038	0.8777989280	0.8917378384	0.8394691930	0.9843688247	0.9413856369	-0.0180786252	-0.0023239949	-0.0104872203	-0.0157546303	-0.0081632254	0.0003268367	0.0000054010	0.0001099818	0.0002482084	0.0000666382	0.0004422194	0.0003148466	0.0007570661
0.4413333333	0.7926920705	0.8787209351	0.8918264034	0.8399729175	0.9853049111	0.9418569738	-0.0170288138	-0.0022246825	-0.0098873491	-0.0148041313	-0.0076626666	0.0002899805	0.0000049492	0.0000977597	0.0002191623	0.0000587165	0.0003926894	0.0002778788	0.0006705681
0.4413333333	0.7993587371	0.8796424786	0.8919141567	0.8404754656	0.9862411892	0.9423277557	-0.0159806306	-0.0021262901	-0.0092892372	-0.0138543405	-0.0071629471	0.0002553806	0.0000045211	0.0000862899	0.0001919428	0.0000513078	0.0003461916	0.0002432506	0.0005894422
0.4413333333	0.8060254038	0.8805634445	0.8920010356	0.8409766304	0.9871776034	0.9427978185	-0.0149342008	-0.0020288877	-0.0086931276	-0.0129053131	-0.0066642400	0.0002230304	0.0000041164	0.0000755705	0.0001665471	0.0000444121	0.0003027172	0.0002109592	0.0005136764
0.4413333333	0.8126920705	0.8814837258	0.8920869792	0.8414762145	0.9881141036	0.9432670066	-0.0138896414	-0.0019325430	-0.0080992517	-0.0119570984	-0.0061667086	0.0001929221	0.0000037347	0.0000655979	0.0001429722	0.0000380283	0.0002622547	0.0001810005	0.0004432552
0.4413333333	0.8193587371	0.8824032224	0.8921719290	0.8419740297	0.9890506457	0.9437351730	-0.0128470614	-0.0018373217	-0.0075078291	-0.0110097397	-0.0056705075	0.0001650470	0.0000033758	0.0000563675	0.0001212144	0.0000321547	0.0002247902	0.0001533690	0.0003781593
0.4413333333	0.8260254038	0.8833218404	0.8922558281	0.8424698964	0.9899871904	0.9442021783	-0.0118065618	-0.0017432870	-0.0069190690	-0.0100632749	-0.0051757820	0.0001393949	0.0000030390	0.0000478735	0.0001012695	0.0000267887	0.0001903075	0.0001280582	0.0003183657
0.4413333333	0.8326920705	0.8842394920	0.8923386215	0.8429636437	0.9909237040	0.9446678910	-0.0107682366	-0.0016505001	-0.0063331696	-0.0091177366	-0.0046826695	0.0001159549	0.0000027242	0.0000401090	0.0000831331	0.0000219274	0.0001587881	0.0001050605	0.0002638486
0.4413333333	0.8393587371	0.8851560955	0.8924202563	0.8434551084	0.9918601569	0.9451321869	-0.0097321726	-0.0015590202	-0.0057503193	-0.0081731525	-0.0041912991	0.0000947152	0.0000024305	0.0000330662	0.0000668004	0.0000175670	0.0001302119	0.0000843674	0.0002145793
0.4413333333	0.8460254038	0.8860715744	0.8925006811	0.8439441356	0.9927965247	0.9455949485	-0.0086984501	-0.0014689044	-0.0051706970	-0.0072295456	-0.0037017926	0.0000756630	0.0000021577	0.0000267361	0.0000522663	0.0000137033	0.0001045568	0.0000659696	0.0001705264
0.4413333333	0.8526920705	0.8869858579	0.8925798463	0.8444305773	0.9937327866	0.9460560653	-0.0076671427	-0.0013802079	-0.0045944721	-0.0062869348	-0.0032142642	0.0000587851	0.0000019050	0.0000211092	0.0000395255	0.0000103315	0.0000817992	0.0000498570	0.0001316563
0.4413333333	0.8593587371	0.8878988801	0.8926577039	0.8449142932	0.9946689265	0.9465154331	-0.0066383185	-0.0012929841	-0.0040218053	-0.0053453344	-0.0027288212	0.0000440673	0.0000016718	0.0000161749	0.0000285726	0.0000074465	0.0000619140	0.0000360191	0.0000979331
0.4413333333	0.8660254038	0.8888105799	0.8927342078	0.8453951495	0.9956049316	0.9469729536	-0.0056120394	-0.0012072843	-0.0034528487	-0.0044047551	-0.0022455644	0.0000314950	0.0000014575	0.0000119222	0.0000194019	0.0000050426	0.0000448747	0.0000244444	0.0000693191
0.4413333333	0.8726920705	0.8897209010	0.8928093132	0.8458730193	0.9965407930	0.9474285346	-0.0045883620	-0.0011231582	-0.0028877464	-0.0034652039	-0.0017645882	0.0000210531	0.0000012615	0.0000083391	0.0000120076	0.0000031138	0.0000306536	0.0000151214	0.0000457750
0.4413333333	0.8793587371	0.8906297914	0.8928829770	0.8463477817	0.9974765052	0.9478820893	-0.0035673380	-0.0010406537	-0.0023266347	-0.0025266842	-0.0012859809	0.0000127259	0.0000010830	0.0000054132	0.0000063841	0.0000016537	0.0000192221	0.0000080379	0.0000272600
0.4413333333	0.8860254038	0.8915372033	0.8929551575	0.8468193223	0.9984120657	0.9483335364	-0.0025490136	-0.0009598172	-0.0017696423	-0.0015891964	-0.0008098251	0.0000064975	0.0000009212	0.0000031316	0.0000025255	0.0000006558	0.0000105504	0.0000031814	0.0000137317
0.4413333333	0.8926920705	0.8924430931	0.8930258145	0.8472875322	0.9993474753	0.9487827994	-0.0015334308	-0.0008806931	-0.0012168909	-0.0006527376	-0.0003361978	0.0000023514	0.0000007756	0.0000014808	0.0000004261	0.0000001130	0.0000046079	0.0000005391	0.0000051469
0.4413333333	0.8993587371	0.8933474208	0.8930949092	0.8477523083	1.0002827377	0.9492298070	-0.0005206269	-0.0008033247	-0.0006684954	0.0002826977	0.0001348292	0.0000002711	0.0000006453	0.0000004469	0.0000000799	0.0000000182	0.0000013633	0.0000000981	0.0000014614
0.4413333333	0.9060254038	0.8942501501	0.8931624042	0.8482135528	1.0012178590	0.9496744923	0.0004893648	-0.0007277532	-0.0001245641	0.0012171180	0.0006031891	0.0000002395	0.0000005296	0.0000000155	0.0000014814	0.0000003638	0.0000007846	0.0000018452	0.0000026298
0.4413333333	0.9126920705	0.8951512482	0.8932282634	0.8486711730	1.0021528480	0.9501167929	0.0014965152	-0.0006540188	0.0004148010	0.0021505340	0.0010688198	0.0000022396	0.0000004277	0.0000001721	0.0000046248	0.0000011424	0.0000028394	0.0000057672	0.0000086065
0.4413333333	0.9193587371	0.8960506855	0.8932924521	0.8491250812	1.0030877161	0.9505566506	0.0025007989	-0.0005821600	0.0009495038	0.0030829589	0.0015316638	0.0000062540	0.0000003389	0.0000009016	0.0000095046	0.0000023460	0.0000074945	0.0000118506	0.0000193451
0.4413333333	0.9260254038	0.8969484358	0.8933549365	0.8495751945	1.0040224766	0.9509940112	0.0035021940	-0.0005122140	0.0014794541	0.0040144080	0.0019916681	0.0000122654	0.0000002624	0.0000021888	0.0000161155	0.0000039667	0.0000147165	0.0000200822	0.0000347987
0.4413333333	0.9326920705	0.8978444755	0.8934156844	0.8500214344	1.0049571450	0.9514288246	0.0045006822	-0.0004442166	0.0020045668	0.0049448988	0.0024487834	0.0000202561	0.0000001973	0.0000040183	0.0000244520	0.0000059965	0.0000244718	0.0000304486	0.0000549203
0.4413333333	0.9393587371	0.8987387840	0.8934746646	0.8504637269	1.0058917389	0.9518610439	0.0054962483	-0.0003782022	0.0025247625	0.0058744505	0.0029029647	0.0000302087	0.0000001430	0.0000063744	0.0000345092	0.0000084272	0.0000367262	0.0000429364	0.0000796626
0.4413333333	0.9460254038	0.8996313435	0.8935318470	0.8509020021	1.0068262777	0.9522906262	0.0064888800	-0.0003142042	0.0030399664	0.0068030842	0.0033541707	0.0000421056	0.0000000987	0.0000092414	0.0000462820	0.0000112505	0.0000514457	0.0000575324	0.0001089781
0.4413333333	0.9526920705	0.9005221387	0.8935872027	0.8513361940	1.0077607825	0.9527175315	0.0074785680	-0.0002522545	0.0035501088	0.0077308225	0.0038023633	0.0000559290	0.0000000636	0.0000126033	0.0000597656	0.0000144580	0.0000685959	0.0000742236	0.0001428195
0.4413333333	0.9593587371	0.9014111564	0.8936407039	0.8517662406	1.0086952759	0.9531417233	0.0084653058	-0.0001923839	0.0040551243	0.0086576897	0.0042475083	0.0000716614	0.0000000370	0.0000164440	0.0000749556	0.0000180413	0.0000881424	0.0000929969	0.0001811394
0.4413333333	0.9660254038	0.9022983862	0.8936923237	0.8521920835	1.0096297822	0.9535631680	0.0094490893	-0.0001346221	0.0045549522	0.0095837114	0.0046895743	0.0000892853	0.0000000181	0.0000207476	0.0000918475	0.0000219921	0.0001100510	0.0001138396	0.0002238906
0.4413333333	0.9726920705	0.9031838195	0.8937420363	0.8526136677	1.0105643270	0.9539818349	0.0104299169	-0.0000789976	0.0050495355	0.0105089145	0.0051285331	0.0001087832	0.0000000062	0.0000254978	0.0001104373	0.0000263019	0.0001342872	0.0001367391	0.0002710264
0.4413333333	0.9793587371	0.9040674500	0.8937898169	0.8530309419	1.0114989373	0.9543976959	0.0114077892	-0.0000255378	0.0055388217	0.0114333270	0.0055643595	0.0001301377	0.0000000007	0.0000306785	0.0001307210	0.0000309621	0.0001608169	0.0001616831	0.0003224999
0.4413333333	0.9860254038	0.9049492731	0.8938356415	0.8534438576	1.0124336411	0.9548107258	0.0123827091	0.0000257309	0.0060227617	0.0123569782	0.0059970309	0.0001533315	0.0000000007	0.0000362737	0.0001526949	0.0000359644	0.0001896058	0.0001886593	0.0003782651
