tau_real	tau_imag	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.5026666667	1.0193587371	0.9132893707	0.8950734980	0.8576166204	1.0203512592	0.9581521767	0.0215565941	0.0014096543	0.0109001709	0.0201469398	0.0094905166	0.0004646868	0.0000019871	0.0001188137	0.0004058992	0.0000900699	0.0005854876	0.0004959691	0.0010814567
0.5026666667	1.0260254038	0.9141156866	0.8951029453	0.8579723214	1.0212408431	0.9585180407	0.0224609540	0.0014425532	0.0113148402	0.0210184008	0.0098722870	0.0005044945	0.0000020810	0.0001280256	0.0004417732	0.0000974621	0.0006346010	0.0005392352	0.0011738362
0.5026666667	1.0326920705	0.9149409487	0.8951302766	0.8583239701	1.0221316077	0.9588816204	0.0233633451	0.0014730870	0.0117246164	0.0218902581	0.0102515295	0.0005458459	0.0000021700	0.0001374666	0.0004791834	0.0001050939	0.0006854825	0.0005842773	0.0012697598
0.5026666667	1.0393587371	0.9157651494	0.8951554756	0.8586715276	1.0230235689	0.9592428925	0.0242637635	0.0015012377	0.0121294602	0.0227625257	0.0106282225	0.0005887302	0.0000022537	0.0001471238	0.0005181326	0.0001129591	0.0007381077	0.0006310917	0.0013691994
0.5026666667	1.0460254038	0.9165882822	0.8951785267	0.8590149575	1.0239167439	0.9596018357	0.0251622069	0.0015269883	0.0125293352	0.0236352185	0.0110023468	0.0006331367	0.0000023317	0.0001569842	0.0005586236	0.0001210516	0.0007924526	0.0006796752	0.0014721278
0.5026666667	1.0526920705	0.9174103425	0.8951994150	0.8593542256	1.0248111506	0.9599584307	0.0260586747	0.0015503224	0.0129242074	0.0245083523	0.0113738851	0.0006790545	0.0000024035	0.0001670351	0.0006006593	0.0001293653	0.0008484932	0.0007300246	0.0015785178
0.5026666667	1.0593587371	0.9182313268	0.8952181265	0.8596893004	1.0257068078	0.9603126600	0.0269531677	0.0015712242	0.0133140460	0.0253819435	0.0117428218	0.0007264732	0.0000024687	0.0001772638	0.0006442431	0.0001378939	0.0009062058	0.0007821369	0.0016883427
0.5026666667	1.0660254038	0.9190512329	0.8952346476	0.8600201520	1.0266037350	0.9606645077	0.0278456881	0.0015896788	0.0136988222	0.0262560093	0.0121091434	0.0007753823	0.0000025271	0.0001876577	0.0006893780	0.0001466314	0.0009655672	0.0008360094	0.0018015765
0.5053333333	0.6660254038	0.8695773511	0.8913871956	0.8357407683	0.9755326927	0.9375732257	-0.0274888909	-0.0027172852	-0.0149385201	-0.0247716057	-0.0122212349	0.0007556391	0.0000073836	0.0002231594	0.0006136325	0.0001493586	0.0009861821	0.0007629910	0.0017491732
0.5053333333	0.6726920705	0.8703572715	0.8914713895	0.8361266533	0.9763154283	0.9379175407	-0.0265923969	-0.0026228369	-0.0144768986	-0.0239695601	-0.0118540617	0.0007071556	0.0000068793	0.0002095806	0.0005745398	0.0001405188	0.0009236154	0.0007150586	0.0016386740
0.5053333333	0.6793587371	0.8711425299	0.8915565809	0.8365190307	0.9771029104	0.9382680231	-0.0256905783	-0.0025272788	-0.0140077288	-0.0231632995	-0.0114804500	0.0006600058	0.0000063871	0.0001962165	0.0005365384	0.0001318007	0.0008626094	0.0006683392	0.0015309486
0.5053333333	0.6860254038	0.8719327972	0.8916426358	0.8369174123	0.9778949123	0.9386242635	-0.0247838277	-0.0024307614	-0.0135316048	-0.0223530664	-0.0111008434	0.0006142381	0.0000059086	0.0001831043	0.0004996596	0.0001232287	0.0008032510	0.0006228883	0.0014261393
0.5053333333	0.6926920705	0.8727277569	0.8917294251	0.8373213282	0.9786912177	0.9389858679	-0.0238725217	-0.0023334297	-0.0130490978	-0.0215390921	-0.0107156682	0.0005698973	0.0000054449	0.0001702790	0.0004639325	0.0001148255	0.0007456211	0.0005787580	0.0013243792
0.5053333333	0.6993587371	0.8735271057	0.8918168241	0.8377303260	0.9794916199	0.9393524582	-0.0229570210	-0.0022354238	-0.0125607573	-0.0207215971	-0.0103253335	0.0005270248	0.0000049971	0.0001577726	0.0004293846	0.0001066125	0.0006897946	0.0005359971	0.0012257917
0.5053333333	0.7060254038	0.8743305523	0.8919047123	0.8381439703	0.9802959220	0.9397236709	-0.0220376707	-0.0021368791	-0.0120671113	-0.0199007916	-0.0099302322	0.0004856589	0.0000045663	0.0001456152	0.0003960415	0.0000986095	0.0006358404	0.0004946510	0.0011304914
0.5053333333	0.7126920705	0.8751378177	0.8919929735	0.8385618424	0.9811039365	0.9400991570	-0.0211148013	-0.0020379258	-0.0115686671	-0.0190768755	-0.0095307413	0.0004458348	0.0000041531	0.0001338341	0.0003639272	0.0000908350	0.0005838220	0.0004547622	0.0010385842
0.5053333333	0.7193587371	0.8759486344	0.8920814958	0.8389835399	0.9819154848	0.9404785816	-0.0201887285	-0.0019386897	-0.0110659118	-0.0182500387	-0.0091272220	0.0004075848	0.0000037585	0.0001224544	0.0003330639	0.0000833062	0.0005337977	0.0004163701	0.0009501678
0.5053333333	0.7260254038	0.8767627466	0.8921701711	0.8394086757	0.9827303972	0.9408616236	-0.0192597538	-0.0018392920	-0.0105593129	-0.0174204618	-0.0087200209	0.0003709381	0.0000033830	0.0001114991	0.0003034725	0.0000760388	0.0004858202	0.0003795113	0.0008653315
0.5053333333	0.7326920705	0.8775799091	0.8922588952	0.8398368780	0.9835485125	0.9412479748	-0.0183281655	-0.0017398495	-0.0100493191	-0.0165883160	-0.0083094697	0.0003359217	0.0000030271	0.0001009888	0.0002751722	0.0000690473	0.0004399375	0.0003442195	0.0007841571
0.5053333333	0.7393587371	0.8783998877	0.8923475677	0.8402677899	0.9843696778	0.9416373399	-0.0173942382	-0.0016404746	-0.0095363608	-0.0157537636	-0.0078958862	0.0003025595	0.0000026912	0.0000909422	0.0002481811	0.0000623450	0.0003961929	0.0003105261	0.0007067189
0.5053333333	0.7460254038	0.8792224586	0.8924360920	0.8407010684	0.9851937483	0.9420294360	-0.0164582341	-0.0015412757	-0.0090208504	-0.0149169584	-0.0074795746	0.0002708735	0.0000023755	0.0000813757	0.0002225156	0.0000559440	0.0003546247	0.0002784597	0.0006330844
0.5053333333	0.7526920705	0.8800474078	0.8925243748	0.8411363843	0.9860205868	0.9424239921	-0.0155204027	-0.0014423572	-0.0085031832	-0.0140780455	-0.0070608260	0.0002408829	0.0000020804	0.0000723041	0.0001981914	0.0000498553	0.0003152674	0.0002480466	0.0005633140
0.5053333333	0.7593587371	0.8808745311	0.8926123264	0.8415734220	0.9868500636	0.9428207488	-0.0145809818	-0.0013438195	-0.0079837381	-0.0132371623	-0.0066399187	0.0002126050	0.0000018059	0.0000637401	0.0001752225	0.0000440885	0.0002781510	0.0002193110	0.0004974619
0.5053333333	0.7660254038	0.8817036339	0.8926998605	0.8420118784	0.9876820563	0.9432194578	-0.0136401976	-0.0012457592	-0.0074628778	-0.0123944384	-0.0062171186	0.0001860550	0.0000015519	0.0000556945	0.0001536221	0.0000386526	0.0002433015	0.0001922747	0.0004355761
0.5053333333	0.7726920705	0.8825345303	0.8927868939	0.8424514631	0.9885164493	0.9436198816	-0.0126982653	-0.0011482695	-0.0069409494	-0.0115499958	-0.0057926799	0.0001612459	0.0000013185	0.0000481768	0.0001334024	0.0000335551	0.0002107412	0.0001669575	0.0003776988
0.5053333333	0.7793587371	0.8833670435	0.8928733464	0.8428918974	0.9893531340	0.9440217930	-0.0117553891	-0.0010514397	-0.0064182851	-0.0107039494	-0.0053668454	0.0001381892	0.0000011055	0.0000411944	0.0001145745	0.0000288030	0.0001804891	0.0001433776	0.0003238666
0.5053333333	0.7860254038	0.8842010049	0.8929591411	0.8433329146	0.9901920080	0.9444249751	-0.0108117632	-0.0009553560	-0.0058952028	-0.0098564072	-0.0049398468	0.0001168942	0.0000009127	0.0000347534	0.0000971488	0.0000244021	0.0001525603	0.0001215508	0.0002741112
0.5053333333	0.7926920705	0.8850362542	0.8930442038	0.8437742588	0.9910329752	0.9448292204	-0.0098675718	-0.0008601012	-0.0053720063	-0.0090074706	-0.0045119051	0.0000973690	0.0000007398	0.0000288585	0.0000811345	0.0000203573	0.0001269672	0.0001014918	0.0002284590
0.5053333333	0.7993587371	0.8858726389	0.8931284631	0.8442156852	0.9918759455	0.9452343308	-0.0089229894	-0.0007657550	-0.0048489862	-0.0081572344	-0.0040832313	0.0000796197	0.0000005864	0.0000235127	0.0000665405	0.0000166728	0.0001037188	0.0000832133	0.0001869320
0.5053333333	0.8060254038	0.8867100139	0.8932118506	0.8446569591	0.9927208348	0.9456401172	-0.0079781814	-0.0006723938	-0.0043264200	-0.0073057876	-0.0036540262	0.0000636514	0.0000004521	0.0000187179	0.0000533745	0.0000133519	0.0000828214	0.0000667264	0.0001495478
0.5053333333	0.8126920705	0.8875482418	0.8932943001	0.8450978561	0.9935675641	0.9460463993	-0.0070333044	-0.0005800912	-0.0038045726	-0.0064532131	-0.0032244814	0.0000494674	0.0000003365	0.0000144748	0.0000416440	0.0000103973	0.0000642786	0.0000520412	0.0001163199
0.5053333333	0.8193587371	0.8883871918	0.8933757482	0.8455381613	0.9944160602	0.9464530048	-0.0060885064	-0.0004889181	-0.0032836974	-0.0055995883	-0.0027947793	0.0000370699	0.0000002390	0.0000107827	0.0000313554	0.0000078108	0.0000480916	0.0000391662	0.0000872578
0.5053333333	0.8260254038	0.8892267401	0.8934561340	0.8459776693	0.9952662546	0.9468597697	-0.0051439274	-0.0003989424	-0.0027640357	-0.0047449851	-0.0023650933	0.0000264600	0.0000001592	0.0000076399	0.0000225149	0.0000055937	0.0000342590	0.0000281086	0.0000623676
0.5053333333	0.8326920705	0.8900667693	0.8935353987	0.8464161834	0.9961180839	0.9472665377	-0.0041996996	-0.0003102293	-0.0022458181	-0.0038894703	-0.0019355888	0.0000176375	0.0000000962	0.0000050437	0.0000151280	0.0000037465	0.0000227774	0.0000188745	0.0000416519
0.5053333333	0.8393587371	0.8909071682	0.8936134860	0.8468535159	0.9969714895	0.9476731597	-0.0032559474	-0.0002228417	-0.0017292643	-0.0030331057	-0.0015064226	0.0000106012	0.0000000497	0.0000029904	0.0000091997	0.0000022693	0.0000136412	0.0000114690	0.0000251102
0.5053333333	0.8460254038	0.8917478318	0.8936903417	0.8472894870	0.9978264172	0.9480794940	-0.0023127884	-0.0001368400	-0.0012145839	-0.0021759484	-0.0010777439	0.0000053490	0.0000000187	0.0000014752	0.0000047348	0.0000011615	0.0000068429	0.0000058963	0.0000127392
0.5053333333	0.8526920705	0.8925886605	0.8937659136	0.8477239252	0.9986828171	0.9484854057	-0.0013703330	-0.0000522818	-0.0007019764	-0.0013180511	-0.0006496946	0.0000018778	0.0000000027	0.0000004928	0.0000017373	0.0000004221	0.0000023733	0.0000021594	0.0000045327
0.5053333333	0.8593587371	0.8934295605	0.8938401518	0.8481566667	0.9995406434	0.9488907664	-0.0004286851	0.0000307769	-0.0001916321	-0.0004594621	-0.0002224090	0.0000001838	0.0000000009	0.0000000367	0.0000002111	0.0000000495	0.0000002214	0.0000002606	0.0000004820
0.5053333333	0.8660254038	0.8942704433	0.8939130082	0.8485875551	1.0003998545	0.9492954541	0.0005120576	0.0001122830	0.0003162681	0.0003997746	0.0002039851	0.0000002622	0.0000000126	0.0000001000	0.0000001598	0.0000000416	0.0000003748	0.0000002014	0.0000005763
0.5053333333	0.8726920705	0.8951112254	0.8939844365	0.8490164408	1.0012604123	0.9496993529	0.0014518036	0.0001921850	0.0008215518	0.0012596186	0.0006293668	0.0000021077	0.0000000369	0.0000006749	0.0000015866	0.0000003961	0.0000028196	0.0000019827	0.0000048024
0.5053333333	0.8793587371	0.8959518282	0.8940543923	0.8494431817	1.0021222824	0.9501023528	0.0023904672	0.0002704337	0.0013240551	0.0021200336	0.0010536214	0.0000057143	0.0000000731	0.0000017531	0.0000044945	0.0000011101	0.0000075406	0.0000056047	0.0000131453
0.5053333333	0.8860254038	0.8967921779	0.8941228331	0.8498676416	1.0029854340	0.9505043492	0.0033279683	0.0003469818	0.0018236223	0.0029809865	0.0014766405	0.0000110754	0.0000001204	0.0000033256	0.0000088863	0.0000021805	0.0000145214	0.0000110667	0.0000255881
0.5053333333	0.8926920705	0.8976322049	0.8941897179	0.8502896911	1.0038498396	0.9509052432	0.0042642318	0.0004217839	0.0023201052	0.0038424479	0.0018983213	0.0000181837	0.0000001779	0.0000053829	0.0000147644	0.0000036036	0.0000237445	0.0000183680	0.0000421125
0.5053333333	0.8993587371	0.8984718441	0.8942550074	0.8507092068	1.0047154745	0.9513049408	0.0051991880	0.0004947965	0.0028133633	0.0047043915	0.0023185668	0.0000270316	0.0000002448	0.0000079150	0.0000221313	0.0000053758	0.0000351914	0.0000275071	0.0000626984
0.5053333333	0.9060254038	0.8993110346	0.8943186638	0.8511260711	1.0055823176	0.9517033531	0.0061327718	0.0005659777	0.0033032629	0.0055667942	0.0027372853	0.0000376109	0.0000003203	0.0000109115	0.0000309892	0.0000074927	0.0000488428	0.0000384819	0.0000873247
0.5053333333	0.9126920705	0.9001497192	0.8943806509	0.8515401719	1.0064503501	0.9521003961	0.0070649230	0.0006352874	0.0037896775	0.0064296356	0.0031543901	0.0000499131	0.0000004036	0.0000143617	0.0000413402	0.0000099502	0.0000646784	0.0000512904	0.0001159688
0.5053333333	0.9193587371	0.9009878447	0.8944409339	0.8519514028	1.0073195563	0.9524959900	0.0079955854	0.0007026871	0.0042724869	0.0072928983	0.0035697998	0.0000639294	0.0000004938	0.0000182541	0.0000531864	0.0000127435	0.0000826773	0.0000659298	0.0001486071
0.5053333333	0.9260254038	0.9018253613	0.8944994795	0.8523596623	1.0081899230	0.9528900596	0.0089247074	0.0007681398	0.0047515773	0.0081565676	0.0039834375	0.0000796504	0.0000005900	0.0000225775	0.0000665296	0.0000158678	0.0001028179	0.0000823974	0.0001852153
0.5053333333	0.9326920705	0.9026622228	0.8945562555	0.8527648541	1.0090614395	0.9532825340	0.0098522412	0.0008316102	0.0052268408	0.0090206310	0.0043952306	0.0000970667	0.0000006916	0.0000273199	0.0000813718	0.0000193181	0.0001250781	0.0001006898	0.0002257679
0.5053333333	0.9393587371	0.9034983863	0.8946112313	0.8531668865	1.0099340973	0.9536733462	0.0107781428	0.0008930643	0.0056981755	0.0098850786	0.0048051113	0.0001161684	0.0000007976	0.0000324692	0.0000977148	0.0000230891	0.0001494351	0.0001208039	0.0002702390
0.5053333333	0.9460254038	0.9043338119	0.8946643773	0.8535656725	1.0108078905	0.9540624329	0.0117023720	0.0009524693	0.0061654848	0.0107499027	0.0052130155	0.0001369455	0.0000009072	0.0000380132	0.0001155604	0.0000271755	0.0001758659	0.0001427359	0.0003186019
0.5053333333	0.9526920705	0.9051684629	0.8947156653	0.8539611295	1.0116828150	0.9544497349	0.0126248920	0.0010097942	0.0066286776	0.0116150978	0.0056188834	0.0001593879	0.0000010197	0.0000439394	0.0001349105	0.0000315719	0.0002043469	0.0001664823	0.0003708293
0.5053333333	0.9593587371	0.9060023052	0.8947650681	0.8543531792	1.0125588689	0.9548351960	0.0135456693	0.0010650089	0.0070876677	0.0124806604	0.0060226589	0.0001834852	0.0000011342	0.0000502350	0.0001557669	0.0000362724	0.0002348544	0.0001920393	0.0004268937
0.5053333333	0.9660254038	0.9068353078	0.8948125597	0.8547417472	1.0134360521	0.9552187639	0.0144646734	0.0011180846	0.0075423739	0.0133465888	0.0064242893	0.0002092268	0.0000012501	0.0000568874	0.0001781314	0.0000412715	0.0002673643	0.0002194029	0.0004867672
0.5053333333	0.9726920705	0.9076674421	0.8948581151	0.8551267631	1.0143143664	0.9556003893	0.0153818771	0.0011689939	0.0079927196	0.0142128832	0.0068237257	0.0002366021	0.0000013665	0.0000638836	0.0002020060	0.0000465632	0.0003018523	0.0002485693	0.0005504215
0.5053333333	0.9793587371	0.9084986820	0.8949017105	0.8555081604	1.0151938155	0.9559800259	0.0162972559	0.0012177104	0.0084386327	0.0150795455	0.0072209222	0.0002656005	0.0000014828	0.0000712105	0.0002273927	0.0000521417	0.0003382939	0.0002795344	0.0006178283
0.5053333333	0.9860254038	0.9093290038	0.8949433230	0.8558858758	1.0160744043	0.9563576305	0.0172107879	0.0012642088	0.0088800453	0.0159465791	0.0076158365	0.0002962112	0.0000015982	0.0000788552	0.0002542934	0.0000580010	0.0003766646	0.0003122943	0.0006889590
0.5053333333	0.9926920705	0.9101583861	0.8949829305	0.8562598498	1.0169561397	0.9567331629	0.0181224539	0.0013084649	0.0093168937	0.0168139890	0.0080084288	0.0003284233	0.0000017121	0.0000868045	0.0002827102	0.0000641349	0.0004169399	0.0003468452	0.0007637851
0.5053333333	0.9993587371	0.9109868098	0.8950205121	0.8566300261	1.0178390299	0.9571065853	0.0190322371	0.0013504554	0.0097491180	0.0176817817	0.0083986625	0.0003622261	0.0000018237	0.0000950453	0.0003126454	0.0000705375	0.0004590951	0.0003831829	0.0008422780
0.5053333333	1.0060254038	0.9118142575	0.8950560476	0.8569963516	1.0187230843	0.9574778628	0.0199401232	0.0013901582	0.0101766621	0.0185499649	0.0087865038	0.0003976085	0.0000019325	0.0001035645	0.0003441012	0.0000772026	0.0005031055	0.0004213038	0.0009244094
0.5053333333	1.0126920705	0.9126407141	0.8950895178	0.8573587760	1.0196083140	0.9578469627	0.0208460997	0.0014275520	0.0105994735	0.0194185476	0.0091719215	0.0004345599	0.0000020379	0.0001123488	0.0003770800	0.0000841241	0.0005489466	0.0004612041	0.0010101507
0.5053333333	1.0193587371	0.9134661663	0.8951209042	0.8577172523	1.0204947309	0.9582138550	0.0217501565	0.0014626165	0.0110175031	0.0202875400	0.0095548866	0.0004730693	0.0000021392	0.0001213854	0.0004115843	0.0000912959	0.0005965939	0.0005028801	0.0010994741
0.5053333333	1.0260254038	0.9142906024	0.8951501891	0.8580717360	1.0213823485	0.9585785117	0.0226522855	0.0014953321	0.0114307051	0.0211569534	0.0099353730	0.0005131260	0.0000022360	0.0001306610	0.0004476167	0.0000987116	0.0006460231	0.0005463283	0.0011923514
0.5053333333	1.0326920705	0.9151140126	0.8951773557	0.8584221855	1.0222711809	0.9589409071	0.0235524803	0.0015256803	0.0118390369	0.0220268000	0.0103133566	0.0005547193	0.0000023277	0.0001401628	0.0004851799	0.0001063653	0.0006972098	0.0005915452	0.0012887551
0.5053333333	1.0393587371	0.9159363886	0.8952023879	0.8587685616	1.0231612438	0.9593010176	0.0244507363	0.0015536432	0.0122424587	0.0228970931	0.0106888154	0.0005978385	0.0000024138	0.0001498778	0.0005242769	0.0001142508	0.0007501301	0.0006385276	0.0013886578
0.5053333333	1.0460254038	0.9167577237	0.8952252701	0.8591108277	1.0240525533	0.9596588215	0.0253470508	0.0015792039	0.0126409337	0.0237678469	0.0110617299	0.0006424730	0.0000024939	0.0001597932	0.0005649105	0.0001223619	0.0008047601	0.0006872724	0.0014920325
0.5053333333	1.0526920705	0.9175780125	0.8952459877	0.8594489494	1.0249451269	0.9600142990	0.0262414224	0.0016023460	0.0130344280	0.0246390764	0.0114320820	0.0006886123	0.0000025675	0.0001698963	0.0006070841	0.0001306925	0.0008610761	0.0007377766	0.0015988527
0.5053333333	1.0593587371	0.9183972512	0.8952645267	0.8597828947	1.0258389826	0.9603674323	0.0271338514	0.0016230539	0.0134229101	0.0255107974	0.0117998561	0.0007362459	0.0000026343	0.0001801745	0.0006508008	0.0001392366	0.0009190547	0.0007900374	0.0017090921
0.5053333333	1.0660254038	0.9192154372	0.8952808735	0.8601126338	1.0267341394	0.9607182051	0.0280243394	0.0016413130	0.0138063509	0.0263830264	0.0121650380	0.0007853636	0.0000026939	0.0001906153	0.0006960641	0.0001479881	0.0009786728	0.0008440522	0.0018227251
0.5080000000	0.6660254038	0.8699076440	0.8914368776	0.8359367005	0.9758488412	0.9377407661	-0.0271091315	-0.0026615511	-0.0147041062	-0.0244475804	-0.0120425551	0.0007349050	0.0000070839	0.0002162107	0.0005976842	0.0001450231	0.0009581996	0.0007427073	0.0017009069
0.5080000000	0.6726920705	0.8706834246	0.8915211498	0.8363201433	0.9766267741	0.9380822244	-0.0262177324	-0.0025670203	-0.0142455130	-0.0236507121	-0.0116784927	0.0006873695	0.0000065896	0.0002029346	0.0005593562	0.0001363872	0.0008968937	0.0006957434	0.0015926371
0.5080000000	0.6793587371	0.8714646005	0.8916064200	0.8367101068	0.9774095172	0.9384298812	-0.0253209361	-0.0024713791	-0.0137793368	-0.0228495570	-0.0113079576	0.0006411498	0.0000061077	0.0001898701	0.0005221023	0.0001278699	0.0008371276	0.0006499722	0.0014870998
0.5080000000	0.6860254038	0.8722508419	0.8916925534	0.8371061026	0.9781968444	0.9387833277	-0.0244191359	-0.0023747791	-0.0133061715	-0.0220443568	-0.0109313924	0.0005962942	0.0000056396	0.0001770542	0.0004859537	0.0001194953	0.0007789880	0.0006054490	0.0013844370
0.5080000000	0.6926920705	0.8730418324	0.8917794200	0.8375076605	0.9789885400	0.9391421710	-0.0235127085	-0.0022773662	-0.0128265887	-0.0212353423	-0.0105492226	0.0005528475	0.0000051864	0.0001645214	0.0004509398	0.0001112861	0.0007225552	0.0005622259	0.0012847811
0.5080000000	0.6993587371	0.8738372680	0.8918668944	0.8379143281	0.9797843977	0.9395060333	-0.0226020151	-0.0021792813	-0.0123411378	-0.0204227338	-0.0101618565	0.0005108511	0.0000047493	0.0001523037	0.0004170881	0.0001032633	0.0006679040	0.0005203514	0.0011882554
0.5080000000	0.7060254038	0.8746368570	0.8919548554	0.8383256698	0.9805842209	0.9398745516	-0.0216874015	-0.0020806604	-0.0118503469	-0.0196067411	-0.0097696865	0.0004703434	0.0000043291	0.0001404307	0.0003844243	0.0000954468	0.0006151033	0.0004798711	0.0010949743
0.5080000000	0.7126920705	0.8754403200	0.8920431864	0.8387412668	0.9813878221	0.9402473776	-0.0207691985	-0.0019816345	-0.0113547233	-0.0187875641	-0.0093730888	0.0004313596	0.0000039269	0.0001289297	0.0003529726	0.0000878548	0.0005642162	0.0004408274	0.0010050436
0.5080000000	0.7193587371	0.8762473891	0.8921317748	0.8391607163	0.9821950230	0.9406241768	-0.0198477225	-0.0018823299	-0.0108547543	-0.0179653926	-0.0089724244	0.0003939321	0.0000035432	0.0001178257	0.0003227553	0.0000805044	0.0005153009	0.0004032597	0.0009185607
0.5080000000	0.7260254038	0.8770578078	0.8922205121	0.8395836312	0.9830056537	0.9410046281	-0.0189232756	-0.0017828683	-0.0103509076	-0.0171404074	-0.0085680393	0.0003580904	0.0000031786	0.0001071413	0.0002937936	0.0000734113	0.0004684103	0.0003672049	0.0008356151
0.5080000000	0.7326920705	0.8778713305	0.8923092937	0.8400096395	0.9838195531	0.9413884238	-0.0179961467	-0.0016833669	-0.0098436319	-0.0163127798	-0.0081602650	0.0003238613	0.0000028337	0.0000968971	0.0002661068	0.0000665899	0.0004235921	0.0003326967	0.0007562888
0.5080000000	0.7393587371	0.8786877226	0.8923980188	0.8404383841	0.9846365680	0.9417752688	-0.0170666110	-0.0015839387	-0.0093333578	-0.0154826724	-0.0077494191	0.0002912692	0.0000025089	0.0000871116	0.0002397131	0.0000600535	0.0003808896	0.0002997666	0.0006806563
0.5080000000	0.7460254038	0.8795067594	0.8924865905	0.8408695218	0.9854565533	0.9421648804	-0.0161349315	-0.0014846922	-0.0088204978	-0.0146502393	-0.0073358056	0.0002603360	0.0000022043	0.0000778012	0.0002146295	0.0000538140	0.0003403415	0.0002684436	0.0006087851
0.5080000000	0.7526920705	0.8803282267	0.8925749154	0.8413027234	0.9862793717	0.9425569876	-0.0152013584	-0.0013857323	-0.0083054476	-0.0138156261	-0.0069197153	0.0002310813	0.0000019203	0.0000689805	0.0001908715	0.0000478825	0.0003019820	0.0002387540	0.0005407360
0.5080000000	0.7593587371	0.8811519196	0.8926629033	0.8417376729	0.9871048929	0.9429513311	-0.0142661302	-0.0012871594	-0.0077885860	-0.0129789707	-0.0065014266	0.0002035225	0.0000016568	0.0000606621	0.0001684537	0.0000422685	0.0002658413	0.0002107222	0.0004765636
0.5080000000	0.7660254038	0.8819776428	0.8927504679	0.8421740671	0.9879329941	0.9433476626	-0.0133294738	-0.0011890706	-0.0072702759	-0.0121404032	-0.0060812053	0.0001776749	0.0000014139	0.0000528569	0.0001473894	0.0000369811	0.0002319457	0.0001843704	0.0004163161
0.5080000000	0.7726920705	0.8828052099	0.8928375257	0.8426116154	0.9887635595	0.9437457445	-0.0123916053	-0.0010915590	-0.0067508647	-0.0113000463	-0.0056593057	0.0001535519	0.0000011915	0.0000455742	0.0001276910	0.0000320277	0.0002003176	0.0001597188	0.0003600363
0.5080000000	0.7793587371	0.8836344434	0.8929239965	0.8430500390	0.9895964795	0.9441453498	-0.0114527296	-0.0009947142	-0.0062306848	-0.0104580154	-0.0052359706	0.0001311650	0.0000009895	0.0000388214	0.0001093701	0.0000274154	0.0001709759	0.0001367855	0.0003077614
0.5080000000	0.7860254038	0.8844651742	0.8930098032	0.8434890709	0.9904316515	0.9445462612	-0.0105130417	-0.0008986225	-0.0057100543	-0.0096144192	-0.0048114318	0.0001105240	0.0000008075	0.0000326047	0.0000924371	0.0000231499	0.0001439363	0.0001155869	0.0002595232
0.5080000000	0.7926920705	0.8852972414	0.8930948717	0.8439284551	0.9912689787	0.9449482712	-0.0095727266	-0.0008033666	-0.0051892772	-0.0087693600	-0.0043859106	0.0000916371	0.0000006454	0.0000269286	0.0000769017	0.0000192362	0.0001192111	0.0000961379	0.0002153490
0.5080000000	0.7993587371	0.8861304916	0.8931791305	0.8443679464	0.9921083704	0.9453511816	-0.0086319597	-0.0007090264	-0.0046686443	-0.0079229333	-0.0039596179	0.0000745107	0.0000005027	0.0000217962	0.0000627729	0.0000156786	0.0000968097	0.0000784514	0.0001752611
0.5080000000	0.8060254038	0.8869647795	0.8932625110	0.8448073102	0.9929497417	0.9457548031	-0.0076909071	-0.0006156782	-0.0041484332	-0.0070752288	-0.0035327550	0.0000591501	0.0000003791	0.0000172095	0.0000500589	0.0000124804	0.0000767386	0.0000625392	0.0001392778
0.5080000000	0.8126920705	0.8877999667	0.8933449472	0.8452463217	0.9937930130	0.9461589550	-0.0067497262	-0.0005233958	-0.0036289094	-0.0062263304	-0.0031055136	0.0000455588	0.0000002739	0.0000131690	0.0000387672	0.0000096442	0.0000590017	0.0000484114	0.0001074131
0.5080000000	0.8193587371	0.8886359220	0.8934263757	0.8456847660	0.9946381103	0.9465634651	-0.0058085661	-0.0004322498	-0.0031103262	-0.0053763163	-0.0026780764	0.0000337394	0.0000001868	0.0000096741	0.0000289048	0.0000071721	0.0000436004	0.0000360769	0.0000796773
0.5080000000	0.8260254038	0.8894725208	0.8935067356	0.8461224372	0.9954849644	0.9469681688	-0.0048675674	-0.0003423082	-0.0025929254	-0.0045252592	-0.0022506171	0.0000236932	0.0000001172	0.0000067233	0.0000204780	0.0000050653	0.0000305336	0.0000255432	0.0000560769
0.5080000000	0.8326920705	0.8903096451	0.8935859681	0.8465591387	0.9963335112	0.9473729097	-0.0039268631	-0.0002536362	-0.0020769376	-0.0036732269	-0.0018233014	0.0000154203	0.0000000643	0.0000043137	0.0000134926	0.0000033244	0.0000197983	0.0000168170	0.0000366153
0.5080000000	0.8393587371	0.8911471831	0.8936640170	0.8469946823	0.9971836911	0.9477775385	-0.0029865786	-0.0001662965	-0.0015625830	-0.0028202821	-0.0013962864	0.0000089197	0.0000000277	0.0000024417	0.0000079540	0.0000019496	0.0000113890	0.0000099036	0.0000212926
