L	K	U4	U4_err	m_susc	m_susc_err	dat
32	0.1610000000	3.671542143338e-01	1.586983988966e-02	4.621822606398e-03	6.712384056369e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAE6B90.dat
32	0.1608571429	3.671542143338e-01	1.586983988966e-02	4.621822606398e-03	6.712384056369e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAE6B90.dat
32	0.1607142857	3.671542143338e-01	1.586983988966e-02	4.621822606398e-03	6.712384056369e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAE6B90.dat
32	0.1605714286	3.671542143338e-01	1.586983988966e-02	4.621822606398e-03	6.712384056369e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAE6B90.dat
32	0.1611428571	4.271777762318e-01	1.370311367457e-02	5.468061146188e-03	8.081619380992e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA9F107.dat
32	0.1612857143	5.143318862127e-01	1.229493566494e-02	6.535649375878e-03	9.799225997497e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA974BE.dat
32	0.1614285714	6.365142008102e-01	1.074230491675e-02	7.725653555866e-03	1.238326491220e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA8FA55.dat
32	0.1615714286	7.272398098422e-01	9.046749203359e-03	8.462099884287e-03	1.476844774037e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EA801CC.dat
32	0.1617142857	7.272398098422e-01	9.046749203359e-03	8.462099884287e-03	1.476844774037e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EA801CC.dat
32	0.1618571429	7.272398098422e-01	9.046749203359e-03	8.462099884287e-03	1.476844774037e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EA801CC.dat
32	0.1615714286	7.272398098422e-01	9.046749203359e-03	8.462099884287e-03	1.476844774037e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EA801CC.dat
32	0.1618571429	8.614652429501e-01	5.890030788864e-03	7.535934556596e-03	1.739895389527e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EAB0D1A.dat
32	0.1614285714	6.365142008102e-01	1.074230491675e-02	7.725653555866e-03	1.238326491220e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA8FA55.dat
32	0.1617142857	8.085158972496e-01	7.332002464307e-03	9.094034642871e-03	1.706600538041e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EAB8763.dat
32	0.1612857143	5.143318862127e-01	1.229493566494e-02	6.535649375878e-03	9.799225997497e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA974BE.dat
32	0.1610000000	3.671542143338e-01	1.586983988966e-02	4.621822606398e-03	6.712384056369e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAE6B90.dat
32	0.1611428571	4.271777762318e-01	1.370311367457e-02	5.468061146188e-03	8.081619380992e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EA9F107.dat
32	0.1600000000	9.036802923978e-02	2.466515351596e-02	1.348562887877e-03	1.968198423381e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160_5EADC24F.dat
32	0.1602857143	1.308234073185e-01	1.873979703184e-02	1.733480851836e-03	2.536759766479e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160_5EACCF9D.dat
32	0.1601428571	1.219315961560e-01	1.561377177814e-02	1.480774313871e-03	2.266211113479e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160_5EAD49E6.dat
32	0.1604285714	1.554560474073e-01	2.007614855050e-02	2.055053753027e-03	3.060066426357e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160/Lx32_Ly32_Tx0_Ty0_Nt128_k0.160_0.160_0.160_kt0.160_5EAC5534.dat
32	0.1605714286	2.061978881719e-01	2.124615634971e-02	2.557206565169e-03	3.711246299655e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAFD8AB.dat
32	0.1607142857	2.859622394299e-01	1.591222217721e-02	2.891386083234e-03	4.295568653715e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAF5E42.dat
32	0.1608571429	2.768829795082e-01	1.812784092623e-02	3.571289845224e-03	5.250873430789e-04	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161/Lx32_Ly32_Tx0_Ty0_Nt128_k0.161_0.161_0.161_kt0.161_5EAEE5F9.dat
32	0.1620000000	9.178212760677e-01	4.303444746322e-03	6.553487283166e-03	1.782546489641e-03	out_binder_refine_160_162_nk15_ntraj10000_Nt4L/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162/Lx32_Ly32_Tx0_Ty0_Nt128_k0.162_0.162_0.162_kt0.162_5EAA90B1.dat
