L	K	U4	U4_err	m_susc	m_susc_err	dat
16	0.1853624000	9.985871312740e-01	1.385949041681e-04	4.531388044356e-04	4.626876896673e-03	out_binder_refine_left_to_right2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.185_0.185_0.185_kt0.185/Lx16_Ly16_Tx0_Ty0_Nt16_k0.185_0.185_0.185_kt0.185_5EAE29C0.dat
8	0.1510470000	2.490646945370e-01	5.615994746545e-02	1.246742401123e-02	6.306750025299e-03	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.151_0.151_0.151_kt0.151/Lx8_Ly8_Tx0_Ty0_Nt8_k0.151_0.151_0.151_kt0.151_5EADA1C7.dat
8	0.1755580000	9.752167620785e-01	4.032772116020e-03	5.852507019043e-03	1.459647973943e-02	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.176_0.176_0.176_kt0.176/Lx8_Ly8_Tx0_Ty0_Nt8_k0.176_0.176_0.176_kt0.176_5EAF3DDA.dat
8	0.1804602000	9.883593485076e-01	1.148933801377e-03	2.656449890137e-03	1.041026639545e-02	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.180_0.180_0.180_kt0.180/Lx8_Ly8_Tx0_Ty0_Nt8_k0.180_0.180_0.180_kt0.180_5EAF4371.dat
8	0.1853624000	9.893426199969e-01	1.359469592226e-03	3.374212646484e-03	1.261552747566e-02	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.185_0.185_0.185_kt0.185/Lx8_Ly8_Tx0_Ty0_Nt8_k0.185_0.185_0.185_kt0.185_5EAEC6E8.dat
8	0.1902646000	9.932852606578e-01	5.990951599952e-04	2.152642822266e-03	1.044847662409e-02	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.190_0.190_0.190_kt0.190/Lx8_Ly8_Tx0_Ty0_Nt8_k0.190_0.190_0.190_kt0.190_5EAE4C9F.dat
16	0.1902646000	9.990738231322e-01	8.819855329308e-05	3.293241500854e-04	4.107571526317e-03	out_binder_refine_left_to_right2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.190_0.190_0.190_kt0.190/Lx16_Ly16_Tx0_Ty0_Nt16_k0.190_0.190_0.190_kt0.190_5EA9AF77.dat
8	0.1951668000	9.948784668383e-01	5.685242604620e-04	1.815519714356e-03	9.911648647201e-03	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.195_0.195_0.195_kt0.195/Lx8_Ly8_Tx0_Ty0_Nt8_k0.195_0.195_0.195_kt0.195_5EA9D236.dat
8	0.2000690000	9.961464114410e-01	4.750159869075e-04	1.549475097656e-03	9.365754939091e-03	out_binder_refine_left_to_right2_momentJK/Lx8_Ly8_Tx0_Ty0_Nt8_k0.200_0.200_0.200_kt0.200/Lx8_Ly8_Tx0_Ty0_Nt8_k0.200_0.200_0.200_kt0.200_5EA959AD.dat
24	0.1951668000	9.998030087374e-01	2.156322159865e-05	7.315276136666e-05	1.996915173689e-03	out_binder_refine_left_to_right2_momentJK/Lx24_Ly24_Tx0_Ty0_Nt24_k0.195_0.195_0.195_kt0.195/Lx24_Ly24_Tx0_Ty0_Nt24_k0.195_0.195_0.195_kt0.195_5EA915C6.dat
16	0.1951668000	9.993720909366e-01	4.693752822392e-05	1.924871444702e-04	3.220931567698e-03	out_binder_refine_left_to_right2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.195_0.195_0.195_kt0.195/Lx16_Ly16_Tx0_Ty0_Nt16_k0.195_0.195_0.195_kt0.195_5EA932EE.dat
16	0.2000690000	9.995427229049e-01	3.882486223441e-05	1.570734739302e-04	3.003572631816e-03	out_binder_refine_left_to_right2_momentJK/Lx16_Ly16_Tx0_Ty0_Nt16_k0.200_0.200_0.200_kt0.200/Lx16_Ly16_Tx0_Ty0_Nt16_k0.200_0.200_0.200_kt0.200_5EA8B885.dat
24	0.2000690000	9.998462647919e-01	1.371491917040e-05	6.158663902767e-05	1.880135177055e-03	out_binder_refine_left_to_right2_momentJK/Lx24_Ly24_Tx0_Ty0_Nt24_k0.200_0.200_0.200_kt0.200/Lx24_Ly24_Tx0_Ty0_Nt24_k0.200_0.200_0.200_kt0.200_5EA89B7D.dat
