L	K	U4	U4_err	m_susc	m_susc_err	dat
32	0.1600000000	5.220528475583e-01	1.602611187229e-02	6.013784071203e-03	9.514355230181e-04	out_binder_refine_160_162_nk15_ntraj10000/Lx32_Ly32_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160/Lx32_Ly32_Tx0_Ty0_Nt32_k0.160_0.160_0.160_kt0.160_5EAC5534.dat
16	0.1620000000	8.128182091358e-01	7.537506935375e-03	1.540179125571e-02	3.378045877397e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162_5EAB4EE1.dat
16	0.1618571429	8.128182091358e-01	7.537506935375e-03	1.540179125571e-02	3.378045877397e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162_5EAB4EE1.dat
16	0.1617142857	7.922324871388e-01	8.108629142404e-03	1.510694488907e-02	3.152568946423e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162_5EA845D3.dat
16	0.1615714286	7.779099676742e-01	8.734395410782e-03	1.553068579459e-02	3.173112112989e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162/Lx16_Ly16_Tx0_Ty0_Nt16_k0.162_0.162_0.162_kt0.162_5EA83E3C.dat
24	0.1604285714	5.437700028671e-01	1.624770385494e-02	8.855103236990e-03	1.479164331030e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160_5EAC725C.dat
16	0.1614285714	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1607142857	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1605714286	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1612857143	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1611428571	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
16	0.1610000000	7.681319053453e-01	8.792620469704e-03	1.503332185364e-02	2.963327486038e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161/Lx16_Ly16_Tx0_Ty0_Nt16_k0.161_0.161_0.161_kt0.161_5EA8B885.dat
24	0.1600000000	5.437700028671e-01	1.624770385494e-02	8.855103236990e-03	1.479164331030e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160_5EAC725C.dat
24	0.1602857143	5.437700028671e-01	1.624770385494e-02	8.855103236990e-03	1.479164331030e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160_5EAC725C.dat
8	0.1620000000	7.473157486298e-01	9.228359200153e-03	3.196416601562e-02	6.063735778013e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
8	0.1617142857	7.473157486298e-01	9.228359200153e-03	3.196416601562e-02	6.063735778013e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
8	0.1615714286	7.473157486298e-01	9.228359200153e-03	3.196416601562e-02	6.063735778013e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
8	0.1618571429	7.473157486298e-01	9.228359200153e-03	3.196416601562e-02	6.063735778013e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162/Lx8_Ly8_Tx0_Ty0_Nt8_k0.162_0.162_0.162_kt0.162_5EAB6E09.dat
24	0.1601428571	5.437700028671e-01	1.624770385494e-02	8.855103236990e-03	1.479164331030e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160/Lx24_Ly24_Tx0_Ty0_Nt24_k0.160_0.160_0.160_kt0.160_5EAC725C.dat
8	0.1614285714	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1610000000	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1608571429	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1607142857	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1605714286	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
8	0.1612857143	7.278141722562e-01	9.590632940583e-03	3.072503564453e-02	5.723160757790e-03	out_binder_refine_160_162_nk15_ntraj10000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EA959AD.dat
