# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
34 2 -13 2.9950718749999999e-01 9.7481979812196406e-04 2.9950580907724611e-01 9.7482546580580226e-04
35 2 -12 2.7698562500000001e-01 1.0535547960913980e-03 2.7698424657724613e-01 1.0535550917376171e-03
36 2 -11 2.6217687499999998e-01 1.1157340202719408e-03 2.6217549657724609e-01 1.1157365816794535e-03
37 2 -10 2.5375093750000000e-01 1.1582297898414511e-03 2.5374955907724611e-01 1.1582347680360579e-03
38 2 -9 2.5145281250000001e-01 1.1722687978330936e-03 2.5145143407724613e-01 1.1722673857456165e-03
39 2 -8 2.5393156249999999e-01 1.1564990174746893e-03 2.5393018407724610e-01 1.1565040905342442e-03
40 2 -7 2.6203937500000002e-01 1.1153688845757207e-03 2.6203799657724614e-01 1.1153771935041204e-03
41 2 -6 2.7686968750000002e-01 1.0535152037781878e-03 2.7686830907724613e-01 1.0535232797939218e-03
42 2 -5 2.9956874999999999e-01 9.7461500371621101e-04 2.9956737157724611e-01 9.7462949934400286e-04
43 2 -4 3.3221812499999998e-01 8.7800860260147111e-04 3.3221674657724609e-01 8.7802501394801575e-04
44 2 -3 3.7632749999999998e-01 7.6985775686973527e-04 3.7632612157724610e-01 7.6987396331360165e-04
45 2 -2 4.2789718750000000e-01 6.6269908352927962e-04 4.2789580907724611e-01 6.6270257375011777e-04
46 2 -1 4.5437312499999999e-01 6.1360431055337925e-04 4.5437174657724611e-01 6.1360000464642556e-04
47 2 0 4.2795749999999999e-01 6.6280248504927916e-04 4.2795612157724611e-01 6.6280646285669584e-04
48 3 -15 3.2596312500000002e-01 8.9727946158356224e-04 3.2596174657724614e-01 8.9728176524889592e-04
49 3 -14 2.9929656249999997e-01 9.7583938527680974e-04 2.9929518407724609e-01 9.7584996150213473e-04
50 3 -13 2.7907406250000000e-01 1.0440291230737636e-03 2.7907268407724611e-01 1.0440390584370031e-03
51 3 -12 2.6396343750000001e-01 1.0987288282863165e-03 2.6396205907724613e-01 1.0987341254557936e-03
52 3 -11 2.5442781250000002e-01 1.1375150148725717e-03 2.5442643407724613e-01 1.1375200563331696e-03
53 3 -10 2.4982812500000001e-01 1.1590929555010622e-03 2.4982674657724610e-01 1.1590988017756046e-03
54 3 -9 2.4977593749999999e-01 1.1586863992043628e-03 2.4977455907724608e-01 1.1586916130649882e-03
55 3 -8 2.5424124999999997e-01 1.1381376996957575e-03 2.5423987157724609e-01 1.1381469860265593e-03
56 3 -7 2.6376062500000003e-01 1.0972578630635038e-03 2.6375924657724614e-01 1.0972677473435138e-03
57 3 -6 2.7844906250000001e-01 1.0437703166351648e-03 2.7844768407724613e-01 1.0437897411960920e-03
58 3 -5 2.9937750000000002e-01 9.7587778189048844e-04 2.9937612157724613e-01 9.7590181963236040e-04
59 3 -4 3.2610062499999998e-01 8.9757924823782983e-04 3.2609924657724609e-01 8.9759281977676839e-04
