r1	r2	tau_eff_real	tau_eff_imag	beta_c	alpha	beta_angle	gamma	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score	v4_chi2_scaled	u4_chi2_scaled	w4_chi2_scaled	v4_over_u4_chi2_scaled	w4_over_u4_chi2_scaled	corr_score_scaled	ratio_score_scaled	total_score_scaled
0.6000000000	0.6000000000	0.6388325205	0.7693458330	0.3780994017	1.1318880691	1.1318880691	0.8778165154	0.8588573064	0.8588573064	0.8549280400	1.0000000000	0.9954250067	0.0022611703	0.0022611703	0.0142636621	0.0000000000	0.0120024917	0.0000051129	0.0000051129	0.0002034521	0.0000000000	0.0001440598	0.0002136778	0.0001440598	0.0003577376	10.1387180950	196.8595052346	895.4824164155	0.0000000000	1431.0143652134	1102.4806397451	1431.0143652134	2533.4950049585
0.6000000000	0.6133333333	0.6332242747	0.7684499673	0.3756605980	1.1254788403	1.1345388873	0.8815749260	0.8583321545	0.8586843872	0.8543127635	0.9995897996	0.9949089285	0.0016495291	0.0020598136	0.0135437208	-0.0004102845	0.0114839072	0.0000027209	0.0000042428	0.0001834324	0.0000001683	0.0001318801	0.0001903962	0.0001320485	0.0003224446	5.3955588251	163.3599821402	807.3669483511	0.4092541029	1310.0278007197	976.1224893164	1310.4370548226	2286.5595441390
0.6000000000	0.6266666667	0.6276954679	0.7675213739	0.3732620430	1.1191607976	1.1371491574	0.8852826986	0.8578061417	0.8585133900	0.8537017959	0.9991761942	0.9943954349	0.0010365099	0.0018606553	0.0128283081	-0.0008241453	0.0109676528	0.0000010744	0.0000034620	0.0001645655	0.0000006792	0.0001202894	0.0001691019	0.0001209686	0.0002900705	2.1304111789	133.2973975780	724.3254490939	1.6513165531	1194.8917192261	859.7532578509	1196.5430357792	2056.2962936301
0.6000000000	0.6400000000	0.6222446663	0.7665616277	0.3709026533	1.1129318362	1.1397198869	0.8889409305	0.8572793076	0.8583442427	0.8530949631	0.9987593147	0.9938844122	0.0004221567	0.0016636123	0.0121172301	-0.0012414556	0.0104536178	0.0000001782	0.0000027676	0.0001468273	0.0000015412	0.0001092781	0.0001497731	0.0001108193	0.0002605924	0.3533977970	106.5599661787	646.2516844231	3.7470122105	1085.5114162836	753.1650483988	1089.2584284941	1842.4234768929
0.6000000000	0.6533333333	0.6168704618	0.7655722356	0.3685813862	1.1067899182	1.1422520489	0.8925506866	0.8567516900	0.8581768764	0.8524920985	0.9983392860	0.9933757503	-0.0001934887	0.0014686059	0.0114103009	-0.0016620945	0.0099416950	0.0000000374	0.0000021568	0.0001301950	0.0000027626	0.0000988373	0.0001323892	0.0001015999	0.0002339891	0.0742382170	83.0424894519	573.0455884048	6.7163631401	981.7977500573	656.1623160737	988.5141131974	1644.6764292711
0.6000000000	0.6666666667	0.6115714725	0.7645546393	0.3662972370	1.1007330701	1.1447465834	0.8961130000	0.8562233254	0.8580112260	0.8518930424	0.9979162270	0.9928693432	-0.0008103857	0.0012755613	0.0107073423	-0.0020859470	0.0094317810	0.0000006567	0.0000016271	0.0001146472	0.0000043512	0.0000889585	0.0001169310	0.0000933097	0.0002102406	1.3022670639	62.6458797533	504.6129069524	10.5786263604	883.6668801315	568.5610537695	894.2455064919	1462.8065602614
0.6000000000	0.6800000000	0.6063463424	0.7635102187	0.3640492379	1.0947593807	1.1472043989	0.8996288741	0.8556942487	0.8578472296	0.8512976419	0.9974902513	0.9923650885	-0.0014284957	0.0010844077	0.0100081834	-0.0025129034	0.0089237757	0.0000020406	0.0000011759	0.0001001637	0.0000063147	0.0000796338	0.0001033803	0.0000859485	0.0001893287	4.0464519689	45.2767225551	440.8648649979	15.3523303555	791.0400200923	490.1880395219	806.3923504478	1296.5803899697
0.6000000000	0.6933333333	0.6011937411	0.7624402946	0.3618364560	1.0888669976	1.1496263733	0.9030992827	0.8551644934	0.8576848287	0.8507057504	0.9970614669	0.9918628871	-0.0020477815	0.0008950775	0.0093126600	-0.0029428591	0.0084175825	0.0000041934	0.0000008012	0.0000867256	0.0000086604	0.0000708557	0.0000917202	0.0000795161	0.0001712363	8.3154111547	30.8468736261	381.7178554510	21.0553103381	703.8432029968	420.8801402319	724.8985133349	1145.7786535668
0.6000000000	0.7066666667	0.5961123635	0.7613461314	0.3596579916	1.0830541259	1.1520133557	0.9065251720	0.8546340918	0.8575239674	0.8501172271	0.9966299769	0.9913626434	-0.0026682074	0.0007075070	0.0086206147	-0.0033757144	0.0079131077	0.0000071193	0.0000005006	0.0000743150	0.0000113954	0.0000626173	0.0000819349	0.0000740127	0.0001559476	14.1174306372	19.2730880541	327.0931483649	27.7047422589	622.0070590558	360.4836670563	649.7118013147	1010.1954683710
0.6000000000	0.7200000000	0.5911009297	0.7602289398	0.3575129768	1.0773190253	1.1543661674	0.9099074609	0.8541030745	0.8573645927	0.8495319372	0.9961958796	0.9908642653	-0.0032897393	0.0005216352	0.0079318962	-0.0038113745	0.0074102610	0.0000108224	0.0000002721	0.0000629150	0.0000145266	0.0000549120	0.0000740095	0.0000694385	0.0001434480	21.4604810039	10.4766783439	276.9166188071	35.3171755627	545.4666048077	308.8537781549	580.7837803704	889.6375585253
0.6000000000	0.7333333333	0.5861581846	0.7590898788	0.3554005743	1.0716600081	1.1566856030	0.9132470425	0.8535714710	0.8572066542	0.8489497512	0.9957592686	0.9903676635	-0.0039123445	0.0003374044	0.0072463592	-0.0042497488	0.0069089548	0.0000153064	0.0000001138	0.0000525097	0.0000180604	0.0000477337	0.0000679300	0.0000657940	0.0001337240	30.3522337365	4.3831990830	231.1184920709	43.9085647013	474.1610431229	265.8539248904	518.0696078242	783.9235327145
0.6000000000	0.7466666667	0.5812828977	0.7579300589	0.3533199756	1.0660754375	1.1589724316	0.9165447845	0.8530393095	0.8570501041	0.8483705450	0.9953202333	0.9898727518	-0.0045359917	0.0001547595	0.0065638642	-0.0046907511	0.0064091047	0.0000205752	0.0000000240	0.0000430843	0.0000220031	0.0000410766	0.0000636835	0.0000630798	0.0001267633	40.8000770535	0.9221559085	189.6331049745	53.4942994160	408.0335734268	231.3553379365	461.5278728428	692.8832107793
0.6000000000	0.7600000000	0.5764738625	0.7567505434	0.3512703999	1.0605637251	1.1612273979	0.9198015307	0.8525066169	0.8568948968	0.8477941991	0.9948788587	0.9893794470	-0.0051606510	-0.0000263517	0.0058842771	-0.0051342993	0.0059106288	0.0000266323	0.0000000007	0.0000346247	0.0000263610	0.0000349355	0.0000612577	0.0000612966	0.0001225543	52.8111312543	0.0267367164	152.3986820981	64.0892338072	347.0312115623	205.2365500688	411.1204453695	616.3569954384
0.6000000000	0.7733333333	0.5717298964	0.7555523509	0.3492510932	1.0551233295	1.1634512228	0.9230181012	0.8519734190	0.8567409889	0.8472205992	0.9944352261	0.9888876688	-0.0057862940	-0.0002059791	0.0052074689	-0.0055803149	0.0054134480	0.0000334812	0.0000000424	0.0000271177	0.0000311399	0.0000293054	0.0000606414	0.0000604453	0.0001210867	66.3922635512	1.6335632502	119.3571258961	75.7077142144	291.1046187453	187.3829526975	366.8123329597	554.1952856572
0.6000000000	0.7866666667	0.5670498404	0.7543364576	0.3472613267	1.0497527546	1.1656446051	0.9261952939	0.8514397403	0.8565883391	0.8466496352	0.9939894129	0.9883973393	-0.0064128933	-0.0003841699	0.0045333157	-0.0060287234	0.0049174856	0.0000411252	0.0000001476	0.0000205510	0.0000363455	0.0000241817	0.0000618237	0.0000605272	0.0001223509	81.5501023826	5.6824613722	90.4538197109	88.3636059294	240.2079391049	177.6863834657	328.5715450343	506.2579285000
0.6000000000	0.8000000000	0.5624325584	0.7531037986	0.3453003958	1.0444505473	1.1678082215	0.9293338848	0.8509056042	0.8564369081	0.8460812015	0.9935414929	0.9879083835	-0.0070404229	-0.0005609694	0.0038616983	-0.0064794535	0.0044226677	0.0000495676	0.0000003147	0.0000149127	0.0000419833	0.0000195600	0.0000647950	0.0000615433	0.0001263383	98.2910512015	12.1162484789	65.6374427879	102.0703187720	194.2986453266	176.0447424683	296.3689640986	472.4137065669
0.6000000000	0.8133333333	0.5578769374	0.7518552700	0.3433676193	1.0392152967	1.1699427281	0.9324346288	0.8503710332	0.8562866584	0.8455151964	0.9930915365	0.9874207289	-0.0076688580	-0.0007364206	0.0031925019	-0.0069324375	0.0039289224	0.0000588114	0.0000005423	0.0000101921	0.0000480587	0.0000154364	0.0000695458	0.0000634951	0.0001330409	116.6213017402	20.8805366587	44.8597964628	116.8408315549	153.3373919493	182.3616348617	270.1782235042	452.5398583659
0.6000000000	0.8266666667	0.5533818862	0.7505917307	0.3414623383	1.0340456318	1.1720487611	0.9354982606	0.8498360486	0.8561375543	0.8449515224	0.9926396107	0.9869343052	-0.0082981751	-0.0009105644	0.0025256162	-0.0073876107	0.0034361806	0.0000688597	0.0000008291	0.0000063787	0.0000545768	0.0000118073	0.0000760676	0.0000663841	0.0001424517	136.5468467517	31.9235503153	28.0756407561	132.6877154714	117.2878758855	196.5460378230	249.9755913569	446.5216291799
0.6000000000	0.8400000000	0.5489463361	0.7493140041	0.3395839152	1.0289402209	1.1741269373	0.9385254954	0.8493006707	0.8559895618	0.8443900856	0.9921857795	0.9864490447	-0.0089283515	-0.0010834400	0.0018609349	-0.0078449115	0.0029443750	0.0000797155	0.0000011738	0.0000034631	0.0000615426	0.0000086693	0.0000843524	0.0000702120	0.0001545644	158.0734922340	45.1959570954	15.2425406707	149.6231564354	86.1167037853	218.5119900002	235.7398602208	454.2518502209
0.6000000000	0.8533333333	0.5445692396	0.7480228792	0.3377317328	1.0238977692	1.1761778552	0.9415170292	0.8487649188	0.8558426484	0.8438307957	0.9917301041	0.9859648819	-0.0095593659	-0.0012550847	0.0011983560	-0.0083042812	0.0024534407	0.0000913815	0.0000015752	0.0000014361	0.0000689611	0.0000060194	0.0000943928	0.0000749805	0.0001693732	181.2068691430	60.6507110581	6.3207215324	167.6589764071	59.7932658359	248.1783017334	227.4522422430	475.6305439764
0.6000000000	0.8666666667	0.5402495706	0.7467191125	0.3359051938	1.0189170183	1.1782020953	0.9444735399	0.8482288114	0.8556967830	0.8432735661	0.9912726426	0.9854817534	-0.0101911978	-0.0014255340	0.0005377807	-0.0087656638	0.0019633147	0.0001038605	0.0000020321	0.0000002892	0.0000768369	0.0000038546	0.0001061819	0.0000806915	0.0001868733	205.9524446023	78.2429071187	1.2729327790	186.8066537377	38.2896156829	285.4682845000	225.0962694206	510.5645539206
0.6000000000	0.8800000000	0.5359863238	0.7454034296	0.3341037195	1.0139967446	1.1802002212	0.9473956878	0.8476923660	0.8555519362	0.8427183131	0.9908134505	0.9849995979	-0.0108238279	-0.0015948218	-0.0001208855	-0.0092290061	0.0014739363	0.0001171553	0.0000025435	0.0000000146	0.0000851746	0.0000021725	0.0001197133	0.0000873470	0.0002070604	232.3155326213	97.9296458816	0.0643196326	207.0773425670	21.5803561141	330.3094981355	228.6576986811	558.9671968166
0.6000000000	0.8933333333	0.5317785141	0.7440765257	0.3323267493	1.0091357578	1.1821727799	0.9502841158	0.8471555993	0.8554080797	0.8421649565	0.9903525807	0.9845183562	-0.0114572378	-0.0017629807	-0.0007777342	-0.0096942571	0.0009852466	0.0001312683	0.0000031081	0.0000006049	0.0000939786	0.0000009707	0.0001349813	0.0000949493	0.0002299306	260.3013043307	119.6699080533	2.6623021388	228.4818913060	9.6425302061	382.6335145228	238.1244215121	620.7579360349
0.6000000000	0.9066666667	0.5276251766	0.7427390680	0.3305737400	1.0043329003	1.1841203027	0.9531394505	0.8466185271	0.8552651864	0.8416134189	0.9898900839	0.9840379712	-0.0120914100	-0.0019300416	-0.0014328532	-0.0101613684	0.0004971884	0.0001462022	0.0000037251	0.0000020531	0.0001032534	0.0000002472	0.0001519803	0.0001035006	0.0002554809	289.9147977483	143.4244376951	9.0364610944	251.0308602392	2.4555176382	442.3756965379	253.4863778774	695.8620744152
0.6000000000	0.9200000000	0.5235253659	0.7413916960	0.3288441652	0.9995870456	1.1860433056	0.9559623024	0.8460811645	0.8551232307	0.8410636258	0.9894260080	0.9835583875	-0.0127263278	-0.0020960340	-0.0020863275	-0.0106302939	0.0000097065	0.0001619594	0.0000043934	0.0000043528	0.0001130031	0.0000000001	0.0001707055	0.0001130032	0.0002837088	321.1609270881	169.1556336369	19.1584304188	274.7345382791	0.0009358973	509.4749911438	274.7354741764	784.2104653203
0.6000000000	0.9333333333	0.5194781560	0.7400350231	0.3271375143	0.9948970974	1.1879422897	0.9587532664	0.8455435257	0.8549821878	0.8405155057	0.9889603992	0.9830795515	-0.0133619757	-0.0022609862	-0.0027382386	-0.0111009894	-0.0004772524	0.0001785424	0.0000051121	0.0000074980	0.0001232320	0.0000002278	0.0001911524	0.0001234597	0.0003146121	354.0444916255	196.8274484313	33.0017955545	299.6029589052	2.2625461144	583.8737356113	301.8655050196	885.7392406308
0.6000000000	0.9466666667	0.5154826394	0.7386696376	0.3254532924	0.9902619887	1.1898177422	0.9615129227	0.8450056244	0.8548420342	0.8399689896	0.9884933012	0.9826014116	-0.0139983385	-0.0024249254	-0.0033886656	-0.0115734132	-0.0009637402	0.0001959535	0.0000058803	0.0000114831	0.0001339439	0.0000009288	0.0002133168	0.0001348727	0.0003481895	388.5701841317	226.4052942779	50.5419975159	325.6459153206	9.2261632864	665.5174759255	334.8720786070	1000.3895545324
0.6000000000	0.9600000000	0.5115379275	0.7372961040	0.3237910190	0.9856806804	1.1916701365	0.9642418367	0.8444674733	0.8547027475	0.8394240109	0.9880247558	0.9821239178	-0.0146354023	-0.0025878772	-0.0040376843	-0.0120475251	-0.0014498070	0.0002141950	0.0000066971	0.0000163029	0.0001451429	0.0000021019	0.0002371950	0.0001472448	0.0003844398	424.7425988930	257.8559553939	71.7562422293	352.8729748567	20.8795706551	754.3547965162	373.7525455119	1128.1073420280
0.6000000000	0.9733333333	0.5076431494	0.7359149636	0.3221502282	0.9811521609	1.1934999328	0.9669405599	0.8439290848	0.8545643060	0.8388805057	0.9875548029	0.9816470216	-0.0152731537	-0.0027498666	-0.0046853679	-0.0125232871	-0.0019355014	0.0002332692	0.0000075618	0.0000219527	0.0001568327	0.0000037462	0.0002627837	0.0001605789	0.0004233625	462.5662393269	291.1475063516	96.6234148328	381.2934926579	37.2124380240	850.3371605113	418.5059306819	1268.8430911932
0.6000000000	0.9866666667	0.5037974521	0.7345267357	0.3205304677	0.9766754448	1.1953075787	0.9696096301	0.8433904702	0.8544266890	0.8383384123	0.9870834807	0.9811706763	-0.0159115800	-0.0029109171	-0.0053317873	-0.0130006629	-0.0024208702	0.0002531784	0.0000084734	0.0000284280	0.0001690172	0.0000058606	0.0002900798	0.0001748778	0.0004649576	502.0455252107	326.2492359404	125.1239986297	410.9166246750	58.2162438088	953.4187597807	469.1328684837	1422.5516282644
0.6000000000	1.0000000000	0.5000000000	0.7331319186	0.3189312984	0.9722495721	1.1970935095	0.9722495721	0.8428516406	0.8542898769	0.8377976713	0.9866108254	0.9806948367	-0.0165506692	-0.0030710514	-0.0059770106	-0.0134796178	-0.0029059591	0.0002739247	0.0000094314	0.0000357247	0.0001817001	0.0000084446	0.0003190807	0.0001901447	0.0005092254	543.1847995362	363.1315761473	157.2399984069	441.7513399978	83.8842006290	1063.5563740904	525.6355406268	1589.1919147172
0.6000000000	1.0133333333	0.4962499743	0.7317309902	0.3173522938	0.9678736075	1.1988581485	0.9748608976	0.8423126063	0.8541538507	0.8372582255	0.9861368717	0.9802194590	-0.0171904102	-0.0032302914	-0.0066211035	-0.0139601189	-0.0033908122	0.0002955102	0.0000104348	0.0000438390	0.0001948849	0.0000114976	0.0003497840	0.0002063825	0.0005561665	585.9883350048	401.7660358829	192.9548678534	473.8064325558	114.2111842577	1180.7092387411	588.0176168135	1768.7268555546
0.6000000000	1.0266666667	0.4925465729	0.7303244091	0.3157930399	0.9635466394	1.2006019079	0.9774441063	0.8417733771	0.8540185923	0.8367200196	0.9856616527	0.9797445011	-0.0178307923	-0.0033886576	-0.0072641297	-0.0144421347	-0.0038754721	0.0003179372	0.0000114830	0.0000527676	0.0002085753	0.0000150193	0.0003821877	0.0002235945	0.0006057823	630.4603401759	442.1251391070	232.2534408300	507.0905322121	149.1936657590	1304.8389201129	656.2841979712	1961.1231180841
0.6000000000	1.0400000000	0.4888890099	0.7289126152	0.3142531341	0.9592677793	1.2023251886	0.9799996857	0.8412339622	0.8538840842	0.8361830005	0.9851851999	0.9792699220	-0.0184718054	-0.0035461701	-0.0079061503	-0.0149256353	-0.0043599801	0.0003412076	0.0000125753	0.0000625072	0.0002227746	0.0000190094	0.0004162901	0.0002417840	0.0006580741	676.6049652838	484.1823670389	275.1218662570	541.6121152808	188.8296466496	1435.9091985798	730.4417619304	2166.3509605101
0.6000000000	1.0533333333	0.4852765155	0.7274960309	0.3127321855	0.9550361611	1.2040283809	0.9825281116	0.8406943704	0.8537503099	0.8356471170	0.9847075434	0.9787956821	-0.0191134402	-0.0037028481	-0.0085472245	-0.0154105921	-0.0048443764	0.0003653236	0.0000137111	0.0000730550	0.0002374863	0.0000234680	0.0004520897	0.0002609543	0.0007130441	724.4263077358	527.9121041578	321.5475464055	577.3795144905	233.1185969321	1573.8859582991	810.4981114225	2384.3840697217
0.6000000000	1.0666666667	0.4817083352	0.7260750611	0.3112298140	0.9508509400	1.2057118650	0.9850298486	0.8401546098	0.8536172533	0.8351123195	0.9842287121	0.9783217434	-0.0197556877	-0.0038587097	-0.0091874094	-0.0158969780	-0.0053286997	0.0003902872	0.0000148896	0.0000844085	0.0002527139	0.0000283950	0.0004895853	0.0002811089	0.0007706943	773.9284173049	573.2895877257	371.5190783890	614.4009284221	282.0613958555	1718.7370834196	896.4623242776	2615.1994076972
0.6000000000	1.0800000000	0.4781837300	0.7246500946	0.3097456501	0.9467112923	1.2073760109	0.9875053504	0.8396146884	0.8534848992	0.8345785603	0.9837487333	0.9778480687	-0.0203985396	-0.0040137727	-0.0098267603	-0.0163847669	-0.0058129875	0.0004161004	0.0000161104	0.0000965652	0.0002684606	0.0000337908	0.0005287760	0.0003022514	0.0008310274	825.1153010268	620.2908605803	425.0261986713	652.6844304392	335.6602752718	1870.4323602784	988.3447057110	2858.7770659894
0.6000000000	1.0933333333	0.4747019756	0.7232215042	0.3082793344	0.9426164144	1.2090211792	0.9899550600	0.8390746134	0.8533532327	0.8340457937	0.9832676332	0.9773746225	-0.0210419881	-0.0041680539	-0.0104653302	-0.0168739342	-0.0062972764	0.0004427653	0.0000173727	0.0001095231	0.0002847297	0.0000396557	0.0005696611	0.0003243853	0.0008940464	877.9909278237	668.8927269736	482.0597304040	692.2379771455	393.9187654438	2028.9433852013	1086.1567425892	3115.1001277905
0.6000000000	1.1066666667	0.4712623624	0.7217896479	0.3068305175	0.9385655224	1.2106477209	0.9923794103	0.8385343918	0.8532222398	0.8335139750	0.9827854370	0.9769013701	-0.0216860257	-0.0043215694	-0.0111031708	-0.0173644564	-0.0067816014	0.0004702837	0.0000186760	0.0001232804	0.0003015243	0.0000459901	0.0006122401	0.0003475145	0.0009597545	932.5592328527	719.0727112375	542.6115334434	733.0694163774	456.8416432041	2194.2434775337	1189.9110595815	3384.1545371152
0.6000000000	1.1200000000	0.4678641950	0.7203548690	0.3053988592	0.9345578514	1.2122559783	0.9947788239	0.8379940299	0.8530919069	0.8329830617	0.9823021683	0.9764282781	-0.0223306457	-0.0044743348	-0.0117403316	-0.0178563109	-0.0072659968	0.0004986577	0.0000200197	0.0001378354	0.0003188478	0.0000527947	0.0006565128	0.0003716425	0.0010281553	988.8241216026	770.8090190835	606.6744568823	775.1864947641	524.4348823354	2366.3075975683	1299.6213770995	3665.9289746678
0.6000000000	1.1333333333	0.4645067920	0.7189174969	0.3039840289	0.9305926548	1.2138462849	0.9971537138	0.8374535340	0.8529622209	0.8324530125	0.9818178501	0.9759553144	-0.0229758416	-0.0046263651	-0.0123768608	-0.0183494765	-0.0077504957	0.0005278893	0.0000214033	0.0001531867	0.0003367033	0.0000600702	0.0007024792	0.0003967735	0.0010992527	1046.7894737444	824.0805013535	674.2422939566	818.5968648709	596.7056060666	2545.1122690545	1415.3024709375	3960.4147399920
0.6000000000	1.1466666667	0.4611894856	0.7174778479	0.3025857043	0.9266692039	1.2154189658	0.9995044838	0.8369129097	0.8528331694	0.8319237874	0.9813325041	0.9754824475	-0.0236216074	-0.0047776746	-0.0130128046	-0.0188439328	-0.0082351300	0.0005579803	0.0000228262	0.0001693331	0.0003550938	0.0000678174	0.0007501396	0.0004229112	0.0011730508	1106.4591467488	878.8666200540	745.3097391927	863.3080919466	673.6620415849	2730.6355059954	1536.9701335315	4267.6056395270
0.6000000000	1.1600000000	0.4579116212	0.7160362252	0.3012035721	0.9227867873	1.2169743380	1.0018315283	0.8363721625	0.8527047402	0.8313953482	0.9808461512	0.9750096475	-0.0242679375	-0.0049282772	-0.0136482079	-0.0193396603	-0.0087199308	0.0005889328	0.0000242879	0.0001862736	0.0003740225	0.0000760372	0.0007994943	0.0004500597	0.0012495539	1167.8369792814	935.1474165174	819.8723476663	909.3276602949	755.3134764628	2922.8567434650	1664.6411367577	4587.4978802228
0.6000000000	1.1733333333	0.4546725577	0.7145929198	0.2998373271	0.9189447104	1.2185127104	1.0041352329	0.8358312974	0.8525769218	0.8308676577	0.9803588111	0.9745368851	-0.0249148266	-0.0050781860	-0.0142831140	-0.0198366406	-0.0092049281	0.0006207486	0.0000257880	0.0002040073	0.0003934923	0.0000847307	0.0008505439	0.0004782230	0.0013287669	1230.9267943852	992.9034815453	897.9264962586	956.6629792862	841.6702169097	3121.7567721891	1798.3331961960	4920.0899683851
0.6000000000	1.1866666667	0.4514716662	0.7131482111	0.2984866719	0.9151422946	1.2200343845	1.0064159745	0.8352903192	0.8524497031	0.8303406802	0.9798705028	0.9740641321	-0.0255622698	-0.0052274138	-0.0149175649	-0.0203348560	-0.0096901510	0.0006534296	0.0000273259	0.0002225337	0.0004135064	0.0000938990	0.0009032892	0.0005074054	0.0014106946	1295.7324024612	1052.1159274018	979.4693467949	1005.3213890290	932.7435477615	3327.3176766579	1938.0649367904	5265.3826134483
0.6000000000	1.2000000000	0.4483083306	0.7117023668	0.2971513170	0.9113788776	1.2215396543	1.0086741218	0.8347492323	0.8523230733	0.8298143812	0.9793812446	0.9735913614	-0.0262102628	-0.0053759730	-0.0155516008	-0.0208342898	-0.0101756278	0.0006869779	0.0000289011	0.0002418523	0.0004340676	0.0001035434	0.0009577313	0.0005376110	0.0014953423	1362.2576040561	1112.7663615302	1064.4988109649	1055.3101657161	1028.5456941238	3539.5227765512	2083.8558598398	5623.3786363911
0.6000000000	1.2133333333	0.4451819470	0.7102556439	0.2958309804	0.9076538118	1.2230288067	1.0109100351	0.8342080408	0.8521970221	0.8292887274	0.9788910536	0.9731185465	-0.0268588013	-0.0055238753	-0.0161852611	-0.0213349260	-0.0106613858	0.0007213952	0.0000305132	0.0002619627	0.0004551791	0.0001136651	0.0010138711	0.0005688442	0.0015827153	1430.5061924669	1174.8368618799	1153.0135169252	1106.6365266631	1129.0897845927	3758.3565712720	2235.7263112558	5994.0828825278
0.6000000000	1.2266666667	0.4420919234	0.7088082890	0.2945253871	0.9039664650	1.2245021216	1.0131240670	0.8336667486	0.8520715395	0.8287636866	0.9783999465	0.9726456620	-0.0275078815	-0.0056711321	-0.0168185835	-0.0218367493	-0.0111474513	0.0007566835	0.0000321617	0.0002828647	0.0004768436	0.0001242657	0.0010717100	0.0006011093	0.0016728193	1500.4819561712	1238.3099537357	1245.0127774923	1159.3076350534	1234.3898159772	3983.8046873993	2393.6974510307	6377.5021384300
0.6000000000	1.2400000000	0.4390376793	0.7073605386	0.2932342692	0.9003162191	1.2259598721	1.0153165623	0.8331253593	0.8519466159	0.8282392277	0.9779079390	0.9721726834	-0.0281574997	-0.0058177544	-0.0174516045	-0.0223397453	-0.0116338501	0.0007928448	0.0000338463	0.0003045585	0.0004990642	0.0001353465	0.0011312496	0.0006344107	0.0017656602	1572.1886810917	1303.1685879492	1340.4965598423	1213.3306044043	1344.4606194548	4215.8538288832	2557.7912238591	6773.6450527423
0.6000000000	1.2533333333	0.4360186458	0.7059126194	0.2919573656	0.8967024702	1.2274023251	1.0174878583	0.8325838764	0.8518222422	0.8277153209	0.9774150464	0.9716995869	-0.0288076528	-0.0059637528	-0.0180843596	-0.0228439000	-0.0121206068	0.0008298809	0.0000355663	0.0003270441	0.0005218438	0.0001469091	0.0011924913	0.0006687529	0.0018612441	1645.6301527027	1369.3961204829	1439.4654566329	1268.7125027685	1459.3178280914	4454.4917298186	2728.0303308599	7182.5220606785
0.6000000000	1.2666666667	0.4330342652	0.7044647491	0.2906944217	0.8931246277	1.2288297407	1.0196382852	0.8320423028	0.8516984094	0.8271919372	0.9769212829	0.9712263497	-0.0294583377	-0.0061091373	-0.0187168829	-0.0233492004	-0.0126077456	0.0008677937	0.0000373216	0.0003503217	0.0005451852	0.0001589552	0.0012554369	0.0007041404	0.0019595773	1720.8101579883	1436.9762931766	1541.9206584757	1325.4603566851	1578.9778456657	4699.7071096406	2904.4382023508	7604.1453119914
0.6000000000	1.2800000000	0.4300839904	0.7030171361	0.2894451891	0.8895821146	1.2302423732	1.0217681657	0.8315006416	0.8515751090	0.8266690487	0.9764266626	0.9707529494	-0.0301095517	-0.0062539179	-0.0193492076	-0.0238556338	-0.0130952897	0.0009065851	0.0000391115	0.0003743918	0.0005690913	0.0001714866	0.0013200884	0.0007405779	0.0020606663	1797.7324872564	1505.8932156618	1647.8639276838	1383.5811548909	1703.4578167350	4951.4896306020	3087.0389716258	8038.5286022278
0.6000000000	1.2933333333	0.4271672854	0.7015699807	0.2882094256	0.8860743665	1.2316404710	1.0238778162	0.8309588955	0.8514523326	0.8261466284	0.9759311985	0.9702793648	-0.0307612923	-0.0063981039	-0.0199813655	-0.0243631884	-0.0135832616	0.0009462571	0.0000409357	0.0003992550	0.0005935649	0.0001845050	0.0013864478	0.0007780699	0.0021645177	1876.4009358204	1576.1313483445	1757.2975732299	1443.0818518055	1832.7755978884	5209.8298573948	3275.8574496939	8485.6873070887
0.6000000000	1.3066666667	0.4242836242	0.7001234745	0.2869868950	0.8826008314	1.2330242764	1.0259675458	0.8304170668	0.8513300723	0.8256246504	0.9754349034	0.9698055751	-0.0314135572	-0.0065417045	-0.0206133878	-0.0248718527	-0.0140716832	0.0009868116	0.0000427939	0.0004249118	0.0006186091	0.0001980123	0.0014545172	0.0008166213	0.0022711386	1956.8193055506	1647.6754863915	1870.2244268512	1503.9693708025	1966.9497301313	5474.7192187933	3470.9191009338	8945.6383197271
0.6000000000	1.3200000000	0.4214324914	0.6986778014	0.2857773668	0.8791609696	1.2343940264	1.0280376576	0.8298751581	0.8512083203	0.8251030894	0.9749377893	0.9693315605	-0.0320663444	-0.0066847286	-0.0212453041	-0.0253816158	-0.0145605756	0.0010282504	0.0000446856	0.0004513629	0.0006442264	0.0002120104	0.0015242990	0.0008562368	0.0023805358	2038.9914063063	1720.5107446534	1986.6478202399	1566.2506072749	2105.9994123522	5746.1499711995	3672.2500196271	9418.3999908266
0.6000000000	1.3333333333	0.4186133812	0.6972331377	0.2845806161	0.8757542532	1.2357499524	1.0300884480	0.8293331713	0.8510870692	0.8245819213	0.9744398679	0.9688573016	-0.0327196521	-0.0068271846	-0.0218771437	-0.0258924676	-0.0150499591	0.0010705756	0.0000466104	0.0004786094	0.0006704199	0.0002265013	0.0015957955	0.0008969211	0.0024927166	2122.9210572518	1794.6225434647	2106.5715632661	1629.9324315093	2249.9444758207	6024.1151639825	3879.8769073300	9903.9920713125
