L	K	U4	U4_err	m_susc	m_susc_err	dat
8	0.1612000000	7.086161573018e-01	1.464614741054e-02	3.078343084717e-02	8.090077321068e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EAE4C9F.dat
8	0.1608000000	7.086161573018e-01	1.464614741054e-02	3.078343084717e-02	8.090077321068e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161/Lx8_Ly8_Tx0_Ty0_Nt8_k0.161_0.161_0.161_kt0.161_5EAE4C9F.dat
8	0.1604000000	6.882949079347e-01	1.478887619898e-02	3.251709594727e-02	7.919319546182e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAF4371.dat
8	0.1600000000	6.794620946049e-01	1.521753066077e-02	2.857203729248e-02	7.095058858146e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAF3DDA.dat
8	0.1596000000	6.794620946049e-01	1.521753066077e-02	2.857203729248e-02	7.095058858146e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160/Lx8_Ly8_Tx0_Ty0_Nt8_k0.160_0.160_0.160_kt0.160_5EAF3DDA.dat
8	0.1592000000	6.519114246935e-01	1.619096397795e-02	2.657892846680e-02	6.772864428649e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159_5EAC308C.dat
8	0.1588000000	6.519114246935e-01	1.619096397795e-02	2.657892846680e-02	6.772864428649e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159/Lx8_Ly8_Tx0_Ty0_Nt8_k0.159_0.159_0.159_kt0.159_5EAC308C.dat
8	0.1584000000	6.233538815643e-01	1.687788281532e-02	2.921076757812e-02	6.553333949543e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158_5EAD277E.dat
8	0.1580000000	6.233538815643e-01	1.687788281532e-02	2.921076757812e-02	6.553333949543e-03	out_binder_refine_158_162_ntraj5000/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158/Lx8_Ly8_Tx0_Ty0_Nt8_k0.158_0.158_0.158_kt0.158_5EAD277E.dat
16	0.1584000000	4.233259532595e-01	2.567925486989e-02	1.100130063915e-02	2.301265464246e-03	out_binder_refine_158_162_ntraj5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158_5EAD0656.dat
16	0.1580000000	4.233259532595e-01	2.567925486989e-02	1.100130063915e-02	2.301265464246e-03	out_binder_refine_158_162_ntraj5000/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158/Lx16_Ly16_Tx0_Ty0_Nt16_k0.158_0.158_0.158_kt0.158_5EAD0656.dat
24	0.1580000000	1.528003675521e-01	3.394750270245e-02	4.335051254377e-03	9.280609387931e-04	out_binder_refine_158_162_ntraj5000/Lx24_Ly24_Tx0_Ty0_Nt24_k0.158_0.158_0.158_kt0.158/Lx24_Ly24_Tx0_Ty0_Nt24_k0.158_0.158_0.158_kt0.158_5EAD690E.dat
